Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2003,2003,Oregon,41,55-64 years,55-64,Male,M,397,180536,219.9
,2003,2003,Pennsylvania,42,35-44 years,35-44,Male,M,216,913686,23.6
,2003,2003,Pennsylvania,42,45-54 years,45-54,Male,M,892,898083,99.3
,2003,2003,Pennsylvania,42,55-64 years,55-64,Male,M,1536,610775,251.5
,2003,2003,Rhode Island,44,35-44 years,35-44,Male,M,29,81374,35.6
,2003,2003,Rhode Island,44,45-54 years,45-54,Male,M,70,74761,93.6
,2003,2003,Rhode Island,44,55-64 years,55-64,Male,M,125,49805,251.0
,2003,2003,South Carolina,45,35-44 years,35-44,Male,M,90,300267,30.0
,2003,2003,South Carolina,45,45-54 years,45-54,Male,M,331,284185,116.5
,2003,2003,South Carolina,45,55-64 years,55-64,Male,M,611,208756,292.7
,2003,2003,South Dakota,46,35-44 years,35-44,Male,M,17,53926,
,2003,2003,South Dakota,46,45-54 years,45-54,Male,M,54,54870,98.4
,2003,2003,South Dakota,46,55-64 years,55-64,Male,M,92,35215,261.3
,2003,2003,Tennessee,47,35-44 years,35-44,Male,M,212,432853,49.0
,2003,2003,Tennessee,47,45-54 years,45-54,Male,M,619,408403,151.6
,2003,2003,Tennessee,47,55-64 years,55-64,Male,M,1030,295322,348.8
,2003,2003,Texas,48,35-44 years,35-44,Male,M,405,1664298,24.3
,2003,2003,Texas,48,45-54 years,45-54,Male,M,1333,1437009,92.8
,2003,2003,Texas,48,55-64 years,55-64,Male,M,2369,909768,260.4
,2003,2003,Utah,49,35-44 years,35-44,Male,M,18,150048,
,2003,2003,Utah,49,45-54 years,45-54,Male,M,70,133140,52.6
,2003,2003,Utah,49,55-64 years,55-64,Male,M,126,82436,152.8
,2003,2003,Vermont,50,35-44 years,35-44,Male,M,,46896,
,2003,2003,Vermont,50,45-54 years,45-54,Male,M,33,49143,67.2
,2003,2003,Vermont,50,55-64 years,55-64,Male,M,73,33566,217.5
,2003,2003,Virginia,51,35-44 years,35-44,Male,M,145,581644,24.9
,2003,2003,Virginia,51,45-54 years,45-54,Male,M,456,525725,86.7
,2003,2003,Virginia,51,55-64 years,55-64,Male,M,798,360265,221.5
,2003,2003,Washington,53,35-44 years,35-44,Male,M,94,473258,19.9
,2003,2003,Washington,53,45-54 years,45-54,Male,M,339,454529,74.6
,2003,2003,Washington,53,55-64 years,55-64,Male,M,637,296536,214.8
,2003,2003,West Virginia,54,35-44 years,35-44,Male,M,65,125712,51.7
,2003,2003,West Virginia,54,45-54 years,45-54,Male,M,195,139772,139.5
,2003,2003,West Virginia,54,55-64 years,55-64,Male,M,326,102027,319.5
,2003,2003,Wisconsin,55,35-44 years,35-44,Male,M,90,424096,21.2
,2003,2003,Wisconsin,55,45-54 years,45-54,Male,M,328,402728,81.4
,2003,2003,Wisconsin,55,55-64 years,55-64,Male,M,558,257751,216.5
,2003,2003,Wyoming,56,35-44 years,35-44,Male,M,10,35171,
,2003,2003,Wyoming,56,45-54 years,45-54,Male,M,39,41176,94.7
,2003,2003,Wyoming,56,55-64 years,55-64,Male,M,69,26913,256.4
,2004,2004,Alabama,01,35-44 years,35-44,Male,M,116,317137,36.6
,2004,2004,Alabama,01,45-54 years,45-54,Male,M,346,314363,110.1
,2004,2004,Alabama,01,55-64 years,55-64,Male,M,521,232067,224.5
,2004,2004,Alaska,02,35-44 years,35-44,Male,M,18,52304,
,2004,2004,Alaska,02,45-54 years,45-54,Male,M,45,56508,79.6
,2004,2004,Alaska,02,55-64 years,55-64,Male,M,52,32618,159.4
,2004,2004,Arizona,04,35-44 years,35-44,Male,M,95,400602,23.7
,2004,2004,Arizona,04,45-54 years,45-54,Male,M,292,355246,82.2
,2004,2004,Arizona,04,55-64 years,55-64,Male,M,643,266773,241.0
,2004,2004,Arkansas,05,35-44 years,35-44,Male,M,84,189874,44.2
,2004,2004,Arkansas,05,45-54 years,45-54,Male,M,272,184571,147.4
,2004,2004,Arkansas,05,55-64 years,55-64,Male,M,448,143634,311.9
,2004,2004,California,06,35-44 years,35-44,Male,M,422,2765632,15.3
,2004,2004,California,06,45-54 years,45-54,Male,M,1752,2386820,73.4
,2004,2004,California,06,55-64 years,55-64,Male,M,3237,1544835,209.5
,2004,2004,Colorado,08,35-44 years,35-44,Male,M,61,358801,17.0
,2004,2004,Colorado,08,45-54 years,45-54,Male,M,198,343466,57.6
,2004,2004,Colorado,08,55-64 years,55-64,Male,M,348,216641,160.6
,2004,2004,Connecticut,09,35-44 years,35-44,Male,M,50,273072,18.3
,2004,2004,Connecticut,09,45-54 years,45-54,Male,M,186,257637,72.2
,2004,2004,Connecticut,09,55-64 years,55-64,Male,M,302,177450,170.2
,2004,2004,Delaware,10,35-44 years,35-44,Male,M,15,61288,
,2004,2004,Delaware,10,45-54 years,45-54,Male,M,58,57032,101.7
,2004,2004,Delaware,10,55-64 years,55-64,Male,M,106,42007,252.3
,2004,2004,District of Columbia,11,35-44 years,35-44,Male,M,12,42086,
,2004,2004,District of Columbia,11,45-54 years,45-54,Male,M,40,36040,111.0
,2004,2004,District of Columbia,11,55-64 years,55-64,Male,M,82,25756,318.4
,2004,2004,Florida,12,35-44 years,35-44,Male,M,316,1268894,24.9
,2004,2004,Florida,12,45-54 years,45-54,Male,M,1151,1166734,98.7
,2004,2004,Florida,12,55-64 years,55-64,Male,M,2244,908588,247.0
,2004,2004,Georgia,13,35-44 years,35-44,Male,M,182,683765,26.6
,2004,2004,Georgia,13,45-54 years,45-54,Male,M,614,587382,104.5
,2004,2004,Georgia,13,55-64 years,55-64,Male,M,925,397981,232.4
,2004,2004,Hawaii,15,35-44 years,35-44,Male,M,17,91083,
,2004,2004,Hawaii,15,45-54 years,45-54,Male,M,80,94143,85.0
,2004,2004,Hawaii,15,55-64 years,55-64,Male,M,115,67717,169.8
,2004,2004,Idaho,16,35-44 years,35-44,Male,M,21,95427,22.0
,2004,2004,Idaho,16,45-54 years,45-54,Male,M,96,95323,100.7
,2004,2004,Idaho,16,55-64 years,55-64,Male,M,127,67913,187.0
,2004,2004,Illinois,17,35-44 years,35-44,Male,M,256,936509,27.3
,2004,2004,Illinois,17,45-54 years,45-54,Male,M,879,870607,101.0
,2004,2004,Illinois,17,55-64 years,55-64,Male,M,1419,578674,245.2
,2004,2004,Indiana,18,35-44 years,35-44,Male,M,151,454849,33.2
,2004,2004,Indiana,18,45-54 years,45-54,Male,M,539,441827,122.0
,2004,2004,Indiana,18,55-64 years,55-64,Male,M,773,301536,256.4
,2004,2004,Iowa,19,35-44 years,35-44,Male,M,60,205904,29.1
,2004,2004,Iowa,19,45-54 years,45-54,Male,M,179,214843,83.3
,2004,2004,Iowa,19,55-64 years,55-64,Male,M,362,146260,247.5
,2004,2004,Kansas,20,35-44 years,35-44,Male,M,59,191908,30.7
,2004,2004,Kansas,20,45-54 years,45-54,Male,M,208,195175,106.6
,2004,2004,Kansas,20,55-64 years,55-64,Male,M,262,128190,204.4
,2004,2004,Kentucky,21,35-44 years,35-44,Male,M,151,306210,49.3
,2004,2004,Kentucky,21,45-54 years,45-54,Male,M,375,296646,126.4
,2004,2004,Kentucky,21,55-64 years,55-64,Male,M,614,213123,288.1
,2004,2004,Louisiana,22,35-44 years,35-44,Male,M,123,317069,38.8
,2004,2004,Louisiana,22,45-54 years,45-54,Male,M,391,315331,124.0
,2004,2004,Louisiana,22,55-64 years,55-64,Male,M,624,213936,291.7
,2004,2004,Maine,23,35-44 years,35-44,Male,M,24,98619,24.3
,2004,2004,Maine,23,45-54 years,45-54,Male,M,64,104279,61.4
,2004,2004,Maine,23,55-64 years,55-64,Male,M,115,75395,152.5
,2004,2004,Maryland,24,35-44 years,35-44,Male,M,78,430871,18.1
,2004,2004,Maryland,24,45-54 years,45-54,Male,M,395,397003,99.5
,2004,2004,Maryland,24,55-64 years,55-64,Male,M,616,273908,224.9
,2004,2004,Massachusetts,25,35-44 years,35-44,Male,M,97,497687,19.5
,2004,2004,Massachusetts,25,45-54 years,45-54,Male,M,321,456611,70.3
,2004,2004,Massachusetts,25,55-64 years,55-64,Male,M,575,313962,183.1
,2004,2004,Michigan,26,35-44 years,35-44,Male,M,222,741879,29.9
,2004,2004,Michigan,26,45-54 years,45-54,Male,M,822,733663,112.0
,2004,2004,Michigan,26,55-64 years,55-64,Male,M,1336,498534,268.0
,2004,2004,Minnesota,27,35-44 years,35-44,Male,M,59,392648,15.0
,2004,2004,Minnesota,27,45-54 years,45-54,Male,M,258,376626,68.5
,2004,2004,Minnesota,27,55-64 years,55-64,Male,M,338,241258,140.1
,2004,2004,Mississippi,28,35-44 years,35-44,Male,M,105,195674,53.7
,2004,2004,Mississippi,28,45-54 years,45-54,Male,M,294,192455,152.8
,2004,2004,Mississippi,28,55-64 years,55-64,Male,M,483,137214,352.0
,2004,2004,Missouri,29,35-44 years,35-44,Male,M,143,413827,34.6
,2004,2004,Missouri,29,45-54 years,45-54,Male,M,486,402439,120.8
,2004,2004,Missouri,29,55-64 years,55-64,Male,M,756,285301,265.0
,2004,2004,Montana,30,35-44 years,35-44,Male,M,16,62470,
,2004,2004,Montana,30,45-54 years,45-54,Male,M,53,74196,71.4
,2004,2004,Montana,30,55-64 years,55-64,Male,M,103,53363,193.0
,2004,2004,Nebraska,31,35-44 years,35-44,Male,M,31,122453,25.3
,2004,2004,Nebraska,31,45-54 years,45-54,Male,M,75,124421,60.3
,2004,2004,Nebraska,31,55-64 years,55-64,Male,M,122,82523,147.8
,2004,2004,Nevada,32,35-44 years,35-44,Male,M,26,186737,13.9
,2004,2004,Nevada,32,45-54 years,45-54,Male,M,151,162719,92.8
,2004,2004,Nevada,32,55-64 years,55-64,Male,M,289,126302,228.8
,2004,2004,New Hampshire,33,35-44 years,35-44,Male,M,27,105256,25.7
,2004,2004,New Hampshire,33,45-54 years,45-54,Male,M,73,102919,70.9
,2004,2004,New Hampshire,33,55-64 years,55-64,Male,M,116,69260,167.5
,2004,2004,New Jersey,34,35-44 years,35-44,Male,M,119,686463,17.3
,2004,2004,New Jersey,34,45-54 years,45-54,Male,M,445,615436,72.3
,2004,2004,New Jersey,34,55-64 years,55-64,Male,M,835,419614,199.0
,2004,2004,New Mexico,35,35-44 years,35-44,Male,M,18,130512,
,2004,2004,New Mexico,35,45-54 years,45-54,Male,M,98,132485,74.0
,2004,2004,New Mexico,35,55-64 years,55-64,Male,M,180,94687,190.1
,2004,2004,New York,36,35-44 years,35-44,Male,M,271,1451119,18.7
,2004,2004,New York,36,45-54 years,45-54,Male,M,1098,1317686,83.3
,2004,2004,New York,36,55-64 years,55-64,Male,M,2200,914401,240.6
,2004,2004,North Carolina,37,35-44 years,35-44,Male,M,198,641468,30.9
,2004,2004,North Carolina,37,45-54 years,45-54,Male,M,623,585516,106.4
,2004,2004,North Carolina,37,55-64 years,55-64,Male,M,1058,427657,247.4
,2004,2004,North Dakota,38,35-44 years,35-44,Male,M,,43242,
,2004,2004,North Dakota,38,45-54 years,45-54,Male,M,36,48446,74.3
,2004,2004,North Dakota,38,55-64 years,55-64,Male,M,66,31275,211.0
,2004,2004,Ohio,39,35-44 years,35-44,Male,M,273,826967,33.0
,2004,2004,Ohio,39,45-54 years,45-54,Male,M,907,832902,108.9
,2004,2004,Ohio,39,55-64 years,55-64,Male,M,1461,567780,257.3
,2004,2004,Oklahoma,40,35-44 years,35-44,Male,M,119,243245,48.9
,2004,2004,Oklahoma,40,45-54 years,45-54,Male,M,365,242243,150.7
,2004,2004,Oklahoma,40,55-64 years,55-64,Male,M,650,176739,367.8
,2004,2004,Oregon,41,35-44 years,35-44,Male,M,31,253290,12.2
,2004,2004,Oregon,41,45-54 years,45-54,Male,M,182,267147,68.1
,2004,2004,Oregon,41,55-64 years,55-64,Male,M,313,191240,163.7
,2004,2004,Pennsylvania,42,35-44 years,35-44,Male,M,215,897765,23.9
,2004,2004,Pennsylvania,42,45-54 years,45-54,Male,M,750,913990,82.1
,2004,2004,Pennsylvania,42,55-64 years,55-64,Male,M,1471,636060,231.3
,2004,2004,Rhode Island,44,35-44 years,35-44,Male,M,22,80256,27.4
,2004,2004,Rhode Island,44,45-54 years,45-54,Male,M,80,75829,105.5
,2004,2004,Rhode Island,44,55-64 years,55-64,Male,M,123,52136,235.9
,2004,2004,South Carolina,45,35-44 years,35-44,Male,M,99,300115,33.0
,2004,2004,South Carolina,45,45-54 years,45-54,Male,M,364,289067,125.9
,2004,2004,South Carolina,45,55-64 years,55-64,Male,M,622,219565,283.3
,2004,2004,South Dakota,46,35-44 years,35-44,Male,M,14,52854,
,2004,2004,South Dakota,46,45-54 years,45-54,Male,M,53,55959,94.7
,2004,2004,South Dakota,46,55-64 years,55-64,Male,M,77,37390,205.9
,2004,2004,Tennessee,47,35-44 years,35-44,Male,M,180,431778,41.7
,2004,2004,Tennessee,47,45-54 years,45-54,Male,M,603,414204,145.6
,2004,2004,Tennessee,47,55-64 years,55-64,Male,M,943,308185,306.0
,2004,2004,Texas,48,35-44 years,35-44,Male,M,367,1665195,22.0
,2004,2004,Texas,48,45-54 years,45-54,Male,M,1356,1478792,91.7
,2004,2004,Texas,48,55-64 years,55-64,Male,M,2417,958360,252.2
,2004,2004,Utah,49,35-44 years,35-44,Male,M,21,150037,14.0
,2004,2004,Utah,49,45-54 years,45-54,Male,M,68,136442,49.8
,2004,2004,Utah,49,55-64 years,55-64,Male,M,135,87135,154.9
,2004,2004,Vermont,50,35-44 years,35-44,Male,M,11,45699,
,2004,2004,Vermont,50,45-54 years,45-54,Male,M,33,49713,66.4
,2004,2004,Vermont,50,55-64 years,55-64,Male,M,56,35574,157.4
,2004,2004,Virginia,51,35-44 years,35-44,Male,M,139,577077,24.1
,2004,2004,Virginia,51,45-54 years,45-54,Male,M,409,537026,76.2
,2004,2004,Virginia,51,55-64 years,55-64,Male,M,784,378392,207.2
,2004,2004,Washington,53,35-44 years,35-44,Male,M,87,470939,18.5
,2004,2004,Washington,53,45-54 years,45-54,Male,M,308,462693,66.6
,2004,2004,Washington,53,55-64 years,55-64,Male,M,603,314732,191.6
,2004,2004,West Virginia,54,35-44 years,35-44,Male,M,48,124346,38.6
,2004,2004,West Virginia,54,45-54 years,45-54,Male,M,168,139697,120.3
,2004,2004,West Virginia,54,55-64 years,55-64,Male,M,246,106765,230.4
,2004,2004,Wisconsin,55,35-44 years,35-44,Male,M,81,417245,19.4
,2004,2004,Wisconsin,55,45-54 years,45-54,Male,M,309,411715,75.1
,2004,2004,Wisconsin,55,55-64 years,55-64,Male,M,527,270793,194.6
,2004,2004,Wyoming,56,35-44 years,35-44,Male,M,,34394,
,2004,2004,Wyoming,56,45-54 years,45-54,Male,M,38,41788,90.9
,2004,2004,Wyoming,56,55-64 years,55-64,Male,M,48,28358,169.3
,2005,2005,Alabama,01,35-44 years,35-44,Male,M,97,314366,30.9
,2005,2005,Alabama,01,45-54 years,45-54,Male,M,311,320096,97.2
,2005,2005,Alabama,01,55-64 years,55-64,Male,M,557,241277,230.9
,2005,2005,Alaska,02,35-44 years,35-44,Male,M,13,51602,
,2005,2005,Alaska,02,45-54 years,45-54,Male,M,30,57268,52.4
,2005,2005,Alaska,02,55-64 years,55-64,Male,M,66,35104,188.0
,2005,2005,Arizona,04,35-44 years,35-44,Male,M,78,409089,19.1
,2005,2005,Arizona,04,45-54 years,45-54,Male,M,334,370020,90.3
,2005,2005,Arizona,04,55-64 years,55-64,Male,M,688,284720,241.6
,2005,2005,Arkansas,05,35-44 years,35-44,Male,M,86,189138,45.5
,2005,2005,Arkansas,05,45-54 years,45-54,Male,M,291,188153,154.7
,2005,2005,Arkansas,05,55-64 years,55-64,Male,M,444,148637,298.7
,2005,2005,California,06,35-44 years,35-44,Male,M,471,2750680,17.1
,2005,2005,California,06,45-54 years,45-54,Male,M,1826,2439467,74.9
,2005,2005,California,06,55-64 years,55-64,Male,M,3394,1616930,209.9
,2005,2005,Colorado,08,35-44 years,35-44,Male,M,52,356981,14.6
,2005,2005,Colorado,08,45-54 years,45-54,Male,M,229,350753,65.3
,2005,2005,Colorado,08,55-64 years,55-64,Male,M,346,230162,150.3
,2005,2005,Connecticut,09,35-44 years,35-44,Male,M,40,269013,14.9
,2005,2005,Connecticut,09,45-54 years,45-54,Male,M,179,263542,67.9
,2005,2005,Connecticut,09,55-64 years,55-64,Male,M,284,183726,154.6
,2005,2005,Delaware,10,35-44 years,35-44,Male,M,16,61036,
,2005,2005,Delaware,10,45-54 years,45-54,Male,M,63,58651,107.4
,2005,2005,Delaware,10,55-64 years,55-64,Male,M,116,44059,263.3
,2005,2005,District of Columbia,11,35-44 years,35-44,Male,M,13,42105,
,2005,2005,District of Columbia,11,45-54 years,45-54,Male,M,59,36014,163.8
,2005,2005,District of Columbia,11,55-64 years,55-64,Male,M,89,26523,335.6
,2005,2005,Florida,12,35-44 years,35-44,Male,M,321,1280375,25.1
,2005,2005,Florida,12,45-54 years,45-54,Male,M,1149,1213762,94.7
,2005,2005,Florida,12,55-64 years,55-64,Male,M,2162,956321,226.1
,2005,2005,Georgia,13,35-44 years,35-44,Male,M,171,688333,24.8
,2005,2005,Georgia,13,45-54 years,45-54,Male,M,564,604583,93.3
,2005,2005,Georgia,13,55-64 years,55-64,Male,M,891,419233,212.5
,2005,2005,Hawaii,15,35-44 years,35-44,Male,M,22,91478,24.0
,2005,2005,Hawaii,15,45-54 years,45-54,Male,M,71,94792,74.9
,2005,2005,Hawaii,15,55-64 years,55-64,Male,M,115,71880,160.0
,2005,2005,Idaho,16,35-44 years,35-44,Male,M,22,95500,23.0
,2005,2005,Idaho,16,45-54 years,45-54,Male,M,70,98255,71.2
,2005,2005,Idaho,16,55-64 years,55-64,Male,M,124,72124,171.9
,2005,2005,Illinois,17,35-44 years,35-44,Male,M,232,924216,25.1
,2005,2005,Illinois,17,45-54 years,45-54,Male,M,918,885277,103.7
,2005,2005,Illinois,17,55-64 years,55-64,Male,M,1432,602692,237.6
,2005,2005,Indiana,18,35-44 years,35-44,Male,M,114,449758,25.3
,2005,2005,Indiana,18,45-54 years,45-54,Male,M,485,450152,107.7
,2005,2005,Indiana,18,55-64 years,55-64,Male,M,743,314288,236.4
,2005,2005,Iowa,19,35-44 years,35-44,Male,M,51,202302,25.2
,2005,2005,Iowa,19,45-54 years,45-54,Male,M,201,217808,92.3
,2005,2005,Iowa,19,55-64 years,55-64,Male,M,348,152859,227.7
,2005,2005,Kansas,20,35-44 years,35-44,Male,M,42,188681,22.3
,2005,2005,Kansas,20,45-54 years,45-54,Male,M,174,198165,87.8
,2005,2005,Kansas,20,55-64 years,55-64,Male,M,294,134681,218.3
,2005,2005,Kentucky,21,35-44 years,35-44,Male,M,129,303411,42.5
,2005,2005,Kentucky,21,45-54 years,45-54,Male,M,415,301962,137.4
,2005,2005,Kentucky,21,55-64 years,55-64,Male,M,585,222225,263.2
,2005,2005,Louisiana,22,35-44 years,35-44,Male,M,120,312104,38.4
,2005,2005,Louisiana,22,45-54 years,45-54,Male,M,395,320796,123.1
,2005,2005,Louisiana,22,55-64 years,55-64,Male,M,687,223867,306.9
,2005,2005,Maine,23,35-44 years,35-44,Male,M,21,97043,21.6
,2005,2005,Maine,23,45-54 years,45-54,Male,M,84,105226,79.8
,2005,2005,Maine,23,55-64 years,55-64,Male,M,142,79659,178.3
,2005,2005,Maryland,24,35-44 years,35-44,Male,M,85,425992,20.0
,2005,2005,Maryland,24,45-54 years,45-54,Male,M,345,405549,85.1
,2005,2005,Maryland,24,55-64 years,55-64,Male,M,635,283715,223.8
,2005,2005,Massachusetts,25,35-44 years,35-44,Male,M,79,488637,16.2
,2005,2005,Massachusetts,25,45-54 years,45-54,Male,M,284,463800,61.2
,2005,2005,Massachusetts,25,55-64 years,55-64,Male,M,555,326418,170.0
,2005,2005,Michigan,26,35-44 years,35-44,Male,M,192,729471,26.3
,2005,2005,Michigan,26,45-54 years,45-54,Male,M,805,742335,108.4
,2005,2005,Michigan,26,55-64 years,55-64,Male,M,1438,519514,276.8
,2005,2005,Minnesota,27,35-44 years,35-44,Male,M,72,385622,18.7
,2005,2005,Minnesota,27,45-54 years,45-54,Male,M,247,385124,64.1
,2005,2005,Minnesota,27,55-64 years,55-64,Male,M,377,253056,149.0
,2005,2005,Mississippi,28,35-44 years,35-44,Male,M,103,194054,53.1
,2005,2005,Mississippi,28,45-54 years,45-54,Male,M,304,195782,155.3
,2005,2005,Mississippi,28,55-64 years,55-64,Male,M,489,142912,342.2
,2005,2005,Missouri,29,35-44 years,35-44,Male,M,145,408327,35.5
,2005,2005,Missouri,29,45-54 years,45-54,Male,M,475,412179,115.2
,2005,2005,Missouri,29,55-64 years,55-64,Male,M,751,296437,253.3
,2005,2005,Montana,30,35-44 years,35-44,Male,M,15,61011,
,2005,2005,Montana,30,45-54 years,45-54,Male,M,54,75412,71.6
,2005,2005,Montana,30,55-64 years,55-64,Male,M,102,56270,181.3
,2005,2005,Nebraska,31,35-44 years,35-44,Male,M,39,120396,32.4
,2005,2005,Nebraska,31,45-54 years,45-54,Male,M,80,126624,63.2
,2005,2005,Nebraska,31,55-64 years,55-64,Male,M,122,86621,140.8
,2005,2005,Nevada,32,35-44 years,35-44,Male,M,26,191778,13.6
,2005,2005,Nevada,32,45-54 years,45-54,Male,M,174,169768,102.5
,2005,2005,Nevada,32,55-64 years,55-64,Male,M,330,133011,248.1
,2005,2005,New Hampshire,33,35-44 years,35-44,Male,M,19,103240,
,2005,2005,New Hampshire,33,45-54 years,45-54,Male,M,77,105373,73.1
,2005,2005,New Hampshire,33,55-64 years,55-64,Male,M,139,72775,191.0
,2005,2005,New Jersey,34,35-44 years,35-44,Male,M,118,676276,17.4
,2005,2005,New Jersey,34,45-54 years,45-54,Male,M,444,628208,70.7
,2005,2005,New Jersey,34,55-64 years,55-64,Male,M,864,433623,199.3
,2005,2005,New Mexico,35,35-44 years,35-44,Male,M,18,129648,
,2005,2005,New Mexico,35,45-54 years,45-54,Male,M,102,134999,75.6
,2005,2005,New Mexico,35,55-64 years,55-64,Male,M,194,100486,193.1
,2005,2005,New York,36,35-44 years,35-44,Male,M,262,1425858,18.4
,2005,2005,New York,36,45-54 years,45-54,Male,M,1086,1337204,81.2
,2005,2005,New York,36,55-64 years,55-64,Male,M,2202,946497,232.6
,2005,2005,North Carolina,37,35-44 years,35-44,Male,M,173,646009,26.8
,2005,2005,North Carolina,37,45-54 years,45-54,Male,M,637,600948,106.0
,2005,2005,North Carolina,37,55-64 years,55-64,Male,M,1078,449250,240.0
,2005,2005,North Dakota,38,35-44 years,35-44,Male,M,15,41971,
,2005,2005,North Dakota,38,45-54 years,45-54,Male,M,32,49084,65.2
,2005,2005,North Dakota,38,55-64 years,55-64,Male,M,65,33093,196.4
,2005,2005,Ohio,39,35-44 years,35-44,Male,M,250,813825,30.7
,2005,2005,Ohio,39,45-54 years,45-54,Male,M,897,843613,106.3
,2005,2005,Ohio,39,55-64 years,55-64,Male,M,1438,592427,242.7
,2005,2005,Oklahoma,40,35-44 years,35-44,Male,M,106,239419,44.3
,2005,2005,Oklahoma,40,45-54 years,45-54,Male,M,351,246991,142.1
,2005,2005,Oklahoma,40,55-64 years,55-64,Male,M,604,183046,330.0
,2005,2005,Oregon,41,35-44 years,35-44,Male,M,52,254630,20.4
,2005,2005,Oregon,41,45-54 years,45-54,Male,M,190,268534,70.8
,2005,2005,Oregon,41,55-64 years,55-64,Male,M,337,202574,166.4
,2005,2005,Pennsylvania,42,35-44 years,35-44,Male,M,213,884353,24.1
,2005,2005,Pennsylvania,42,45-54 years,45-54,Male,M,850,929158,91.5
,2005,2005,Pennsylvania,42,55-64 years,55-64,Male,M,1516,662238,228.9
,2005,2005,Rhode Island,44,35-44 years,35-44,Male,M,21,78485,26.8
,2005,2005,Rhode Island,44,45-54 years,45-54,Male,M,80,76379,104.7
,2005,2005,Rhode Island,44,55-64 years,55-64,Male,M,152,54230,280.3
,2005,2005,South Carolina,45,35-44 years,35-44,Male,M,107,299903,35.7
,2005,2005,South Carolina,45,45-54 years,45-54,Male,M,352,294247,119.6
,2005,2005,South Carolina,45,55-64 years,55-64,Male,M,635,230602,275.4
,2005,2005,South Dakota,46,35-44 years,35-44,Male,M,12,51724,
,2005,2005,South Dakota,46,45-54 years,45-54,Male,M,52,56851,91.5
,2005,2005,South Dakota,46,55-64 years,55-64,Male,M,88,39599,222.2
,2005,2005,Tennessee,47,35-44 years,35-44,Male,M,196,432766,45.3
,2005,2005,Tennessee,47,45-54 years,45-54,Male,M,600,421457,142.4
,2005,2005,Tennessee,47,55-64 years,55-64,Male,M,946,321581,294.2
,2005,2005,Texas,48,35-44 years,35-44,Male,M,403,1668891,24.1
,2005,2005,Texas,48,45-54 years,45-54,Male,M,1429,1524292,93.7
,2005,2005,Texas,48,55-64 years,55-64,Male,M,2422,1008906,240.1
,2005,2005,Utah,49,35-44 years,35-44,Male,M,21,152039,13.8
,2005,2005,Utah,49,45-54 years,45-54,Male,M,82,140425,58.4
,2005,2005,Utah,49,55-64 years,55-64,Male,M,128,92803,137.9
,2005,2005,Vermont,50,35-44 years,35-44,Male,M,,44870,
,2005,2005,Vermont,50,45-54 years,45-54,Male,M,32,50166,63.8
,2005,2005,Vermont,50,55-64 years,55-64,Male,M,58,37402,155.1
,2005,2005,Virginia,51,35-44 years,35-44,Male,M,136,575168,23.6
,2005,2005,Virginia,51,45-54 years,45-54,Male,M,502,548824,91.5
,2005,2005,Virginia,51,55-64 years,55-64,Male,M,801,394007,203.3
,2005,2005,Washington,53,35-44 years,35-44,Male,M,68,470850,14.4
,2005,2005,Washington,53,45-54 years,45-54,Male,M,298,470820,63.3
,2005,2005,Washington,53,55-64 years,55-64,Male,M,655,333128,196.6
,2005,2005,West Virginia,54,35-44 years,35-44,Male,M,51,123059,41.4
,2005,2005,West Virginia,54,45-54 years,45-54,Male,M,186,139689,133.2
,2005,2005,West Virginia,54,55-64 years,55-64,Male,M,318,111564,285.0
,2005,2005,Wisconsin,55,35-44 years,35-44,Male,M,65,410913,15.8
,2005,2005,Wisconsin,55,45-54 years,45-54,Male,M,308,420477,73.3
,2005,2005,Wisconsin,55,55-64 years,55-64,Male,M,547,284340,192.4
,2005,2005,Wyoming,56,35-44 years,35-44,Male,M,,33799,
,2005,2005,Wyoming,56,45-54 years,45-54,Male,M,30,42321,70.9
,2005,2005,Wyoming,56,55-64 years,55-64,Male,M,55,29995,183.4
,2006,2006,Alabama,01,35-44 years,35-44,Male,M,106,314657,33.7
,2006,2006,Alabama,01,45-54 years,45-54,Male,M,350,326177,107.3
,2006,2006,Alabama,01,55-64 years,55-64,Male,M,566,250793,225.7
,2006,2006,Alaska,02,35-44 years,35-44,Male,M,10,50456,
,2006,2006,Alaska,02,45-54 years,45-54,Male,M,37,58001,63.8
,2006,2006,Alaska,02,55-64 years,55-64,Male,M,41,37404,109.6
,2006,2006,Arizona,04,35-44 years,35-44,Male,M,83,418806,19.8
,2006,2006,Arizona,04,45-54 years,45-54,Male,M,337,384152,87.7
,2006,2006,Arizona,04,55-64 years,55-64,Male,M,684,301884,226.6
,2006,2006,Arkansas,05,35-44 years,35-44,Male,M,92,189796,48.5
,2006,2006,Arkansas,05,45-54 years,45-54,Male,M,282,192180,146.7
,2006,2006,Arkansas,05,55-64 years,55-64,Male,M,503,153834,327.0
,2006,2006,California,06,35-44 years,35-44,Male,M,426,2728888,15.6
,2006,2006,California,06,45-54 years,45-54,Male,M,1845,2482711,74.3
,2006,2006,California,06,55-64 years,55-64,Male,M,3386,1682305,201.3
,2006,2006,Colorado,08,35-44 years,35-44,Male,M,57,359609,15.9
,2006,2006,Colorado,08,45-54 years,45-54,Male,M,236,357116,66.1
