year,state,state_code,deaths,population,crude_rate
2004,Delaware,10,1730,438953,394.1196437887428
2005,Delaware,10,1800,447333,402.3848005847992
2006,Delaware,10,1862,454952,409.2739453832492
2007,Delaware,10,1831,460492,397.6181996647065
2008,Delaware,10,1956,465455,420.2339646152689
2009,Delaware,10,1898,468974,404.7132676864815
2010,Delaware,10,1953,471987,413.78258299487067
2011,Delaware,10,1946,477333,407.6818489398387
2012,Delaware,10,2008,477907,420.1654296756482
2013,Delaware,10,2097,482572,434.5465547110069
2014,Delaware,10,1988,487746,407.58919601595915
2015,Delaware,10,2073,493133,420.3734083908398
2016,Delaware,10,2112,495257,426.44525973383514
2017,Delaware,10,2261,498353,453.69446958280577
2018,Delaware,10,2244,498661,450.00511369447383
2019,Delaware,10,2285,498792,458.10678599496384
1999,District of Columbia,11,1927,316782,608.3047647909289
2000,District of Columbia,11,1949,314532,619.6507827502448
2001,District of Columbia,11,1976,318466,620.4743991509298
2002,District of Columbia,11,1981,319516,620.0002503786978
2003,District of Columbia,11,1915,318332,601.5732003065982
2004,District of Columbia,11,1809,318800,567.4404015056462
2005,District of Columbia,11,1835,319048,575.1485669867857
2006,District of Columbia,11,1802,322225,559.2365583055318
2007,District of Columbia,11,1719,325518,528.0813964204744
2008,District of Columbia,11,1745,329431,529.7012120899369
2009,District of Columbia,11,1603,337386,475.12344910577207
2010,District of Columbia,11,1533,345084,444.23966338630595
2011,District of Columbia,11,1509,358268,421.19307334174414
2012,District of Columbia,11,1442,368462,391.3565035200374
2013,District of Columbia,11,1460,380571,383.6340656539778
2014,District of Columbia,11,1550,388271,399.2057094143009
2015,District of Columbia,11,1596,395466,403.574517151917
2016,District of Columbia,11,1684,401445,419.484611839729
2017,District of Columbia,11,1654,410982,402.45071560311646
2018,District of Columbia,11,1653,415516,397.8186158896408
2019,District of Columbia,11,1602,417672,383.5545595586968
1999,Florida,12,32317,8050572,401.424892541797
2000,Florida,12,33539,8197839,409.1200132132383
2001,Florida,12,34426,8406943,409.4948663265589
2002,Florida,12,35487,8600371,412.6217345740085
2003,Florida,12,36976,8780829,421.0991923427731
2004,Florida,12,37655,9018928,417.5108172501211
2005,Florida,12,38593,9278374,415.9457249729317
2006,Florida,12,39310,9486852,414.3629520097921
2007,Florida,12,39224,9595602,408.77060136508373
2008,Florida,12,39698,9656775,411.0896236062246
2009,Florida,12,39851,9718634,410.0473379283549
2010,Florida,12,39858,9799960,406.71594577937054
2011,Florida,12,40046,9931303,403.2300696091943
2012,Florida,12,40352,10014388,402.9402495689202
2013,Florida,12,40445,10096320,400.59150264650884
2014,Florida,12,41632,10264799,405.5802748792256
2015,Florida,12,43083,10464952,411.6884625939995
2016,Florida,12,45745,10631187,430.2906157139367
2017,Florida,12,46391,10825994,428.5149243570614
2018,Florida,12,46194,10957992,421.5553360506195
2019,Florida,12,46330,11007703,420.88708243672636
1999,Georgia,13,17280,4319196,400.0744583019617
2000,Georgia,13,17768,4394212,404.3500859767349
2001,Georgia,13,18343,4495439,408.03578916319407
2002,Georgia,13,19017,4568568,416.2573480355332
2003,Georgia,13,19592,4633080,422.87204192459444
2004,Georgia,13,19768,4713361,419.4034787490286
2005,Georgia,13,20172,4805630,419.75765924550996
2006,Georgia,13,20582,4928392,417.62100092687433
2007,Georgia,13,20518,5029842,407.92533841023237
2008,Georgia,13,20730,5104487,406.1132881717595
2009,Georgia,13,21269,5160703,412.1337732475595
2010,Georgia,13,21392,5193909,411.8670542745358
2011,Georgia,13,21476,5252706,408.8559306384176
2012,Georgia,13,21523,5273839,408.10877996085964
2013,Georgia,13,22199,5289140,419.7090642335049
2014,Georgia,13,22412,5330954,420.4125565517917
2015,Georgia,13,22917,5388757,425.2743257860765
2016,Georgia,13,23808,5438779,437.7453101146416
2017,Georgia,13,23869,5503440,433.7105519456922
2018,Georgia,13,23798,5542968,429.3367740892604
2019,Georgia,13,23886,5581400,427.9571433690472
1999,Hawaii,15,1905,638091,298.5467590045934
2000,Hawaii,15,1928,640276,301.1201419387889
2001,Hawaii,15,1996,647459,308.2820688259797
2002,Hawaii,15,2032,655930,309.7891543304926
2003,Hawaii,15,2020,662046,305.1147503345689
2004,Hawaii,15,2105,676565,311.1304900489975
2005,Hawaii,15,2241,689861,324.84804909974616
2006,Hawaii,15,2277,702122,324.3026140756165
2007,Hawaii,15,2241,708052,316.5021778061498
2008,Hawaii,15,2258,718121,314.4316904811306
2009,Hawaii,15,2377,724600,328.0430582390284
2010,Hawaii,15,2304,731033,315.1704505815743
2011,Hawaii,15,2392,735540,325.2032520325203
2012,Hawaii,15,2415,741631,325.63363721311543
2013,Hawaii,15,2356,740204,318.2906333929566
2014,Hawaii,15,2507,744836,336.5841608085538
2015,Hawaii,15,2438,747678,326.0761985774625
2016,Hawaii,15,2410,747808,322.2752364243228
2017,Hawaii,15,2485,744051,333.9824823836001
2018,Hawaii,15,2407,734867,327.542262749586
2019,Hawaii,15,2520,728682,345.8298681729479
1999,Idaho,16,1881,627596,299.715103346739
2000,Idaho,16,1924,640178,300.54141191980983
2001,Idaho,16,2029,653757,310.35996555295014
2002,Idaho,16,2090,665846,313.88639415120014
2003,Idaho,16,2263,678693,333.4349993295938
2004,Idaho,16,2211,695677,317.8199078020403
2005,Idaho,16,2254,716336,314.65680909517323
2006,Idaho,16,2353,739326,318.26285021763067
2007,Idaho,16,2379,759373,313.2847757294505
2008,Idaho,16,2461,773468,318.1773518749321
2009,Idaho,16,2649,783465,338.11338094235225
2010,Idaho,16,2579,789424,326.69389326901637
2011,Idaho,16,2671,797559,334.8968540258464
2012,Idaho,16,2642,799650,330.39454761458137
2013,Idaho,16,2915,805536,361.8708536924483
2014,Idaho,16,2835,813969,348.2933625236342
2015,Idaho,16,2938,822675,357.12766280730546
2016,Idaho,16,2963,834415,355.09908139235273
2017,Idaho,16,3000,849456,353.16720348081594
2018,Idaho,16,3017,866186,348.308561902409
2019,Idaho,16,2911,883788,329.37763355012737
1999,Illinois,17,23230,6426301,361.48322339709887
2000,Illinois,17,22987,6462919,355.6751987762805
2001,Illinois,17,23364,6513313,358.71145759462195
2002,Illinois,17,23853,6554723,363.90553803722906
2003,Illinois,17,23367,6583852,354.9138103347402
2004,Illinois,17,23403,6613515,353.8662874432129
2005,Illinois,17,23623,6651912,355.13097587580836
2006,Illinois,17,23612,6700650,352.3837239670778
2007,Illinois,17,23510,6741908,348.71434021348256
2008,Illinois,17,24097,6778354,355.49928492964517
2009,Illinois,17,23855,6817360,349.91550981611647
2010,Illinois,17,23443,6845933,342.43688917200916
2011,Illinois,17,23674,6880302,344.08373353378965
2012,Illinois,17,24062,6862106,350.6503688517782
2013,Illinois,17,23889,6855616,348.4588401684108
2014,Illinois,17,24283,6851413,354.42324087016794
2015,Illinois,17,24680,6835197,361.07225585451306
2016,Illinois,17,25215,6789655,371.3738032344795
2017,Illinois,17,25208,6764337,372.66032132934833
2018,Illinois,17,25746,6714543,383.4363708743842
2019,Illinois,17,25142,6653303,377.88749437685317
1999,Indiana,18,11611,3117912,372.3966551974526
2000,Indiana,18,11880,3138537,378.52031057782654
2001,Indiana,18,12070,3163766,381.5073554744567
2002,Indiana,18,12311,3185279,386.4967558571792
2003,Indiana,18,12786,3210430,398.2644069486019
2004,Indiana,18,12510,3235197,386.6843348333965
2005,Indiana,18,12881,3268788,394.0604285135652
2006,Indiana,18,13461,3303401,407.48913014193556
2007,Indiana,18,13167,3332688,395.0864887442209
2008,Indiana,18,13716,3352137,409.1718208414512
2009,Indiana,18,13979,3370058,414.79998267092134
2010,Indiana,18,14101,3384086,416.68562796571956
2011,Indiana,18,14652,3403591,430.48650675125185
2012,Indiana,18,14726,3394229,433.85405050749375
2013,Indiana,18,14972,3403429,439.90927972935526
2014,Indiana,18,15322,3404101,450.1041537839212
2015,Indiana,18,15602,3408353,457.7577498574825
2016,Indiana,18,16129,3404784,473.71580693518297
2017,Indiana,18,16500,3410645,483.77946106968034
2018,Indiana,18,16193,3412750,474.4853856860303
2019,Indiana,18,16083,3418757,470.4341373194995
1999,Iowa,19,4419,1453038,304.12143385100734
2000,Iowa,19,4464,1458465,306.0752229227304
2001,Iowa,19,4409,1464361,301.08695874855994
2002,Iowa,19,4490,1469436,305.55941191042007
2003,Iowa,19,4871,1475183,330.1963214055477
2004,Iowa,19,4667,1484426,314.39761901233203
2005,Iowa,19,4858,1496613,324.5996125918992
2006,Iowa,19,4919,1510087,325.7428214400892
2007,Iowa,19,5050,1525798,330.9743491602427
2008,Iowa,19,5296,1537019,344.56307957156025
2009,Iowa,19,5268,1548964,340.09828504729614
2010,Iowa,19,5377,1559607,344.7663417771272
2011,Iowa,19,5440,1569551,346.5959373094598
2012,Iowa,19,5550,1566638,354.261801386153
2013,Iowa,19,5643,1568189,359.8418302895888
2014,Iowa,19,5636,1569386,359.1213378990255
2015,Iowa,19,5658,1570047,360.37137741736393
2016,Iowa,19,5901,1567650,376.42330877428
2017,Iowa,19,5908,1567169,376.9855069874404
2018,Iowa,19,5836,1566518,372.5459905344209
2019,Iowa,19,6124,1561570,392.16941923833065
1999,Kansas,20,4522,1337714,338.0393716444621
2000,Kansas,20,4401,1343604,327.5518679610957
2001,Kansas,20,4602,1352785,340.18709551037307
2002,Kansas,20,4797,1361382,352.3625257275328
2003,Kansas,20,4845,1367591,354.27258588276754
2004,Kansas,20,4906,1376955,356.29341554371786
2005,Kansas,20,5100,1386986,367.7037835998345
2006,Kansas,20,5164,1401815,368.37956506386365
2007,Kansas,20,5125,1419509,361.0403315512617
2008,Kansas,20,5202,1433746,362.82577248689796
2009,Kansas,20,5368,1449854,370.24417631016644
2010,Kansas,20,5462,1461904,373.62234455887665
2011,Kansas,20,5615,1471460,381.59379120057633
2012,Kansas,20,5618,1470390,382.07550377790926
2013,Kansas,20,5566,1464527,380.05444761346155
2014,Kansas,20,5724,1463761,391.04744558708694
2015,Kansas,20,5914,1461437,404.6701978942644
2016,Kansas,20,5863,1458212,402.06773775006656
2017,Kansas,20,6038,1454753,415.05327708552585
2018,Kansas,20,6004,1448568,414.47829856796506
2019,Kansas,20,6020,1443417,417.06589294708317
1999,Kentucky,21,9086,2118740,428.839782134665
2000,Kentucky,21,9221,2140300,430.82745409522033
2001,Kentucky,21,9727,2155600,451.2432733345704
2002,Kentucky,21,10101,2171958,465.06424157373215
2003,Kentucky,21,10294,2190143,470.01497162514045
2004,Kentucky,21,10181,2211642,460.3367091057233
2005,Kentucky,21,10557,2236777,471.973737212069
2006,Kentucky,21,10660,2264630,470.71707077977413
2007,Kentucky,21,10820,2284662,473.5930303913664
2008,Kentucky,21,11058,2299663,480.85306412287366
2009,Kentucky,21,11714,2313793,506.2682789687755
2010,Kentucky,21,11789,2324968,507.0607423414
2011,Kentucky,21,12020,2337210,514.2884036950039
2012,Kentucky,21,12383,2323637,532.9145645382648
2013,Kentucky,21,12111,2320105,522.0022369677234
2014,Kentucky,21,12648,2316114,546.087109701854
2015,Kentucky,21,13237,2316881,571.3284368079327
2016,Kentucky,21,13673,2315663,590.4572470173769
2017,Kentucky,21,13679,2313885,591.1702612705471
2018,Kentucky,21,13378,2311215,578.8297497203852
2019,Kentucky,21,13395,2300284,582.3194005609743
1999,Louisiana,22,10717,2248568,476.6144497297836
2000,Louisiana,22,11089,2258447,491.001117139344
2001,Louisiana,22,11364,2268813,500.8786532869831
2002,Louisiana,22,11491,2286187,502.6273003914378
2003,Louisiana,22,11982,2305633,519.683748454329
2004,Louisiana,22,12065,2333885,516.9492070089143
2005,Louisiana,22,12839,2361858,543.5974559012438
2006,Louisiana,22,11935,2248464,530.8068085590875
2007,Louisiana,22,11899,2287368,520.2048817680409
2008,Louisiana,22,12076,2319857,520.5493269628257
2009,Louisiana,22,12029,2355096,510.7647416495973
2010,Louisiana,22,12058,2382969,506.0074218338552
2011,Louisiana,22,11999,2407356,498.4306434112778
2012,Louisiana,22,12355,2413029,512.0120810814955
2013,Louisiana,22,12883,2425785,531.0858134583237
2014,Louisiana,22,13129,2436696,538.8033632426859
2015,Louisiana,22,13150,2447021,537.3881139557036
2016,Louisiana,22,13216,2450741,539.2654711370969
2017,Louisiana,22,13372,2443400,547.2701972661047
2018,Louisiana,22,13071,2420280,540.0614804898606
2019,Louisiana,22,13022,2401099,542.3349891029067
1999,Maine,23,2201,679029,324.1393224737088
2000,Maine,23,2255,686380,328.53521373000376
2001,Maine,23,2274,693261,328.0149900254017
2002,Maine,23,2446,700654,349.1024100340539
2003,Maine,23,2487,707959,351.2915295942279
2004,Maine,23,2416,714029,338.36160716161385
2005,Maine,23,2654,718713,369.2711833513516
2006,Maine,23,2679,722881,370.60041694276094
2007,Maine,23,2612,726425,359.56912275871565
2008,Maine,23,2641,727721,362.913809000977
2009,Maine,23,2618,726900,360.1595817856652
2010,Maine,23,2700,726676,371.5548607632563
2011,Maine,23,2723,726805,374.6534489993877
2012,Maine,23,2753,721205,381.72225650127217
2013,Maine,23,2744,718164,382.0854289549462
2014,Maine,23,2784,714983,389.37988735396505
2015,Maine,23,2954,711658,415.0870221370377
2016,Maine,23,3013,708799,425.0852498381064
2017,Maine,23,3141,707397,444.02223928006475
2018,Maine,23,3013,704877,427.4504629885782
2019,Maine,23,3124,703173,444.2718932609756
1999,Maryland,24,10740,2868858,374.36499122647405
2000,Maryland,24,11002,2890085,380.6808450270494
2001,Maryland,24,11190,2929269,382.00656887435053
2002,Maryland,24,11437,2965438,385.67658470687974
2003,Maryland,24,11548,2995534,385.5072250890826
2004,Maryland,24,11469,3024880,379.1555367485652
2005,Maryland,24,11654,3053612,381.6463912245564
2006,Maryland,24,11684,3077388,379.67263146538556
2007,Maryland,24,11603,3089760,375.5307855626327
2008,Maryland,24,11349,3103869,365.64043134552395
2009,Maryland,24,11712,3129557,374.23827078401195
2010,Maryland,24,11267,3155586,357.04937212929707
2011,Maryland,24,11208,3190324,351.31228050818663
2012,Maryland,24,11443,3210004,356.4793065678423
2013,Maryland,24,11578,3225232,358.9819275016495
2014,Maryland,24,11762,3241388,362.86923996756946
2015,Maryland,24,12021,3254482,369.3675368307461
2016,Maryland,24,12929,3244648,398.4715753449989
2017,Maryland,24,13078,3259312,401.25032522201
2018,Maryland,24,13052,3240074,402.8303057275852
2019,Maryland,24,13031,3225448,404.00589313484517
1999,Massachusetts,25,9841,3396355,289.7518074524012
2000,Massachusetts,25,10240,3409543,300.3335051061095
2001,Massachusetts,25,10590,3440512,307.8030246660962
2002,Massachusetts,25,10853,3456743,313.96606574454626
2003,Massachusetts,25,11006,3462582,317.85528833685385
2004,Massachusetts,25,10633,3464170,306.9422112656134
2005,Massachusetts,25,10565,3465584,304.8548238911537
2006,Massachusetts,25,10673,3471505,307.4459060263488
2007,Massachusetts,25,10647,3482719,305.7094184170471
2008,Massachusetts,25,10388,3500440,296.7626926900618
2009,Massachusetts,25,10747,3528021,304.61836820132305
2010,Massachusetts,25,10621,3548094,299.343816708351
2011,Massachusetts,25,10742,3581045,299.96830534103873
2012,Massachusetts,25,10672,3600674,296.3889538458633
2013,Massachusetts,25,10992,3618695,303.75591200695277
2014,Massachusetts,25,11467,3640043,315.0237510930503
2015,Massachusetts,25,11829,3661088,323.1006738980325
2016,Massachusetts,25,12025,3655462,328.9597867519892
2017,Massachusetts,25,12288,3680856,333.83539046352263
2018,Massachusetts,25,12096,3694263,327.42660714735257
2019,Massachusetts,25,12053,3679650,327.55832755832756
1999,Michigan,26,19554,5163288,378.7121694548125
2000,Michigan,26,19522,5191522,376.0361604939746
2001,Michigan,26,19754,5216092,378.7126454057942
2002,Michigan,26,20285,5232657,387.66156466972706
2003,Michigan,26,20268,5250317,386.0338337666087
2004,Michigan,26,20111,5267558,381.7898160779625
2005,Michigan,26,21066,5281968,398.82861842404196
2006,Michigan,26,21081,5287549,398.6913407327289
2007,Michigan,26,21218,5272601,402.41998209232975
2008,Michigan,26,21372,5236630,408.1250728044563
2009,Michigan,26,21432,5212578,411.15931502607725
2010,Michigan,26,21722,5204153,417.39741318135725
2011,Michigan,26,22119,5198137,425.51783456265196
2012,Michigan,26,21650,5175101,418.3493230373668
2013,Michigan,26,22098,5157924,428.42818157072503
2014,Michigan,26,22484,5152376,436.38119578229544
2015,Michigan,26,22787,5157183,441.849746266518
2016,Michigan,26,23394,5149843,454.2662756903463
2017,Michigan,26,23319,5147659,453.00203451704937
2018,Michigan,26,23272,5152704,451.6463588826371
2019,Michigan,26,22638,5132000,441.11457521434136
1999,Minnesota,27,6731,2538124,265.1958690749546
2000,Minnesota,27,6755,2567885,263.0569515379388
2001,Minnesota,27,6838,2606220,262.37232466944465
2002,Minnesota,27,7001,2630795,266.1172763366207
2003,Minnesota,27,7051,2652649,265.8097622414424
2004,Minnesota,27,7128,2677635,266.20506529082564
2005,Minnesota,27,7354,2703885,271.97902277648643
2006,Minnesota,27,7456,2733089,272.80487389909365
2007,Minnesota,27,7399,2767275,267.3749446657813
2008,Minnesota,27,7673,2791776,274.8429673440849
2009,Minnesota,27,7913,2816409,280.9606133200114
2010,Minnesota,27,7802,2833942,275.30556376947726
2011,Minnesota,27,8091,2861221,282.7813720086634
2012,Minnesota,27,8130,2866848,283.58671265445537
2013,Minnesota,27,8251,2878108,286.68138930158284
2014,Minnesota,27,8192,2887716,283.6844066383259
2015,Minnesota,27,8496,2893266,293.6473867248984
2016,Minnesota,27,8713,2891849,301.2951229472908
2017,Minnesota,27,8847,2912352,303.7750931206118
2018,Minnesota,27,8805,2917126,301.8381790844825
2019,Minnesota,27,8925,2917975,305.86279868744595
1999,Mississippi,28,7260,1400510,518.3825891996487
2000,Mississippi,28,7400,1414974,522.9778073660717
2001,Mississippi,28,7441,1423771,522.6261807551917
2002,Mississippi,28,7755,1432877,541.2188205966039
2003,Mississippi,28,7855,1442517,544.5343105141915
2004,Mississippi,28,8003,1458715,548.6335576174921
2005,Mississippi,28,8404,1475535,569.5561270996621
2006,Mississippi,28,8457,1483715,569.9881715828175
2007,Mississippi,28,8300,1499939,553.3558364706831
2008,Mississippi,28,8495,1511921,561.8679811974303
2009,Mississippi,28,8309,1519509,546.8213745361167
2010,Mississippi,28,8541,1526501,559.5148643859388
2011,Mississippi,28,8752,1530627,571.7918212601764
2012,Mississippi,28,8661,1524397,568.1590819189489
2013,Mississippi,28,9037,1523680,593.1035388007981
2014,Mississippi,28,9230,1523327,605.9106153833025
2015,Mississippi,28,9218,1522290,605.5350820145965
2016,Mississippi,28,9349,1520580,614.8311828381276
2017,Mississippi,28,9352,1516634,616.6286658481874
2018,Mississippi,28,9274,1513990,612.5535835771702
2019,Mississippi,28,9332,1507452,619.0578539150832
1999,Missouri,29,11416,2851099,400.4070009494584
2000,Missouri,29,11374,2876162,395.4575576758193
2001,Missouri,29,11607,2903761,399.722979955995
2002,Missouri,29,12040,2927297,411.3009373493705
2003,Missouri,29,12402,2949392,420.4934440725411
2004,Missouri,29,12246,2975591,411.5484957442067
2005,Missouri,29,12687,3008448,421.71245771906314
2006,Missouri,29,12970,3046077,425.79356989334144
2007,Missouri,29,12639,3076496,410.8245224437152
2008,Missouri,29,13496,3095914,435.9294218121046
2009,Missouri,29,13469,3119085,431.8253590395902
2010,Missouri,29,13520,3135933,431.1316600195221
2011,Missouri,29,13861,3151871,439.7705362941567
2012,Missouri,29,13872,3141806,441.5294897266095
2013,Missouri,29,14153,3143205,450.2728902505564
2014,Missouri,29,14566,3144893,463.16361160777177
2015,Missouri,29,14820,3149875,470.4948609071788
2016,Missouri,29,14879,3149425,472.43544456527775
2017,Missouri,29,15062,3152576,477.7680220873343
2018,Missouri,29,15687,3149273,498.114961770542
2019,Missouri,29,15339,3143302,487.99001814015963
1999,Montana,30,1599,461029,346.83284565613013
2000,Montana,30,1623,465427,348.7120429197275
2001,Montana,30,1694,467975,361.9851487793151
2002,Montana,30,1818,471188,385.83325551584505
2003,Montana,30,1836,475828,385.85371184545676
2004,Montana,30,1774,483278,367.0765066897314
2005,Montana,30,1923,490364,392.1576624711439
2006,Montana,30,1912,498623,383.456037928455
2007,Montana,30,1985,508592,390.29320162330515
2008,Montana,30,2006,515176,389.38149292668913
2009,Montana,30,2117,520733,406.5423163118143
2010,Montana,30,2008,524499,382.8415306797534
2011,Montana,30,2148,526990,407.59786713220365
2012,Montana,30,2164,526358,411.12702761238546
