year,state,state_code,deaths,population,crude_rate
2013,Montana,30,2181,526133,414.5339676469638
2014,Montana,30,2155,526415,409.3728332209379
2015,Montana,30,2388,527708,452.5229861969119
2016,Montana,30,2284,530567,430.4828607885526
2017,Montana,30,2260,532735,424.225928463495
2018,Montana,30,2176,535524,406.33099543624564
2019,Montana,30,2216,535989,413.4413206241173
1999,Nebraska,31,2634,848806,310.3182588247491
2000,Nebraska,31,2488,854401,291.19816105084146
2001,Nebraska,31,2597,860301,301.8710893047898
2002,Nebraska,31,2803,866117,323.6283319690065
2003,Nebraska,31,2698,873224,308.9699779209
2004,Nebraska,31,2681,880579,304.45877087688893
2005,Nebraska,31,2750,889245,309.25110627554835
2006,Nebraska,31,2852,898393,317.45572372002005
2007,Nebraska,31,2865,908460,315.36886599299913
2008,Nebraska,31,2976,917221,324.45833664950976
2009,Nebraska,31,2996,928683,322.6073913272882
2010,Nebraska,31,3006,937916,320.49778444978017
2011,Nebraska,31,3122,947165,329.61522015699484
2012,Nebraska,31,3122,949085,328.9484082036909
2013,Nebraska,31,3091,951474,324.86436833796824
2014,Nebraska,31,3324,952287,349.0544342199358
2015,Nebraska,31,3393,954368,355.5232363197425
2016,Nebraska,31,3274,954329,343.06827100507263
2017,Nebraska,31,3366,957952,351.3745991448423
2018,Nebraska,31,3427,958053,357.70463638232957
2019,Nebraska,31,3438,956578,359.4061331119888
1999,Nevada,32,4353,1056087,412.18195091881637
2000,Nevada,32,4559,1087821,419.094685614637
2001,Nevada,32,4691,1141666,410.89075088511004
2002,Nevada,32,4930,1183830,416.4449287482155
2003,Nevada,32,5289,1224589,431.9000089009455
2004,Nevada,32,5275,1279429,412.2932964627189
2005,Nevada,32,5736,1328387,431.8018770132499
2006,Nevada,32,5665,1378226,411.035635664978
2007,Nevada,32,5781,1418673,407.49348158455126
2008,Nevada,32,5813,1443304,402.7564532489344
2009,Nevada,32,5874,1456744,403.2280208464905
2010,Nevada,32,5820,1462355,397.9881766055438
2011,Nevada,32,5942,1469423,404.37641169356954
2012,Nevada,32,5952,1479687,402.2472320159601
2013,Nevada,32,6106,1492548,409.0990708506527
2014,Nevada,32,6153,1519062,405.0525916651197
2015,Nevada,32,6342,1547043,409.9433564548626
2016,Nevada,32,6553,1571264,417.05276770803636
2017,Nevada,32,6621,1604490,412.65448834209
2018,Nevada,32,6626,1620425,408.9050712004567
2019,Nevada,32,6579,1641325,400.8346914840144
1999,New Hampshire,33,1872,665962,281.0971196554758
2000,New Hampshire,33,1914,674885,283.60387325248007
2001,New Hampshire,33,1946,686647,283.40617522540697
2002,New Hampshire,33,2050,694577,295.14366297761086
2003,New Hampshire,33,2087,701619,297.4548864839749
2004,New Hampshire,33,2025,707549,286.1992596979149
2005,New Hampshire,33,2195,713286,307.73069988756265
2006,New Hampshire,33,2173,719947,301.82777343332214
2007,New Hampshire,33,2232,723617,308.45046481771436
2008,New Hampshire,33,2232,725704,307.5634142846119
2009,New Hampshire,33,2279,726599,313.65306035378524
2010,New Hampshire,33,2217,727854,304.59405320297753
2011,New Hampshire,33,2364,729048,324.2584850380222
2012,New Hampshire,33,2338,726322,321.89579828230455
2013,New Hampshire,33,2365,722083,327.5246751412234
2014,New Hampshire,33,2574,720203,357.39923327173034
2015,New Hampshire,33,2662,718643,370.42036170949973
2016,New Hampshire,33,2826,719887,392.56161036384873
2017,New Hampshire,33,2757,720806,382.48849204917826
2018,New Hampshire,33,2888,726506,397.5190844948287
2019,New Hampshire,33,2785,726903,383.13227487023715
1999,New Jersey,34,15300,4508791,339.33708615014535
2000,New Jersey,34,15426,4537028,340.00230988215196
2001,New Jersey,34,16200,4584605,353.3565050860434
2002,New Jersey,34,15582,4621941,337.13108843232743
2003,New Jersey,34,15449,4648864,332.3177447221515
2004,New Jersey,34,15317,4670710,327.9372943299841
2005,New Jersey,34,15445,4688888,329.39579704185724
2006,New Jersey,34,15828,4701519,336.65715272021663
2007,New Jersey,34,14874,4712805,315.60822058201006
2008,New Jersey,34,15025,4725749,317.93901876718377
2009,New Jersey,34,14767,4751834,310.7642228242822
2010,New Jersey,34,15021,4773459,314.6774697342116
2011,New Jersey,34,15427,4796209,321.64986972002265
2012,New Jersey,34,15144,4802440,315.3397023179883
2013,New Jersey,34,15219,4801833,316.94146797691633
2014,New Jersey,34,15201,4815425,315.6730714319089
2015,New Jersey,34,15370,4822821,318.6931466044458
2016,New Jersey,34,16161,4800362,336.6621100658659
2017,New Jersey,34,16636,4820805,345.0875942918247
2018,New Jersey,34,16615,4750344,349.76414339677297
2019,New Jersey,34,16254,4714443,344.77031539038654
1999,New Mexico,35,3409,912110,373.74878030062166
2000,New Mexico,35,3380,920671,367.1235435894038
2001,New Mexico,35,3661,926394,395.1882244487766
2002,New Mexico,35,3791,940111,403.25025449122495
2003,New Mexico,35,3913,953630,410.32685632792595
2004,New Mexico,35,3932,970334,405.22129493555826
2005,New Mexico,35,4060,989715,410.21910347928446
2006,New Mexico,35,4290,1010653,424.4780354879469
2007,New Mexico,35,4365,1028657,424.3396972946278
2008,New Mexico,35,4525,1039345,435.37035344375545
2009,New Mexico,35,4514,1052705,428.8000911936393
2010,New Mexico,35,4471,1064713,419.92536955968416
2011,New Mexico,35,4721,1073422,439.8083884995836
2012,New Mexico,35,4776,1069038,446.75680378059525
2013,New Mexico,35,4735,1060551,446.46603510816544
2014,New Mexico,35,5040,1056333,477.1222711020104
2015,New Mexico,35,5002,1052946,475.04810313159464
2016,New Mexico,35,5224,1047564,498.6807488611674
2017,New Mexico,35,5150,1048233,491.30298321079374
2018,New Mexico,35,5200,1049631,495.41219723883916
2019,New Mexico,35,5472,1047510,522.3816479078959
1999,New York,36,34540,10034880,344.19943237985905
2000,New York,36,34172,10072545,339.25884669663924
2001,New York,36,36048,10145164,355.3220036659831
2002,New York,36,34499,10195768,338.36587886268103
2003,New York,36,34190,10238398,333.93896193525586
2004,New York,36,33721,10261299,328.62311097259715
2005,New York,36,33462,10268266,325.8778064378153
2006,New York,36,33292,10285612,323.67544099466323
2007,New York,36,33100,10305110,321.1998707437378
2008,New York,36,32829,10344172,317.3671126118166
2009,New York,36,32834,10403828,315.59537508693916
2010,New York,36,32480,10451713,310.76245587685
2011,New York,36,32790,10528878,311.4291950196403
2012,New York,36,32647,10551889,309.394839161026
2013,New York,36,32758,10596124,309.1507800399467
2014,New York,36,32767,10643845,307.8492781508938
2015,New York,36,32809,10678246,307.2508350154136
2016,New York,36,34200,10627170,321.8166266277852
2017,New York,36,33692,10660167,316.0550861914265
2018,New York,36,33231,10460407,317.68362359131913
2019,New York,36,32959,10366572,317.93537921696776
1999,North Carolina,37,16820,4263661,394.4966544009948
2000,North Carolina,37,17592,4309397,408.22416686139616
2001,North Carolina,37,17561,4395347,399.5361458378599
2002,North Carolina,37,17956,4459321,402.6621990208823
2003,North Carolina,37,18568,4520172,410.78082869412935
2004,North Carolina,37,18734,4589952,408.15241640871193
2005,North Carolina,37,19309,4672024,413.28982899060446
2006,North Carolina,37,19963,4777142,417.8858405297561
2007,North Carolina,37,20158,4885847,412.5794360732131
2008,North Carolina,37,20294,4976008,407.83696489233944
2009,North Carolina,37,20501,5039793,406.7825801575581
2010,North Carolina,37,20546,5081151,404.35720174425046
2011,North Carolina,37,20971,5136260,408.2931938803721
2012,North Carolina,37,21202,5145514,412.04824241076784
2013,North Carolina,37,21448,5169971,414.857259354066
2014,North Carolina,37,21919,5205165,421.10096413850476
2015,North Carolina,37,22416,5247313,427.1900685169724
2016,North Carolina,37,23323,5312369,439.03200248326124
2017,North Carolina,37,23809,5368112,443.5265136047832
2018,North Carolina,37,23662,5409876,437.3852561500485
2019,North Carolina,37,23760,5445688,436.3085068406416
1999,North Dakota,38,961,314369,305.691718967201
2000,North Dakota,38,923,313755,294.1785788274291
2001,North Dakota,38,968,312245,310.01297058399655
2002,North Dakota,38,967,312251,309.6867584091004
2003,North Dakota,38,1013,312888,323.75802203983534
2004,North Dakota,38,919,316219,290.62137316227046
2005,North Dakota,38,1009,318742,316.5569645669538
2006,North Dakota,38,1037,321717,322.3329820929575
2007,North Dakota,38,997,327873,304.0811533734098
2008,North Dakota,38,1118,332015,336.73177416682984
2009,North Dakota,38,1150,338715,339.51847423350017
2010,North Dakota,38,1101,344223,319.8507943978177
2011,North Dakota,38,1172,350238,334.6295947327246
2012,North Dakota,38,1250,356961,350.17831079585727
2013,North Dakota,38,1320,365188,361.45766016407987
2014,North Dakota,38,1273,372005,342.1997016169138
2015,North Dakota,38,1393,380243,366.34467958647497
2016,North Dakota,38,1348,380530,354.24276666754264
2017,North Dakota,38,1344,379974,353.708411628164
2018,North Dakota,38,1370,380030,360.4978554324659
2019,North Dakota,38,1413,379224,372.6029998101386
1999,Ohio,39,21945,5883720,372.97831983846953
2000,Ohio,39,22201,5900500,376.25624947038386
2001,Ohio,39,22472,5919661,379.61633275959554
2002,Ohio,39,23289,5939916,392.07625158335577
2003,Ohio,39,23550,5964146,394.8595490452447
2004,Ohio,39,23536,5994309,392.6390848386361
2005,Ohio,39,24541,6026672,407.2064980473468
2006,Ohio,39,24624,6052000,406.87376074025116
2007,Ohio,39,24834,6067670,409.2839590814926
2008,Ohio,39,25494,6067834,420.1499249979482
2009,Ohio,39,25845,6075094,425.42551604962824
2010,Ohio,39,25805,6084247,424.1280802702454
2011,Ohio,39,26704,6100315,437.7478867894527
2012,Ohio,39,26767,6066755,441.2078615338842
2013,Ohio,39,27120,6059879,447.5336883789264
2014,Ohio,39,27622,6056980,456.03584624680946
2015,Ohio,39,28512,6056662,470.75435281017826
2016,Ohio,39,29922,6040087,495.3902154058377
2017,Ohio,39,31020,6036670,513.8594622531959
2018,Ohio,39,29610,6032897,490.8089761850733
2019,Ohio,39,29628,6004450,493.4340364229863
1999,Oklahoma,40,7650,1734046,441.16476725530924
2000,Oklahoma,40,7980,1745259,457.2387250259131
2001,Oklahoma,40,7868,1755007,448.31730015891674
2002,Oklahoma,40,8498,1768815,480.4346412711335
2003,Oklahoma,40,8604,1778935,483.6601674597442
2004,Oklahoma,40,8681,1794041,483.8796883683261
2005,Oklahoma,40,9188,1812822,506.8340962322832
2006,Oklahoma,40,9143,1842567,496.2099071567004
2007,Oklahoma,40,9386,1868730,502.2662449899129
2008,Oklahoma,40,9946,1889278,526.4444936107867
2009,Oklahoma,40,9892,1915361,516.4561667487226
2010,Oklahoma,40,9991,1933785,516.6551607340009
2011,Oklahoma,40,10216,1949609,524.0025051176927
2012,Oklahoma,40,10214,1951706,523.3370189977384
2013,Oklahoma,40,10625,1961484,541.6817062999239
2014,Oklahoma,40,10720,1970518,544.0193898254165
2015,Oklahoma,40,10914,1984030,550.092488520839
2016,Oklahoma,40,10867,1988714,546.4335243780654
2017,Oklahoma,40,10951,1988880,550.6113993805559
2018,Oklahoma,40,10802,1987360,543.5351420980597
2019,Oklahoma,40,10706,1988696,538.342713013955
1999,Oregon,41,5845,1791234,326.3113585383038
2000,Oregon,41,5824,1808812,321.97928806310443
2001,Oregon,41,6189,1839484,336.4530487897693
2002,Oregon,41,6488,1869744,346.9993753155512
2003,Oregon,41,6748,1893629,356.35280194800566
2004,Oregon,41,6633,1912453,346.83205286613577
2005,Oregon,41,6896,1944349,354.66883774466413
2006,Oregon,41,7037,1981982,355.04863313592153
2007,Oregon,41,7232,2014268,359.03861849565203
2008,Oregon,41,7204,2038161,353.4558849865148
2009,Oregon,41,7495,2060055,363.82523767569313
2010,Oregon,41,7301,2072310,352.31215406961314
2011,Oregon,41,7510,2090488,359.24626211678805
2012,Oregon,41,7499,2092106,358.4426410516484
2013,Oregon,41,7574,2097637,361.0729597160996
2014,Oregon,41,7808,2113451,369.4431524553917
2015,Oregon,41,7846,2141461,366.38537895390107
2016,Oregon,41,7830,2170282,360.78260797444756
2017,Oregon,41,7825,2197258,356.12568027969405
2018,Oregon,41,7696,2213411,347.69864250245433
2019,Oregon,41,7847,2222073,353.1387132645957
1999,Pennsylvania,42,23796,6327245,376.0878549826978
2000,Pennsylvania,42,24203,6345219,381.43679516814154
2001,Pennsylvania,42,24354,6363007,382.7435676245524
2002,Pennsylvania,42,24722,6394016,386.6427609815177
2003,Pennsylvania,42,24858,6433135,386.40569489059374
2004,Pennsylvania,42,24960,6474211,385.5296035300672
2005,Pennsylvania,42,25735,6519527,394.73722556866477
2006,Pennsylvania,42,25945,6566655,395.102224800907
2007,Pennsylvania,42,25657,6604896,388.45426180821016
2008,Pennsylvania,42,25845,6629992,389.819474895294
2009,Pennsylvania,42,26277,6662868,394.37971756306746
2010,Pennsylvania,42,26025,6689536,389.040435689411
2011,Pennsylvania,42,27299,6733772,405.40428158244737
2012,Pennsylvania,42,26534,6717521,394.99690436397594
2013,Pennsylvania,42,26884,6722262,399.9249062294805
2014,Pennsylvania,42,27165,6725386,403.91733649191286
2015,Pennsylvania,42,28083,6727908,417.4105829033334
2016,Pennsylvania,42,29170,6698103,435.4964383199243
2017,Pennsylvania,42,29623,6684956,443.1293190261836
2018,Pennsylvania,42,28671,6662237,430.3509466865259
2019,Pennsylvania,42,28430,6631855,428.6885041967896
1999,Rhode Island,44,1682,537554,312.89879714410085
2000,Rhode Island,44,1695,541488,313.02632745323996
2001,Rhode Island,44,1785,547412,326.0798082614192
2002,Rhode Island,44,1890,553722,341.32651402689436
2003,Rhode Island,44,1913,559816,341.7194220958315
2004,Rhode Island,44,1825,563475,323.8830471626958
2005,Rhode Island,44,1837,562116,326.8008738409866
2006,Rhode Island,44,1855,560844,330.7515102238769
2007,Rhode Island,44,1892,558752,338.6117633583415
2008,Rhode Island,44,1928,557093,346.08225197588195
2009,Rhode Island,44,1912,556262,343.7229219324707
2010,Rhode Island,44,1915,556761,343.9536892849894
2011,Rhode Island,44,1962,556524,352.5454427841387
2012,Rhode Island,44,1880,554728,338.9048326386986
2013,Rhode Island,44,2012,556756,361.3791319716357
2014,Rhode Island,44,1984,559044,354.8915648857693
2015,Rhode Island,44,2050,560300,365.87542388006426
2016,Rhode Island,44,2079,559705,371.44567227378707
2017,Rhode Island,44,2049,560616,365.4908172438889
2018,Rhode Island,44,1935,558945,346.1879075758796
2019,Rhode Island,44,2013,558269,360.5788607284302
1999,South Carolina,45,9881,2084359,474.05461343271486
2000,South Carolina,45,10002,2109187,474.2111533970198
2001,South Carolina,45,10218,2136815,478.1883316992814
2002,South Carolina,45,10349,2163815,478.27563816684886
2003,South Carolina,45,10836,2191353,494.48902116637527
2004,South Carolina,45,10775,2227084,483.8165062476314
2005,South Carolina,45,11050,2263395,488.2046659995273
2006,South Carolina,45,11398,2311866,493.0216543692411
2007,South Carolina,45,11593,2355191,492.23184022017745
2008,South Carolina,45,11451,2395352,478.0508250979397
2009,South Carolina,45,11677,2420957,482.3299215971205
2010,South Carolina,45,12027,2436571,493.6035108355143
2011,South Carolina,45,11901,2459362,483.9059886263185
2012,South Carolina,45,11990,2463763,486.65395169908794
2013,South Carolina,45,12189,2479217,491.6471611803243
2014,South Carolina,45,12544,2503893,500.9798741399892
2015,South Carolina,45,12922,2532639,510.21878759665316
2016,South Carolina,45,13221,2564730,515.4928588974278
2017,South Carolina,45,13514,2587330,522.3145095523184
2018,South Carolina,45,13469,2610044,516.0449402385553
2019,South Carolina,45,13433,2633109,510.157384293624
1999,South Dakota,46,1239,362198,342.0780898845383
2000,South Dakota,46,1192,366430,325.30087601997656
2001,South Dakota,46,1226,369336,331.94706175406674
2002,South Dakota,46,1226,372102,329.47955130582477
2003,South Dakota,46,1364,375046,363.68872085024236
2004,South Dakota,46,1266,380065,333.10091694841674
2005,South Dakota,46,1410,385148,366.09303436601
2006,South Dakota,46,1378,390680,352.71833725811405
2007,South Dakota,46,1319,398283,331.1715538950947
2008,South Dakota,46,1335,403169,331.1266491223284
2009,South Dakota,46,1409,408729,344.7271908770848
2010,South Dakota,46,1433,413263,346.7525522488101
2011,South Dakota,46,1465,419259,349.42601112915884
2012,South Dakota,46,1520,423390,359.0070620468126
2013,South Dakota,46,1503,425758,353.01744183315407
2014,South Dakota,46,1652,426867,387.00578868827995
2015,South Dakota,46,1638,428051,382.6646824794242
2016,South Dakota,46,1665,428757,388.33185230795067
2017,South Dakota,46,1728,430383,401.50284746377065
2018,South Dakota,46,1692,434346,389.55118730228895
2019,South Dakota,46,1774,433291,409.4246130198874
1999,Tennessee,47,13398,3010525,445.0386560483637
2000,Tennessee,47,13807,3038595,454.38763639116104
2001,Tennessee,47,14044,3067602,457.816887588416
2002,Tennessee,47,14757,3095782,476.68085155866925
2003,Tennessee,47,15377,3126213,491.8730745473837
2004,Tennessee,47,15322,3165209,484.07545915609364
2005,Tennessee,47,15801,3212223,491.9023367929313
2006,Tennessee,47,16180,3271331,494.5999044425648
2007,Tennessee,47,16059,3315976,484.29180428326384
2008,Tennessee,47,16240,3346869,485.2296280493799
2009,Tennessee,47,16672,3372436,494.3607528801139
2010,Tennessee,47,16849,3390278,496.97989368423475
2011,Tennessee,47,17429,3417653,509.9698535808053
2012,Tennessee,47,17525,3419492,512.5030267653791
2013,Tennessee,47,17662,3422095,516.1165893991839
2014,Tennessee,47,18238,3437470,530.5646303822289
2015,Tennessee,47,18531,3459568,535.644912890858
2016,Tennessee,47,18845,3484480,540.8267517678391
2017,Tennessee,47,19282,3519207,547.9075257579335
2018,Tennessee,47,19718,3540303,556.957977890593
2019,Tennessee,47,19770,3563290,554.8243336916165
1999,Texas,48,36222,10520627,344.2950691056721
2000,Texas,48,37644,10693648,352.02206019872733
2001,Texas,48,39134,10949651,357.3995189435718
2002,Texas,48,40535,11156114,363.34336490286853
2003,Texas,48,41253,11341041,363.74967694764524
2004,Texas,48,41613,11555984,360.09914863156615
2005,Texas,48,42773,11795010,362.6364030212776
2006,Texas,48,43782,12119282,361.25902508085875
2007,Texas,48,45091,12400876,363.61140938753033
2008,Texas,48,46219,12657606,365.1480382625277
2009,Texas,48,46689,12917549,361.4385360566467
2010,Texas,48,46883,13104882,357.7521720531326
2011,Texas,48,47969,13377616,358.57659541131994
2012,Texas,48,48880,13551245,360.7048651249387
2013,Texas,48,49900,13726277,363.53630339821933
2014,Texas,48,51604,13994581,368.7427297751894
2015,Texas,48,52128,14260522,365.5406162551413
2016,Texas,48,52996,14447047,366.8292904425382
2017,Texas,48,54147,14697418,368.4116489032291
2018,Texas,48,54554,14905347,366.0028847365982
2019,Texas,48,54141,15048542,359.7757178070806
1999,Utah,49,2692,989969,271.9277068271835
2000,Utah,49,2683,1006818,266.48311810078883
2001,Utah,49,2893,1034016,279.7829047132733
2002,Utah,49,2864,1059634,270.2820030312353
2003,Utah,49,3131,1084714,288.64751446003277
2004,Utah,49,3218,1115026,288.6031357116336
2005,Utah,49,3164,1150334,275.05055053575745
2006,Utah,49,3386,1192276,283.9946455350942
2007,Utah,49,3587,1235343,290.3647003301917
2008,Utah,49,3501,1271004,275.451532803988
2009,Utah,49,3647,1302800,279.9355234878723
2010,Utah,49,3688,1325367,278.2625491656273
2011,Utah,49,3837,1350506,284.11573143695773
2012,Utah,49,3947,1368909,288.33180291750585
2013,Utah,49,3999,1388336,288.04266402369456
2014,Utah,49,4198,1410139,297.7011486101725
2015,Utah,49,4354,1435234,303.3651655409501
2016,Utah,49,4478,1464997,305.6661549477576
2017,Utah,49,4448,1493901,297.7439602758148
2018,Utah,49,4413,1521855,289.9750633273209
2019,Utah,49,4377,1546823,282.96708802493885
1999,Vermont,50,993,324669,305.849957957181
2000,Vermont,50,985,327208,301.03175961467934
2001,Vermont,50,992,329233,301.3063696531028
2002,Vermont,50,999,331694,301.18120918678056
2003,Vermont,50,1020,333144,306.17390677905047
2004,Vermont,50,1013,334674,302.6826105404065
2005,Vermont,50,975,336186,290.01802573575344
2006,Vermont,50,1105,337708,327.20575171449894
2007,Vermont,50,1094,338741,322.9606100235873
2008,Vermont,50,1108,339193,326.65768456306586
2009,Vermont,50,1053,339921,309.7778601498583
2010,Vermont,50,1111,340557,326.2302639499408
2011,Vermont,50,1194,340108,351.0649558375575
2012,Vermont,50,1116,337293,330.8696000213464
2013,Vermont,50,1145,334504,342.2978499509722
2014,Vermont,50,1127,331232,340.2449038740218
2015,Vermont,50,1230,328298,374.6596080390377
2016,Vermont,50,1250,325391,384.15321874298917
2017,Vermont,50,1244,323110,385.0082015412708
2018,Vermont,50,1239,321900,384.90214352283317
2019,Vermont,50,1250,319105,391.72059353504335
1999,Virginia,51,13008,3825857,340.0022530899613
2000,Virginia,51,13452,3868522,347.7297014208527
2001,Virginia,51,13590,3930846,345.7271030205711
2002,Virginia,51,13774,3978721,346.191653046293
2003,Virginia,51,14211,4018503,353.6391536848423
2004,Virginia,51,13851,4076336,339.79043925721527
2005,Virginia,51,14646,4130907,354.5468343877023
2006,Virginia,51,14518,4185530,346.8616877671406
2007,Virginia,51,14718,4229137,348.0142639030138
2008,Virginia,51,14727,4272171,344.7193476103836
2009,Virginia,51,14893,4324003,344.42621802066276
2010,Virginia,51,14766,4368311,338.02538326598085
2011,Virginia,51,15098,4417927,341.7439898848487
2012,Virginia,51,15082,4443432,339.42232040458816
2013,Virginia,51,15315,4461282,343.28697446160095
2014,Virginia,51,15720,4480907,350.82183138369084
2015,Virginia,51,16053,4501210,356.63743748903073
2016,Virginia,51,16460,4500734,365.71812508804123
2017,Virginia,51,16778,4524481,370.8270628167076
2018,Virginia,51,16694,4527445,368.72894093688603
2019,Virginia,51,16458,4517568,364.31106294360154
1999,Washington,53,9144,3129438,292.1930391335441
2000,Washington,53,9346,3158769,295.87475374109346
2001,Washington,53,9489,3211783,295.44337210826507
2002,Washington,53,10155,3254777,312.0029421370497
2003,Washington,53,10354,3288944,314.8122923345609
2004,Washington,53,10386,3341170,310.84919354597343
2005,Washington,53,10724,3397785,315.6173801461835
2006,Washington,53,10884,3470878,313.58059833851837
2007,Washington,53,11171,3529981,316.4606268419008
2008,Washington,53,11479,3582027,320.46101271710126
2009,Washington,53,11693,3634330,321.7374316586551
2010,Washington,53,11502,3665456,313.7945183355086
2011,Washington,53,11813,3717667,317.75304243225656
2012,Washington,53,11801,3735749,315.89381406513127
2013,Washington,53,12027,3758089,320.02967465645435
2014,Washington,53,12387,3797484,326.18965609861687
2015,Washington,53,12606,3856093,326.9112026084433
2016,Washington,53,12506,3916245,319.3365072920617
2017,Washington,53,13022,3992016,326.2010973903912
2018,Washington,53,12913,4050628,318.79007403296475
2019,Washington,53,13012,4083601,318.6403372905433
1999,West Virginia,54,4325,952468,454.0834967683953
2000,West Virginia,54,4436,956625,463.7135763752777
2001,West Virginia,54,4568,954862,478.39373647710346
2002,West Virginia,54,4634,959717,482.85067368818096
2003,West Virginia,54,4799,965688,496.95139631019543
2004,West Virginia,54,4818,970974,496.20278194884725
2005,West Virginia,54,4964,977870,507.63393907165573
2006,West Virginia,54,5141,984966,521.9469504531121
2007,West Virginia,54,5417,989291,547.5638613916432
2008,West Virginia,54,5371,992016,541.4227189884034
2009,West Virginia,54,5543,995767,556.656326228927
2010,West Virginia,54,5502,999173,550.6553920091916
2011,West Virginia,54,5813,998103,582.4048219472339
2012,West Virginia,54,5800,988284,586.875837309923
2013,West Virginia,54,5739,980669,585.2127476243259
2014,West Virginia,54,5822,971058,599.5522409578007
2015,West Virginia,54,6010,962650,624.3182880590039
2016,West Virginia,54,6186,950882,650.5539067939029
2017,West Virginia,54,6301,935935,673.2305128027053
2018,West Virginia,54,6205,924945,670.850699230765
2019,West Virginia,54,6117,911783,670.883313244489
1999,Wisconsin,55,8206,2750384,298.3583383265755
2000,Wisconsin,55,8488,2771737,306.2339608700248
2001,Wisconsin,55,8641,2799884,308.61992853989665
2002,Wisconsin,55,9041,2826121,319.9084540258538
2003,Wisconsin,55,8925,2850216,313.13416246347646
2004,Wisconsin,55,8842,2877621,307.26770481588784
2005,Wisconsin,55,9377,2906738,322.5952941063143
2006,Wisconsin,55,9212,2933325,314.0463467225759
2007,Wisconsin,55,9608,2962443,324.32691531955214
2008,Wisconsin,55,9574,2983850,320.86063307471886
2009,Wisconsin,55,9602,3005154,319.5177351975972
2010,Wisconsin,55,9773,3020924,323.5102902290823
2011,Wisconsin,55,10240,3037475,337.1221162314093
2012,Wisconsin,55,10152,3030272,335.01943059896934
2013,Wisconsin,55,10490,3025987,346.6637497120774
2014,Wisconsin,55,10460,3018183,346.5661293566361
2015,Wisconsin,55,10611,3011208,352.3834952617023
2016,Wisconsin,55,11019,3000736,367.20991116846
2017,Wisconsin,55,10950,3001069,364.869984662132
2018,Wisconsin,55,10945,3000227,364.80572969978607
2019,Wisconsin,55,11015,2992524,368.083931824774
1999,Wyoming,56,903,254298,355.0952032654602
2000,Wyoming,56,901,257288,350.19122539722025
2001,Wyoming,56,960,258130,371.9056289466548
2002,Wyoming,56,972,261437,371.79129197473964
2003,Wyoming,56,1051,263337,399.108366845525
2004,Wyoming,56,985,266988,368.93043882122043
2005,Wyoming,56,1059,271255,390.40755009124257
2006,Wyoming,56,1097,277240,395.6860481892944
2007,Wyoming,56,1126,284757,395.42487103038735
2008,Wyoming,56,1133,290875,389.51439621830684
2009,Wyoming,56,1106,298848,370.08780383338683
2010,Wyoming,56,1226,301705,406.35720322831907
2011,Wyoming,56,1182,303725,389.16783274343567
2012,Wyoming,56,1213,307270,394.7668174569597
2013,Wyoming,56,1206,307724,391.90963330776935
2014,Wyoming,56,1252,306746,408.1552815684638
2015,Wyoming,56,1290,305999,421.5700051307357
2016,Wyoming,56,1236,303600,407.1146245059288
2017,Wyoming,56,1224,298686,409.79490166931157
2018,Wyoming,56,1215,295220,411.5574825553824
2019,Wyoming,56,1233,293325,420.35285093326513
