year,state,state_code,deaths,population,crude_rate
2001,California,06,4841,3548583,136.42065015810536
2002,California,06,5049,3681805,137.13382430628457
2003,California,06,5272,3813849,138.23305537266944
2004,California,06,4989,3931655,126.89312770321914
2005,California,06,5220,4056397,128.6856291433013
2006,California,06,5231,4165016,125.59375522206878
2007,California,06,5128,4269171,120.11699695327266
2008,California,06,5112,4369279,116.99870848256657
2009,California,06,5032,4476323,112.41369311374535
2010,California,06,4892,4557674,107.33545225042423
2011,California,06,4985,4650612,107.19019346270984
2012,California,06,5009,4682815,106.96557519355345
2013,California,06,4931,4724940,104.36111358027827
2014,California,06,4742,4796979,98.85388282917228
2015,California,06,4800,4856958,98.8272906621799
2016,California,06,4945,4860809,101.7320367864691
2017,California,06,4822,4882743,98.7559656529127
2018,California,06,4847,4850124,99.93558927565563
2019,California,06,4803,4811890,99.81524930952287
1999,Colorado,08,561,459188,122.17218219988328
2000,Colorado,08,521,475435,109.58385478561739
2001,Colorado,08,505,502169,100.56375443326849
2002,Colorado,08,599,522920,114.549070603534
2003,Colorado,08,557,542401,102.69155108489844
2004,Colorado,08,546,560107,97.48137409459264
2005,Colorado,08,575,580915,98.98177874559961
2006,Colorado,08,607,601534,100.90867681627307
2007,Colorado,08,590,621192,94.97868613890712
2008,Colorado,08,576,637491,90.35421676541316
2009,Colorado,08,572,653609,87.51409481815581
2010,Colorado,08,552,663546,83.18940962646147
2011,Colorado,08,599,674365,88.82430137981656
2012,Colorado,08,583,676251,86.21059340392843
2013,Colorado,08,563,678690,82.95392594557161
2014,Colorado,08,628,684547,91.7395007209147
2015,Colorado,08,599,692463,86.5028167569964
2016,Colorado,08,597,702261,85.0111283411723
2017,Colorado,08,554,705696,78.50405840475219
2018,Colorado,08,529,705850,74.94510165049232
2019,Colorado,08,536,706470,75.87017141562983
1999,Connecticut,09,558,373583,149.3643982729407
2000,Connecticut,09,554,382143,144.97190842171648
2001,Connecticut,09,502,397062,126.42861820068403
2002,Connecticut,09,555,410072,135.34208626777738
2003,Connecticut,09,538,423271,127.10532968240206
2004,Connecticut,09,488,435087,112.16147575082685
2005,Connecticut,09,463,447268,103.51735424845954
2006,Connecticut,09,436,459384,94.9097051704021
2007,Connecticut,09,418,469227,89.0826827953208
2008,Connecticut,09,478,476678,100.27733606333837
2009,Connecticut,09,462,486983,94.86984145237102
2010,Connecticut,09,459,494356,92.8480690029048
2011,Connecticut,09,435,501741,86.6981171560626
2012,Connecticut,09,468,501716,93.27986350843904
2013,Connecticut,09,413,501345,82.37840209835542
2014,Connecticut,09,404,501416,80.57182060404934
2015,Connecticut,09,434,501683,86.5088113410261
2016,Connecticut,09,436,497966,87.55617853427744
2017,Connecticut,09,442,495063,89.2815661845058
2018,Connecticut,09,480,486893,98.58428853978184
2019,Connecticut,09,420,478689,87.7396388887148
1999,Delaware,10,131,81980,159.79507196877287
2000,Delaware,10,167,84269,198.17489230915282
2001,Delaware,10,152,88253,172.23210542417823
2002,Delaware,10,137,91757,149.30740978889895
2003,Delaware,10,153,95349,160.46314067268665
2004,Delaware,10,164,99039,165.59133270731732
2005,Delaware,10,179,102710,174.27709083828253
2006,Delaware,10,167,106198,157.25343226802764
2007,Delaware,10,200,109388,182.8354115625114
2008,Delaware,10,165,112177,147.0889754584273
2009,Delaware,10,153,114586,133.5241652557904
2010,Delaware,10,146,116540,125.2788742062811
2011,Delaware,10,163,119048,136.91956185740204
2012,Delaware,10,134,119023,112.58328222276367
2013,Delaware,10,168,119561,140.5140472227566
2014,Delaware,10,136,120290,113.06010474686175
2015,Delaware,10,157,121700,129.00575184880853
2016,Delaware,10,147,122461,120.03821624843827
2017,Delaware,10,130,122734,105.92011993416656
2018,Delaware,10,112,122342,91.54664792140066
2019,Delaware,10,116,121469,95.49761667585967
1999,District of Columbia,11,103,56621,181.91130499284716
2000,District of Columbia,11,112,58087,192.8142269354589
2001,District of Columbia,11,134,59672,224.56093310095187
2002,District of Columbia,11,135,60819,221.9701080254526
2003,District of Columbia,11,144,61166,235.4249092633162
2004,District of Columbia,11,122,61796,197.4237814745291
2005,District of Columbia,11,148,62537,236.65989734077425
2006,District of Columbia,11,141,63224,223.01657598380365
2007,District of Columbia,11,134,63970,209.4731905580741
2008,District of Columbia,11,141,64978,216.9965218997199
2009,District of Columbia,11,98,66206,148.022837809262
2010,District of Columbia,11,130,67040,193.91408114558473
2011,District of Columbia,11,102,68667,148.54296823801826
2012,District of Columbia,11,111,68890,161.12643344462185
2013,District of Columbia,11,108,70076,154.11838575261146
2014,District of Columbia,11,131,70723,185.22969896639
2015,District of Columbia,11,85,71609,118.70016338728372
2016,District of Columbia,11,102,72062,141.5447808831284
2017,District of Columbia,11,98,71452,137.15501315568494
2018,District of Columbia,11,128,71300,179.52314165497896
2019,District of Columbia,11,106,70654,150.02689161264755
1999,Florida,12,3219,1675619,192.10811049528562
2000,Florida,12,3253,1737908,187.1790681670146
2001,Florida,12,3253,1828782,177.87795374188943
2002,Florida,12,3289,1909565,172.23817989961066
2003,Florida,12,3316,1987634,166.8315192837313
2004,Florida,12,3395,2075322,163.58907196088126
2005,Florida,12,3311,2170083,152.57480935061008
2006,Florida,12,3259,2250025,144.84283507961024
2007,Florida,12,3133,2309495,135.65736232379805
2008,Florida,12,3161,2354588,134.2485394472409
2009,Florida,12,3161,2400513,131.6801866934276
2010,Florida,12,3129,2444245,128.01499031398245
2011,Florida,12,3072,2496719,123.04147963787673
2012,Florida,12,3132,2508035,124.87864005087648
2013,Florida,12,3048,2521620,120.87467580365005
2014,Florida,12,3170,2555662,124.03831179553478
2015,Florida,12,3146,2599711,121.01345111052727
2016,Florida,12,3237,2640390,122.5955256609819
2017,Florida,12,3291,2678413,122.87126742589736
2018,Florida,12,3294,2697483,122.11383723270916
2019,Florida,12,3252,2702971,120.31205662213912
1999,Georgia,13,1546,817028,189.22240119065688
2000,Georgia,13,1497,842865,177.60851381893897
2001,Georgia,13,1507,884462,170.38606520121834
2002,Georgia,13,1523,919103,165.7050406755282
2003,Georgia,13,1523,952789,159.84651376117904
2004,Georgia,13,1539,985363,156.1860958854757
2005,Georgia,13,1455,1023816,142.11538010736305
2006,Georgia,13,1470,1061616,138.46814667450377
2007,Georgia,13,1374,1099545,124.96077923140935
2008,Georgia,13,1260,1129499,111.55388362450962
2009,Georgia,13,1352,1159971,116.55463800388114
2010,Georgia,13,1391,1183809,117.5020632551366
2011,Georgia,13,1338,1208286,110.7353722545821
2012,Georgia,13,1300,1216377,106.87476004561086
2013,Georgia,13,1446,1226946,117.85359746883726
2014,Georgia,13,1443,1239339,116.43303406089859
2015,Georgia,13,1428,1258006,113.51297211619023
2016,Georgia,13,1385,1276547,108.49580939832218
2017,Georgia,13,1415,1290058,109.68499090738557
2018,Georgia,13,1451,1296298,111.93413860084641
2019,Georgia,13,1401,1300919,107.69310003159306
1999,Hawaii,15,200,134134,149.10462671656703
2000,Hawaii,15,187,137851,135.65371306700712
2001,Hawaii,15,170,144216,117.87873744938148
2002,Hawaii,15,182,149907,121.40860666946841
2003,Hawaii,15,180,155074,116.07361646697706
2004,Hawaii,15,195,161860,120.47448412208081
2005,Hawaii,15,186,166672,111.59642891427474
2006,Hawaii,15,200,171410,116.67930692491686
2007,Hawaii,15,169,175673,96.20146522231647
2008,Hawaii,15,197,178989,110.06262954706713
2009,Hawaii,15,194,181488,106.8941197214141
2010,Hawaii,15,180,184071,97.78835340710921
2011,Hawaii,15,197,183873,107.13916670745569
2012,Hawaii,15,209,182814,114.32384828295426
2013,Hawaii,15,189,178370,105.95952234120087
2014,Hawaii,15,225,177181,126.98878547925568
2015,Hawaii,15,189,175476,107.7070368597415
2016,Hawaii,15,162,179508,90.24667424293068
2017,Hawaii,15,181,177230,102.12717937143825
2018,Hawaii,15,193,174078,110.86983995680097
2019,Hawaii,15,181,171729,105.39862224784397
1999,Idaho,16,191,135151,141.32340863182662
2000,Idaho,16,207,139513,148.37326987449197
2001,Idaho,16,190,146451,129.73622576834572
2002,Idaho,16,228,152076,149.92503748125935
2003,Idaho,16,239,157626,151.62473196046338
2004,Idaho,16,223,163236,136.6120218579235
2005,Idaho,16,194,170379,113.86379776850433
2006,Idaho,16,209,177352,117.84473814786415
2007,Idaho,16,225,183254,122.7804031562749
2008,Idaho,16,195,187306,104.1077167842995
2009,Idaho,16,232,190629,121.70236427825776
2010,Idaho,16,190,193189,98.34928489717325
2011,Idaho,16,221,196094,112.70105153650799
2012,Idaho,16,191,195780,97.55848401266728
2013,Idaho,16,198,196312,100.8598557398427
2014,Idaho,16,210,197369,106.39968789424884
2015,Idaho,16,221,198998,111.05639252655804
2016,Idaho,16,221,201311,109.78038954652254
2017,Idaho,16,210,203412,103.23874697657955
2018,Idaho,16,224,205175,109.17509443158278
2019,Idaho,16,193,208171,92.71224137848212
1999,Illinois,17,2511,1267586,198.09306824152364
2000,Illinois,17,2442,1294682,188.6177455158873
2001,Illinois,17,2359,1339498,176.11075193841276
2002,Illinois,17,2516,1377435,182.65834685484253
2003,Illinois,17,2366,1413610,167.37289634340448
2004,Illinois,17,2298,1449281,158.56138319621937
2005,Illinois,17,2350,1487969,157.9333978060027
2006,Illinois,17,2261,1523227,148.43486886721413
2007,Illinois,17,2145,1553775,138.0508760920983
2008,Illinois,17,2221,1579624,140.60308022668684
2009,Illinois,17,2171,1608960,134.9318814638027
2010,Illinois,17,2151,1630601,131.91455175116414
2011,Illinois,17,2139,1652950,129.40500317613964
2012,Illinois,17,2108,1650943,127.68460207287593
2013,Illinois,17,1999,1653525,120.89324322281188
2014,Illinois,17,1949,1657159,117.6109232729026
2015,Illinois,17,1841,1658676,110.99214071946541
2016,Illinois,17,1813,1648512,109.97796800993866
2017,Illinois,17,1666,1639173,101.6366179774801
2018,Illinois,17,1693,1617346,104.67766328293389
2019,Illinois,17,1606,1594799,100.70234556204261
1999,Indiana,18,1255,645853,194.31666338934713
2000,Indiana,18,1303,660275,197.3420165839991
2001,Indiana,18,1242,684100,181.55240461920772
2002,Indiana,18,1211,704164,171.97698263472714
2003,Indiana,18,1258,724582,173.61734075646373
2004,Indiana,18,1312,743363,176.49519817370518
2005,Indiana,18,1228,764440,160.6404688399351
2006,Indiana,18,1187,784519,151.30290024843248
2007,Indiana,18,1191,801782,148.5441179772058
2008,Indiana,18,1256,815876,153.9449622246518
2009,Indiana,18,1166,831621,140.20809960306437
2010,Indiana,18,1217,843007,144.3641630496544
2011,Indiana,18,1285,853882,150.48917766155043
2012,Indiana,18,1237,851696,145.23961601322537
2013,Indiana,18,1180,852760,138.37422017918288
2014,Indiana,18,1143,852718,134.0419693263189
2015,Indiana,18,1177,853897,137.8386386180066
2016,Indiana,18,1185,851428,139.17794575701058
2017,Indiana,18,1240,849017,146.0512569241841
2018,Indiana,18,1203,843028,142.69988659925886
2019,Indiana,18,1134,835926,135.65794101391748
1999,Iowa,19,519,316287,164.0914738828975
2000,Iowa,19,558,322744,172.89244726470514
2001,Iowa,19,519,333468,155.63712260246862
2002,Iowa,19,525,342748,153.17376031369986
2003,Iowa,19,586,351839,166.55345200503638
2004,Iowa,19,541,361103,149.81874977499496
2005,Iowa,19,549,370667,148.111377597682
2006,Iowa,19,542,379971,142.6424648196836
2007,Iowa,19,549,387339,141.73630850495303
2008,Iowa,19,555,393732,140.95882478437107
2009,Iowa,19,605,400355,151.11588465237102
2010,Iowa,19,576,405019,142.21555038158704
2011,Iowa,19,564,409497,137.72994673953656
2012,Iowa,19,610,407559,149.6715812925245
2013,Iowa,19,602,407278,147.8105863808013
2014,Iowa,19,555,406260,136.6120218579235
2015,Iowa,19,520,405291,128.30287373763542
2016,Iowa,19,561,401686,139.66132750456825
2017,Iowa,19,534,398118,134.13108676322096
2018,Iowa,19,566,393152,143.9646752401107
2019,Iowa,19,609,387824,157.02999298650934
1999,Kansas,20,410,278067,147.44647872635014
2000,Kansas,20,432,284754,151.70989696369497
2001,Kansas,20,423,296038,142.88706179612078
2002,Kansas,20,429,305991,140.2002019667245
2003,Kansas,20,467,315111,148.20174478199746
2004,Kansas,20,470,323365,145.34658976698157
2005,Kansas,20,468,332846,140.605565336522
2006,Kansas,20,467,340973,136.96099104621186
2007,Kansas,20,389,349195,111.39907501539255
2008,Kansas,20,429,354547,120.99947256640164
2009,Kansas,20,433,361102,119.91071774734009
2010,Kansas,20,444,364927,121.66816925028841
2011,Kansas,20,444,368541,120.47506247608814
2012,Kansas,20,441,365769,120.56789941192392
2013,Kansas,20,450,362419,124.1656756406259
2014,Kansas,20,463,361283,128.1543831290152
2015,Kansas,20,437,359565,121.5357445802567
2016,Kansas,20,460,358704,128.23943976091707
2017,Kansas,20,459,355293,129.18914811155864
2018,Kansas,20,466,350220,133.0592199189081
2019,Kansas,20,434,345479,125.62268618353069
1999,Kentucky,21,991,441775,224.3223360307849
2000,Kentucky,21,934,453103,206.1341460992313
2001,Kentucky,21,1060,469001,226.0123112743896
2002,Kentucky,21,976,483372,201.91488129225525
2003,Kentucky,21,1091,497557,219.27135986429695
2004,Kentucky,21,989,509769,194.00944349303313
2005,Kentucky,21,1000,524187,190.77161394693115
2006,Kentucky,21,1004,538484,186.44936525504934
2007,Kentucky,21,1011,548696,184.25503375275196
2008,Kentucky,21,1045,559977,186.6148073938751
2009,Kentucky,21,1012,569638,177.65668722943343
2010,Kentucky,21,967,577510,167.44298800020778
2011,Kentucky,21,1027,585372,175.44399117142603
2012,Kentucky,21,1061,581445,182.4764165140297
2013,Kentucky,21,1004,581819,172.56225733432564
2014,Kentucky,21,1033,580261,178.02333777386383
2015,Kentucky,21,1012,580530,174.3234630423923
2016,Kentucky,21,1068,579633,184.2545196702051
2017,Kentucky,21,1028,577307,178.068168236311
2018,Kentucky,21,1081,572921,188.6822092400174
2019,Kentucky,21,977,566759,172.38367630686056
1999,Louisiana,22,1041,453509,229.54340487178862
2000,Louisiana,22,980,464659,210.9073535646571
2001,Louisiana,22,1066,482212,221.06459399600175
2002,Louisiana,22,1056,498371,211.89033872356134
2003,Louisiana,22,1128,514195,219.372028121627
2004,Louisiana,22,1015,529267,191.7746619381144
2005,Louisiana,22,1082,544663,198.6549481055258
2006,Louisiana,22,1067,533394,200.03974547895177
2007,Louisiana,22,1062,547220,194.0718540988999
2008,Louisiana,22,1068,559216,190.98166003833938
2009,Louisiana,22,1047,570571,183.50038820760258
2010,Louisiana,22,1094,578824,189.00391137893385
2011,Louisiana,22,960,585784,163.8829329582235
2012,Louisiana,22,1067,582453,183.19074672119467
2013,Louisiana,22,1069,581971,183.6861286902612
2014,Louisiana,22,1076,581634,184.99606281613524
2015,Louisiana,22,1020,580304,175.7699412721608
2016,Louisiana,22,1028,577145,178.11815055142122
2017,Louisiana,22,956,571874,167.16969122568958
2018,Louisiana,22,944,563619,167.48903071046223
2019,Louisiana,22,884,555378,159.1708710103749
1999,Maine,23,214,151163,141.56903475056728
2000,Maine,23,241,156058,154.4297632931346
2001,Maine,23,223,162424,137.29498103728514
2002,Maine,23,232,168233,137.9039784108944
2003,Maine,23,231,173983,132.77159262686584
2004,Maine,23,179,179674,99.62487616460925
2005,Maine,23,226,184885,122.23814803796955
2006,Maine,23,244,189487,128.76872819771276
2007,Maine,23,232,193688,119.78026516872495
2008,Maine,23,233,196731,118.43583370185686
2009,Maine,23,191,199314,95.8286924149834
2010,Maine,23,185,201212,91.94282647158221
2011,Maine,23,204,203014,100.48568079048736
2012,Maine,23,195,200916,97.0554858746939
2013,Maine,23,185,199504,92.7299703264095
2014,Maine,23,181,198102,91.36707352777862
2015,Maine,23,178,196736,90.47657774886142
2016,Maine,23,199,195051,102.02459869470036
2017,Maine,23,171,193342,88.44431111708785
2018,Maine,23,157,190559,82.38918130342833
2019,Maine,23,157,187640,83.67085909187806
1999,Maryland,24,1005,572623,175.50814410179123
2000,Maryland,24,954,587343,162.4263845827736
2001,Maryland,24,949,611451,155.20458712145373
2002,Maryland,24,980,632122,155.03336381268173
2003,Maryland,24,1008,651358,154.7536070793634
2004,Maryland,24,1011,670911,150.69062811609885
2005,Maryland,24,980,689264,142.1806448617656
2006,Maryland,24,957,706288,135.49713431348118
2007,Maryland,24,962,720586,133.50245494639086
2008,Maryland,24,935,731938,127.74306020455285
2009,Maryland,24,981,749186,130.94211584306169
2010,Maryland,24,949,762236,124.50212270215523
2011,Maryland,24,894,775653,115.25772478157114
2012,Maryland,24,900,778316,115.63426680165897
2013,Maryland,24,879,780610,112.6042453978299
2014,Maryland,24,869,783233,110.95038130415854
2015,Maryland,24,820,786790,104.22094841063053
2016,Maryland,24,838,786601,106.53431663575307
2017,Maryland,24,799,788630,101.31493856434575
2018,Maryland,24,833,779005,106.93127771965518
2019,Maryland,24,763,770730,98.99705474031113
1999,Massachusetts,25,910,667322,136.36595226891964
2000,Massachusetts,25,914,684579,133.51271365320878
2001,Massachusetts,25,893,710209,125.73763497787272
2002,Massachusetts,25,941,731214,128.69009619618882
2003,Massachusetts,25,942,751374,125.37032157088214
2004,Massachusetts,25,896,770573,116.27710807412147
2005,Massachusetts,25,839,790218,106.17323320906384
2006,Massachusetts,25,816,809810,100.76437682913276
2007,Massachusetts,25,882,828061,106.51389209249078
2008,Massachusetts,25,802,844570,94.95956522253928
2009,Massachusetts,25,841,863871,97.35249823179618
2010,Massachusetts,25,865,878494,98.46396218983853
2011,Massachusetts,25,858,894036,95.96928982725528
2012,Massachusetts,25,786,897545,87.57221086407924
2013,Massachusetts,25,824,901285,91.42502094232124
2014,Massachusetts,25,780,905473,86.14282259106567
2015,Massachusetts,25,766,910755,84.10604388666546
2016,Massachusetts,25,708,907590,78.00879251644466
2017,Massachusetts,25,740,906329,81.6480549557611
2018,Massachusetts,25,735,898499,81.80309605241631
2019,Massachusetts,25,680,886598,76.69766906760448
1999,Michigan,26,2223,1068105,208.12560562866008
2000,Michigan,26,2216,1094028,202.5542307875118
2001,Michigan,26,2066,1133443,182.27647971710974
2002,Michigan,26,2115,1167861,181.1003193016977
2003,Michigan,26,2186,1200887,182.03211459529498
2004,Michigan,26,2158,1232197,175.1343332275602
2005,Michigan,26,2243,1261849,177.75502457108576
2006,Michigan,26,2171,1288648,168.47114184789018
2007,Michigan,26,2264,1309423,172.90058292851126
2008,Michigan,26,2116,1322343,160.01899658409354
2009,Michigan,26,2066,1340180,154.15839663328808
2010,Michigan,26,2107,1352440,155.79249356718228
2011,Michigan,26,2291,1364018,167.95966035638827
2012,Michigan,26,2165,1358568,159.3589720941462
2013,Michigan,26,2199,1355762,162.1966097294363
2014,Michigan,26,2258,1352767,166.9171409414925
2015,Michigan,26,2014,1351352,149.03592846275436
2016,Michigan,26,2143,1342035,159.68286967180438
2017,Michigan,26,2051,1333256,153.8339223674973
2018,Michigan,26,1986,1318417,150.63519356925767
2019,Michigan,26,1918,1299256,147.62294728675488
1999,Minnesota,27,638,517402,123.30837530585502
2000,Minnesota,27,571,533402,107.04871747762475
2001,Minnesota,27,650,558200,116.44571838050877
2002,Minnesota,27,598,578419,103.38526224069403
2003,Minnesota,27,596,598074,99.65322017007928
2004,Minnesota,27,596,617884,96.45823487903878
2005,Minnesota,27,624,638180,97.77805634773888
2006,Minnesota,27,578,658218,87.81285227690522
2007,Minnesota,27,565,675848,83.59867899290964
2008,Minnesota,27,592,690532,85.73100160455996
2009,Minnesota,27,578,706143,81.8531090728082
2010,Minnesota,27,582,716332,81.24724289854424
2011,Minnesota,27,588,727918,80.77832942721571
2012,Minnesota,27,615,728610,84.40729608432494
2013,Minnesota,27,619,731173,84.65848711590827
2014,Minnesota,27,617,732690,84.21023898237999
2015,Minnesota,27,561,734100,76.42010625255415
2016,Minnesota,27,574,731130,78.50860995992504
2017,Minnesota,27,605,728368,83.06240801353162
2018,Minnesota,27,587,721042,81.40995947531489
2019,Minnesota,27,501,713191,70.24766156611624
1999,Mississippi,28,759,285023,266.29429905656735
2000,Mississippi,28,735,292613,251.18501228585197
2001,Mississippi,28,700,303215,230.85929126197584
2002,Mississippi,28,764,312388,244.56765304685197
2003,Mississippi,28,695,321197,216.37811062992495
2004,Mississippi,28,777,329669,235.6909506201675
2005,Mississippi,28,793,338694,234.13464661316704
2006,Mississippi,28,730,346088,210.92901227433487
2007,Mississippi,28,758,353611,214.35984740293713
2008,Mississippi,28,704,359235,195.97199604715578
2009,Mississippi,28,687,364417,188.5202940587294
2010,Mississippi,28,701,368697,190.129021934
2011,Mississippi,28,687,371364,184.9936989045788
2012,Mississippi,28,739,368055,200.78520873239054
2013,Mississippi,28,727,366553,198.3342108780995
2014,Mississippi,28,738,365600,201.85995623632388
2015,Mississippi,28,680,364407,186.6045383321396
2016,Mississippi,28,617,364002,169.50456316174086
2017,Mississippi,28,681,362921,187.64414294019912
2018,Mississippi,28,655,360798,181.54202628617676
2019,Mississippi,28,705,357543,197.17908055814263
1999,Missouri,29,1277,590921,216.1033369942852
2000,Missouri,29,1129,605624,186.41929646117063
2001,Missouri,29,1168,629305,185.60157634215523
2002,Missouri,29,1198,648824,184.64175184641752
2003,Missouri,29,1193,668719,178.4007931582623
2004,Missouri,29,1242,687740,180.5915026027278
2005,Missouri,29,1226,708616,173.01331045305213
2006,Missouri,29,1299,729486,178.07058668706458
2007,Missouri,29,1272,747123,170.25309085652563
2008,Missouri,29,1426,761760,187.19806763285024
2009,Missouri,29,1306,776019,168.29484845087558
2010,Missouri,29,1366,786137,173.76106200318773
2011,Missouri,29,1325,794351,166.80283652944354
2012,Missouri,29,1297,789652,164.249568164204
2013,Missouri,29,1309,787562,166.2091365505192
2014,Missouri,29,1375,785793,174.98246993801166
2015,Missouri,29,1300,786054,165.3830398420465
2016,Missouri,29,1272,783703,162.3063839235016
2017,Missouri,29,1202,779089,154.2827584525003
2018,Missouri,29,1246,771511,161.50126180961774
2019,Missouri,29,1220,763171,159.85932379506033
1999,Montana,30,144,108252,133.02294645826404
2000,Montana,30,173,111322,155.40504123174216
2001,Montana,30,149,115778,128.69457064381834
2002,Montana,30,160,119489,133.90353923792148
2003,Montana,30,185,123621,149.65094927237283
2004,Montana,30,156,127559,122.29634914039777
2005,Montana,30,156,131682,118.46721647605595
2006,Montana,30,160,135436,118.13697982811068
2007,Montana,30,187,139000,134.53237410071944
2008,Montana,30,188,141168,133.17465714609543
2009,Montana,30,174,142985,121.69108647760254
2010,Montana,30,179,143940,124.35737112685841
2011,Montana,30,179,144453,123.91573729863693
2012,Montana,30,200,142689,140.16497417460351
2013,Montana,30,192,140718,136.44309896388523
2014,Montana,30,182,139238,130.7114437150778
2015,Montana,30,189,138178,136.78009523947372
2016,Montana,30,180,137476,130.93194448485553
2017,Montana,30,167,135640,123.1200235918608
2018,Montana,30,208,134096,155.11275504116452
2019,Montana,30,185,132368,139.7618759821105
1999,Nebraska,31,227,177744,127.71176523539472
2000,Nebraska,31,189,181657,104.0422334399445
2001,Nebraska,31,201,189068,106.31095690439417
2002,Nebraska,31,229,194951,117.4654143861791
2003,Nebraska,31,204,200904,101.54103452395174
2004,Nebraska,31,197,206944,95.19483531776713
2005,Nebraska,31,202,213245,94.7267227836526
2006,Nebraska,31,200,218962,91.34004987166723
2007,Nebraska,31,214,223563,95.72245854636053
2008,Nebraska,31,184,227806,80.77048014538687
2009,Nebraska,31,191,231656,82.44983941706668
2010,Nebraska,31,227,234500,96.80170575692964
2011,Nebraska,31,214,237511,90.1010900547764
2012,Nebraska,31,210,236896,88.64649466432527
2013,Nebraska,31,210,236054,88.96269497657316
2014,Nebraska,31,232,235731,98.41726374554047
2015,Nebraska,31,249,235684,105.64993805264676
2016,Nebraska,31,198,234822,84.31918644760712
2017,Nebraska,31,219,233285,93.87658872194955
2018,Nebraska,31,226,231141,97.77581649296316
2019,Nebraska,31,200,229020,87.32861758798357
1999,Nevada,32,464,220968,209.98515622171536
