year,state,state_code,ten_year_age,sex_code,deaths,population,crude_rate
2008,Pennsylvania,42,55-64 years,M,1469,735644,199.7
2008,Rhode Island,44,55-64 years,M,130,59045,220.2
2008,South Carolina,45,55-64 years,M,588,261004,225.3
2008,South Dakota,46,55-64 years,M,96,46006,208.7
2008,Tennessee,47,55-64 years,M,994,356522,278.8
2008,Texas,48,55-64 years,M,2538,1160753,218.7
2008,Utah,49,55-64 years,M,142,108595,130.8
2008,Vermont,50,55-64 years,M,72,41833,172.1
2008,Virginia,51,55-64 years,M,798,431700,184.9
2008,Washington,53,55-64 years,M,670,380160,176.2
2008,West Virginia,54,55-64 years,M,286,123431,231.7
2008,Wisconsin,55,55-64 years,M,588,323790,181.6
2008,Wyoming,56,55-64 years,M,62,34906,177.6
2009,Alabama,01,55-64 years,M,612,273893,223.4
2009,Alaska,02,55-64 years,M,83,44312,187.3
2009,Arizona,04,55-64 years,M,670,335251,199.9
2009,Arkansas,05,55-64 years,M,486,165860,293.0
2009,California,06,55-64 years,M,3328,1884209,176.6
2009,Colorado,08,55-64 years,M,364,284297,128.0
2009,Connecticut,09,55-64 years,M,291,207419,140.3
2009,Delaware,10,55-64 years,M,99,50433,196.3
2009,District of Columbia,11,55-64 years,M,62,28822,215.1
2009,Florida,12,55-64 years,M,2090,1073456,194.7
2009,Georgia,13,55-64 years,M,865,490869,176.2
2009,Hawaii,15,55-64 years,M,123,84759,145.1
2009,Idaho,16,55-64 years,M,167,86973,192.0
2009,Illinois,17,55-64 years,M,1390,689207,201.7
2009,Indiana,18,55-64 years,M,746,363071,205.5
2009,Iowa,19,55-64 years,M,389,179549,216.7
2009,Kansas,20,55-64 years,M,280,158526,176.6
2009,Kentucky,21,55-64 years,M,633,254045,249.2
2009,Louisiana,22,55-64 years,M,655,250776,261.2
2009,Maine,23,55-64 years,M,132,91855,143.7
2009,Maryland,24,55-64 years,M,662,319104,207.5
2009,Massachusetts,25,55-64 years,M,555,373184,148.7
2009,Michigan,26,55-64 years,M,1365,591642,230.7
2009,Minnesota,27,55-64 years,M,350,301423,116.1
2009,Mississippi,28,55-64 years,M,431,161830,266.3
2009,Missouri,29,55-64 years,M,793,338053,234.6
2009,Montana,30,55-64 years,M,117,68092,171.8
2009,Nebraska,31,55-64 years,M,116,102028,113.7
2009,Nevada,32,55-64 years,M,319,151534,210.5
2009,New Hampshire,33,55-64 years,M,135,85290,158.3
2009,New Jersey,34,55-64 years,M,750,484788,154.7
2009,New Mexico,35,55-64 years,M,240,120139,199.8
2009,New York,36,55-64 years,M,2170,1061593,204.4
2009,North Carolina,37,55-64 years,M,1117,526246,212.3
2009,North Dakota,38,55-64 years,M,75,40467,185.3
2009,Ohio,39,55-64 years,M,1372,681340,201.4
2009,Oklahoma,40,55-64 years,M,548,208075,263.4
2009,Oregon,41,55-64 years,M,364,241568,150.7
2009,Pennsylvania,42,55-64 years,M,1451,763516,190.0
2009,Rhode Island,44,55-64 years,M,125,61119,204.5
2009,South Carolina,45,55-64 years,M,696,269008,258.7
2009,South Dakota,46,55-64 years,M,103,47949,214.8
2009,Tennessee,47,55-64 years,M,1038,367445,282.5
2009,Texas,48,55-64 years,M,2601,1212892,214.4
2009,Utah,49,55-64 years,M,132,113730,116.1
2009,Vermont,50,55-64 years,M,62,43258,143.3
2009,Virginia,51,55-64 years,M,771,446545,172.7
2009,Washington,53,55-64 years,M,580,395162,146.8
2009,West Virginia,54,55-64 years,M,283,127413,222.1
2009,Wisconsin,55,55-64 years,M,591,337476,175.1
2009,Wyoming,56,55-64 years,M,68,36568,186.0
2010,Alabama,01,55-64 years,M,561,281236,199.5
2010,Alaska,02,55-64 years,M,75,45625,164.4
2010,Arizona,04,55-64 years,M,700,345619,202.5
2010,Arkansas,05,55-64 years,M,463,169291,273.5
2010,California,06,55-64 years,M,3306,1949147,169.6
2010,Colorado,08,55-64 years,M,384,294155,130.5
2010,Connecticut,09,55-64 years,M,290,213638,135.7
2010,Delaware,10,55-64 years,M,94,52063,180.6
2010,District of Columbia,11,55-64 years,M,93,29392,316.4
2010,Florida,12,55-64 years,M,2118,1102877,192.0
2010,Georgia,13,55-64 years,M,869,506329,171.6
2010,Hawaii,15,55-64 years,M,113,87027,129.8
2010,Idaho,16,55-64 years,M,120,89637,133.9
2010,Illinois,17,55-64 years,M,1399,711225,196.7
2010,Indiana,18,55-64 years,M,785,374236,209.8
2010,Iowa,19,55-64 years,M,356,185559,191.9
2010,Kansas,20,55-64 years,M,300,163688,183.3
2010,Kentucky,21,55-64 years,M,603,261025,231.0
2010,Louisiana,22,55-64 years,M,691,258565,267.2
2010,Maine,23,55-64 years,M,126,94222,133.7
2010,Maryland,24,55-64 years,M,644,329049,195.7
2010,Massachusetts,25,55-64 years,M,547,384889,142.1
2010,Michigan,26,55-64 years,M,1401,608637,230.2
2010,Minnesota,27,55-64 years,M,345,312081,110.5
2010,Mississippi,28,55-64 years,M,436,166432,262.0
2010,Missouri,29,55-64 years,M,847,347957,243.4
2010,Montana,30,55-64 years,M,115,69959,164.4
2010,Nebraska,31,55-64 years,M,149,105119,141.7
2010,Nevada,32,55-64 years,M,334,155238,215.2
2010,New Hampshire,33,55-64 years,M,128,88012,145.4
2010,New Jersey,34,55-64 years,M,787,499196,157.7
2010,New Mexico,35,55-64 years,M,217,123768,175.3
2010,New York,36,55-64 years,M,2076,1092206,190.1
2010,North Carolina,37,55-64 years,M,1127,540278,208.6
2010,North Dakota,38,55-64 years,M,83,41934,197.9
2010,Ohio,39,55-64 years,M,1489,703861,211.5
2010,Oklahoma,40,55-64 years,M,615,213583,287.9
2010,Oregon,41,55-64 years,M,305,248066,123.0
2010,Pennsylvania,42,55-64 years,M,1412,788210,179.1
2010,Rhode Island,44,55-64 years,M,98,62877,155.9
2010,South Carolina,45,55-64 years,M,693,275444,251.6
2010,South Dakota,46,55-64 years,M,117,49545,236.1
2010,Tennessee,47,55-64 years,M,1045,376645,277.4
2010,Texas,48,55-64 years,M,2622,1257095,208.6
2010,Utah,49,55-64 years,M,128,118253,108.2
2010,Vermont,50,55-64 years,M,70,44514,157.3
2010,Virginia,51,55-64 years,M,787,458904,171.5
2010,Washington,53,55-64 years,M,676,407699,165.8
2010,West Virginia,54,55-64 years,M,284,130627,217.4
2010,Wisconsin,55,55-64 years,M,614,348708,176.1
2010,Wyoming,56,55-64 years,M,62,37806,164.0
2011,Alabama,01,55-64 years,M,646,291585,221.5
2011,Alaska,02,55-64 years,M,100,47991,208.4
2011,Arizona,04,55-64 years,M,721,359537,200.5
2011,Arkansas,05,55-64 years,M,525,175066,299.9
2011,California,06,55-64 years,M,3375,2037687,165.6
2011,Colorado,08,55-64 years,M,431,308910,139.5
2011,Connecticut,09,55-64 years,M,287,222464,129.0
2011,Delaware,10,55-64 years,M,114,54717,208.3
2011,District of Columbia,11,55-64 years,M,70,30713,227.9
2011,Florida,12,55-64 years,M,2042,1148847,177.7
2011,Georgia,13,55-64 years,M,886,528046,167.8
2011,Hawaii,15,55-64 years,M,131,88961,147.3
2011,Idaho,16,55-64 years,M,150,93675,160.1
2011,Illinois,17,55-64 years,M,1442,741934,194.4
2011,Indiana,18,55-64 years,M,860,390758,220.1
2011,Iowa,19,55-64 years,M,386,193707,199.3
2011,Kansas,20,55-64 years,M,299,170906,174.9
2011,Kentucky,21,55-64 years,M,652,271348,240.3
2011,Louisiana,22,55-64 years,M,621,270123,229.9
2011,Maine,23,55-64 years,M,135,97658,138.2
2011,Maryland,24,55-64 years,M,603,343365,175.6
2011,Massachusetts,25,55-64 years,M,558,401470,139.0
2011,Michigan,26,55-64 years,M,1537,633616,242.6
2011,Minnesota,27,55-64 years,M,387,328203,117.9
2011,Mississippi,28,55-64 years,M,429,172376,248.9
2011,Missouri,29,55-64 years,M,826,362805,227.7
2011,Montana,30,55-64 years,M,120,72780,164.9
2011,Nebraska,31,55-64 years,M,143,110323,129.6
2011,Nevada,32,55-64 years,M,307,160219,191.6
2011,New Hampshire,33,55-64 years,M,130,92116,141.1
2011,New Jersey,34,55-64 years,M,786,519346,151.3
2011,New Mexico,35,55-64 years,M,231,127916,180.6
2011,New York,36,55-64 years,M,2011,1135032,177.2
2011,North Carolina,37,55-64 years,M,1164,562458,206.9
2011,North Dakota,38,55-64 years,M,69,44128,156.4
2011,Ohio,39,55-64 years,M,1425,734218,194.1
2011,Oklahoma,40,55-64 years,M,604,221826,272.3
2011,Oregon,41,55-64 years,M,323,257240,125.6
2011,Pennsylvania,42,55-64 years,M,1472,823559,178.7
2011,Rhode Island,44,55-64 years,M,120,65300,183.8
2011,South Carolina,45,55-64 years,M,660,285552,231.1
2011,South Dakota,46,55-64 years,M,96,52294,183.6
2011,Tennessee,47,55-64 years,M,1064,390788,272.3
2011,Texas,48,55-64 years,M,2648,1323218,200.1
2011,Utah,49,55-64 years,M,162,125006,129.6
2011,Vermont,50,55-64 years,M,92,46269,198.8
2011,Virginia,51,55-64 years,M,762,477520,159.6
2011,Washington,53,55-64 years,M,611,425689,143.5
2011,West Virginia,54,55-64 years,M,295,134218,219.8
2011,Wisconsin,55,55-64 years,M,619,365154,169.5
2011,Wyoming,56,55-64 years,M,63,39568,159.2
2012,Alabama,01,55-64 years,M,553,293865,188.2
2012,Alaska,02,55-64 years,M,70,48658,143.9
2012,Arizona,04,55-64 years,M,703,363552,193.4
2012,Arkansas,05,55-64 years,M,514,174995,293.7
2012,California,06,55-64 years,M,3456,2078087,166.3
2012,Colorado,08,55-64 years,M,408,315006,129.5
2012,Connecticut,09,55-64 years,M,292,225711,129.4
2012,Delaware,10,55-64 years,M,78,55243,141.2
2012,District of Columbia,11,55-64 years,M,80,31012,258.0
2012,Florida,12,55-64 years,M,2134,1161317,183.8
2012,Georgia,13,55-64 years,M,855,536288,159.4
2012,Hawaii,15,55-64 years,M,148,89482,165.4
2012,Idaho,16,55-64 years,M,133,94830,140.3
2012,Illinois,17,55-64 years,M,1445,752349,192.1
2012,Indiana,18,55-64 years,M,810,395812,204.6
2012,Iowa,19,55-64 years,M,419,195789,214.0
2012,Kansas,20,55-64 years,M,305,173150,176.1
2012,Kentucky,21,55-64 years,M,715,272271,262.6
2012,Louisiana,22,55-64 years,M,706,273079,258.5
2012,Maine,23,55-64 years,M,133,98094,135.6
2012,Maryland,24,55-64 years,M,622,348031,178.7
2012,Massachusetts,25,55-64 years,M,545,407095,133.9
2012,Michigan,26,55-64 years,M,1514,641467,236.0
2012,Minnesota,27,55-64 years,M,382,335480,113.9
2012,Mississippi,28,55-64 years,M,499,173377,287.8
2012,Missouri,29,55-64 years,M,854,367336,232.5
2012,Montana,30,55-64 years,M,151,73286,206.0
2012,Nebraska,31,55-64 years,M,137,112122,122.2
2012,Nevada,32,55-64 years,M,337,162197,207.8
2012,New Hampshire,33,55-64 years,M,134,93547,143.2
2012,New Jersey,34,55-64 years,M,825,528133,156.2
2012,New Mexico,35,55-64 years,M,215,128417,167.4
2012,New York,36,55-64 years,M,2090,1148476,182.0
2012,North Carolina,37,55-64 years,M,1166,567962,205.3
2012,North Dakota,38,55-64 years,M,67,45059,148.7
2012,Ohio,39,55-64 years,M,1497,741182,202.0
2012,Oklahoma,40,55-64 years,M,619,223679,276.7
2012,Oregon,41,55-64 years,M,346,258638,133.8
2012,Pennsylvania,42,55-64 years,M,1442,830939,173.5
2012,Rhode Island,44,55-64 years,M,115,65868,174.6
2012,South Carolina,45,55-64 years,M,623,286831,217.2
2012,South Dakota,46,55-64 years,M,100,53695,186.2
2012,Tennessee,47,55-64 years,M,1075,392459,273.9
2012,Texas,48,55-64 years,M,2708,1354552,199.9
2012,Utah,49,55-64 years,M,150,128806,116.5
2012,Vermont,50,55-64 years,M,60,46539,128.9
2012,Virginia,51,55-64 years,M,764,482681,158.3
2012,Washington,53,55-64 years,M,605,431400,140.2
2012,West Virginia,54,55-64 years,M,276,133420,206.9
2012,Wisconsin,55,55-64 years,M,670,371285,180.5
2012,Wyoming,56,55-64 years,M,63,40345,156.2
2013,Alabama,01,55-64 years,M,592,296949,199.4
2013,Alaska,02,55-64 years,M,68,48508,140.2
2013,Arizona,04,55-64 years,M,684,369020,185.4
2013,Arkansas,05,55-64 years,M,508,176280,288.2
2013,California,06,55-64 years,M,3522,2128335,165.5
2013,Colorado,08,55-64 years,M,390,321261,121.4
2013,Connecticut,09,55-64 years,M,283,231003,122.5
2013,Delaware,10,55-64 years,M,119,56665,210.0
2013,District of Columbia,11,55-64 years,M,77,31822,242.0
2013,Florida,12,55-64 years,M,2101,1182200,177.7
2013,Georgia,13,55-64 years,M,964,546288,176.5
2013,Hawaii,15,55-64 years,M,129,88232,146.2
2013,Idaho,16,55-64 years,M,153,96391,158.7
2013,Illinois,17,55-64 years,M,1392,768255,181.2
2013,Indiana,18,55-64 years,M,759,404143,187.8
2013,Iowa,19,55-64 years,M,422,199887,211.1
2013,Kansas,20,55-64 years,M,291,175452,165.9
2013,Kentucky,21,55-64 years,M,672,276328,243.2
2013,Louisiana,22,55-64 years,M,734,277759,264.3
2013,Maine,23,55-64 years,M,130,99038,131.3
2013,Maryland,24,55-64 years,M,617,354782,173.9
2013,Massachusetts,25,55-64 years,M,551,415778,132.5
2013,Michigan,26,55-64 years,M,1536,653858,234.9
2013,Minnesota,27,55-64 years,M,397,345067,115.1
2013,Mississippi,28,55-64 years,M,490,175445,279.3
2013,Missouri,29,55-64 years,M,880,374835,234.8
2013,Montana,30,55-64 years,M,140,73921,189.4
2013,Nebraska,31,55-64 years,M,149,114062,130.6
2013,Nevada,32,55-64 years,M,355,165074,215.1
2013,New Hampshire,33,55-64 years,M,137,95564,143.4
2013,New Jersey,34,55-64 years,M,858,540141,158.8
2013,New Mexico,35,55-64 years,M,237,128436,184.5
2013,New York,36,55-64 years,M,2085,1171313,178.0
2013,North Carolina,37,55-64 years,M,1168,577562,202.2
2013,North Dakota,38,55-64 years,M,70,46140,151.7
2013,Ohio,39,55-64 years,M,1445,753840,191.7
2013,Oklahoma,40,55-64 years,M,638,226949,281.1
2013,Oregon,41,55-64 years,M,328,259639,126.3
2013,Pennsylvania,42,55-64 years,M,1440,846405,170.1
2013,Rhode Island,44,55-64 years,M,114,67176,169.7
2013,South Carolina,45,55-64 years,M,668,290866,229.7
2013,South Dakota,46,55-64 years,M,101,55175,183.1
2013,Tennessee,47,55-64 years,M,1101,396342,277.8
2013,Texas,48,55-64 years,M,2744,1391635,197.2
2013,Utah,49,55-64 years,M,154,132676,116.1
2013,Vermont,50,55-64 years,M,66,46730,141.2
2013,Virginia,51,55-64 years,M,756,490825,154.0
2013,Washington,53,55-64 years,M,665,437781,151.9
2013,West Virginia,54,55-64 years,M,254,133213,190.7
2013,Wisconsin,55,55-64 years,M,658,380812,172.8
2013,Wyoming,56,55-64 years,M,65,40897,158.9
2014,Alabama,01,55-64 years,M,583,299971,194.4
2014,Alaska,02,55-64 years,M,85,48411,175.6
2014,Arizona,04,55-64 years,M,648,376811,172.0
2014,Arkansas,05,55-64 years,M,539,177597,303.5
2014,California,06,55-64 years,M,3354,2186133,153.4
2014,Colorado,08,55-64 years,M,459,327882,140.0
2014,Connecticut,09,55-64 years,M,270,235718,114.5
2014,Delaware,10,55-64 years,M,99,58183,170.2
2014,District of Columbia,11,55-64 years,M,94,32225,291.7
2014,Florida,12,55-64 years,M,2275,1213403,187.5
2014,Georgia,13,55-64 years,M,967,557884,173.3
2014,Hawaii,15,55-64 years,M,139,88291,157.4
2014,Idaho,16,55-64 years,M,159,97888,162.4
2014,Illinois,17,55-64 years,M,1349,782736,172.3
2014,Indiana,18,55-64 years,M,794,410443,193.4
2014,Iowa,19,55-64 years,M,398,202554,196.5
2014,Kansas,20,55-64 years,M,313,177847,176.0
2014,Kentucky,21,55-64 years,M,668,279003,239.4
2014,Louisiana,22,55-64 years,M,743,282533,263.0
2014,Maine,23,55-64 years,M,126,99904,126.1
2014,Maryland,24,55-64 years,M,623,361571,172.3
2014,Massachusetts,25,55-64 years,M,524,424699,123.4
2014,Michigan,26,55-64 years,M,1644,663253,247.9
2014,Minnesota,27,55-64 years,M,424,352949,120.1
2014,Mississippi,28,55-64 years,M,510,177520,287.3
2014,Missouri,29,55-64 years,M,914,381340,239.7
2014,Montana,30,55-64 years,M,140,74168,188.8
2014,Nebraska,31,55-64 years,M,165,115874,142.4
2014,Nevada,32,55-64 years,M,371,169069,219.4
2014,New Hampshire,33,55-64 years,M,117,97595,119.9
2014,New Jersey,34,55-64 years,M,775,553469,140.0
2014,New Mexico,35,55-64 years,M,225,128725,174.8
2014,New York,36,55-64 years,M,2079,1193416,174.2
2014,North Carolina,37,55-64 years,M,1132,588034,192.5
2014,North Dakota,38,55-64 years,M,76,47119,161.3
2014,Ohio,39,55-64 years,M,1519,763947,198.8
2014,Oklahoma,40,55-64 years,M,667,229841,290.2
2014,Oregon,41,55-64 years,M,320,260712,122.7
2014,Pennsylvania,42,55-64 years,M,1422,859653,165.4
2014,Rhode Island,44,55-64 years,M,127,68059,186.6
2014,South Carolina,45,55-64 years,M,611,295792,206.6
2014,South Dakota,46,55-64 years,M,124,56094,221.1
2014,Tennessee,47,55-64 years,M,1132,400817,282.4
2014,Texas,48,55-64 years,M,2778,1434534,193.7
2014,Utah,49,55-64 years,M,139,135973,102.2
2014,Vermont,50,55-64 years,M,81,47122,171.9
2014,Virginia,51,55-64 years,M,768,499146,153.9
2014,Washington,53,55-64 years,M,671,444993,150.8
2014,West Virginia,54,55-64 years,M,297,132237,224.6
2014,Wisconsin,55,55-64 years,M,639,387746,164.8
2014,Wyoming,56,55-64 years,M,82,40998,200.0
2015,Alabama,01,55-64 years,M,599,303874,197.1
2015,Alaska,02,55-64 years,M,91,48464,187.8
2015,Arizona,04,55-64 years,M,726,386424,187.9
2015,Arkansas,05,55-64 years,M,536,180052,297.7
2015,California,06,55-64 years,M,3451,2243148,153.8
2015,Colorado,08,55-64 years,M,424,335092,126.5
2015,Connecticut,09,55-64 years,M,309,240641,128.4
2015,Delaware,10,55-64 years,M,108,59904,180.3
2015,District of Columbia,11,55-64 years,M,68,32755,207.6
2015,Florida,12,55-64 years,M,2220,1252207,177.3
2015,Georgia,13,55-64 years,M,958,572795,167.3
2015,Hawaii,15,55-64 years,M,134,87939,152.4
2015,Idaho,16,55-64 years,M,170,99838,170.3
2015,Illinois,17,55-64 years,M,1339,795855,168.2
2015,Indiana,18,55-64 years,M,819,417344,196.2
2015,Iowa,19,55-64 years,M,366,205254,178.3
2015,Kansas,20,55-64 years,M,289,179663,160.9
2015,Kentucky,21,55-64 years,M,688,282516,243.5
2015,Louisiana,22,55-64 years,M,715,286824,249.3
2015,Maine,23,55-64 years,M,125,100839,124.0
2015,Maryland,24,55-64 years,M,573,369551,155.1
2015,Massachusetts,25,55-64 years,M,547,434675,125.8
2015,Michigan,26,55-64 years,M,1458,671762,217.0
2015,Minnesota,27,55-64 years,M,392,360929,108.6
2015,Mississippi,28,55-64 years,M,461,179400,257.0
2015,Missouri,29,55-64 years,M,867,388797,223.0
2015,Montana,30,55-64 years,M,138,74466,185.3
2015,Nebraska,31,55-64 years,M,171,117884,145.1
2015,Nevada,32,55-64 years,M,378,173636,217.7
2015,New Hampshire,33,55-64 years,M,124,99471,124.7
2015,New Jersey,34,55-64 years,M,797,566337,140.7
2015,New Mexico,35,55-64 years,M,245,129423,189.3
2015,New York,36,55-64 years,M,2128,1216582,174.9
2015,North Carolina,37,55-64 years,M,1167,601543,194.0
2015,North Dakota,38,55-64 years,M,84,48047,174.8
2015,Ohio,39,55-64 years,M,1539,773289,199.0
2015,Oklahoma,40,55-64 years,M,719,233771,307.6
2015,Oregon,41,55-64 years,M,335,262454,127.6
2015,Pennsylvania,42,55-64 years,M,1446,871002,166.0
2015,Rhode Island,44,55-64 years,M,119,69119,172.2
2015,South Carolina,45,55-64 years,M,697,301735,231.0
2015,South Dakota,46,55-64 years,M,105,57153,183.7
2015,Tennessee,47,55-64 years,M,1160,406835,285.1
2015,Texas,48,55-64 years,M,2911,1478988,196.8
2015,Utah,49,55-64 years,M,150,139660,107.4
2015,Vermont,50,55-64 years,M,91,47360,192.1
2015,Virginia,51,55-64 years,M,813,509216,159.7
2015,Washington,53,55-64 years,M,589,453189,130.0
2015,West Virginia,54,55-64 years,M,256,131246,195.1
2015,Wisconsin,55,55-64 years,M,626,394703,158.6
2015,Wyoming,56,55-64 years,M,65,41096,158.2
2016,Alabama,01,55-64 years,M,566,307099,184.3
2016,Alaska,02,55-64 years,M,100,49222,203.2
2016,Arizona,04,55-64 years,M,748,394819,189.5
2016,Arkansas,05,55-64 years,M,534,181966,293.5
2016,California,06,55-64 years,M,3562,2273600,156.7
2016,Colorado,08,55-64 years,M,442,341390,129.5
2016,Connecticut,09,55-64 years,M,322,244036,131.9
2016,Delaware,10,55-64 years,M,106,61089,173.5
2016,District of Columbia,11,55-64 years,M,74,33129,223.4
2016,Florida,12,55-64 years,M,2313,1288333,179.5
2016,Georgia,13,55-64 years,M,936,586707,159.5
2016,Hawaii,15,55-64 years,M,112,90419,123.9
2016,Idaho,16,55-64 years,M,160,102098,156.7
2016,Illinois,17,55-64 years,M,1284,802066,160.1
2016,Indiana,18,55-64 years,M,806,421172,191.4
2016,Iowa,19,55-64 years,M,418,206233,202.7
2016,Kansas,20,55-64 years,M,339,181798,186.5
2016,Kentucky,21,55-64 years,M,740,284697,259.9
2016,Louisiana,22,55-64 years,M,723,289116,250.1
2016,Maine,23,55-64 years,M,136,101668,133.8
2016,Maryland,24,55-64 years,M,604,375928,160.7
2016,Massachusetts,25,55-64 years,M,500,440593,113.5
2016,Michigan,26,55-64 years,M,1586,675923,234.6
2016,Minnesota,27,55-64 years,M,414,366436,113.0
2016,Mississippi,28,55-64 years,M,412,180593,228.1
2016,Missouri,29,55-64 years,M,878,394130,222.8
2016,Montana,30,55-64 years,M,128,74659,171.4
2016,Nebraska,31,55-64 years,M,143,119104,120.1
2016,Nevada,32,55-64 years,M,404,177849,227.2
2016,New Hampshire,33,55-64 years,M,174,101481,171.5
2016,New Jersey,34,55-64 years,M,815,575478,141.6
2016,New Mexico,35,55-64 years,M,268,130341,205.6
2016,New York,36,55-64 years,M,2160,1228302,175.9
2016,North Carolina,37,55-64 years,M,1162,615907,188.7
2016,North Dakota,38,55-64 years,M,75,48380,155.0
2016,Ohio,39,55-64 years,M,1557,777623,200.2
2016,Oklahoma,40,55-64 years,M,620,235890,262.8
2016,Oregon,41,55-64 years,M,334,263477,126.8
2016,Pennsylvania,42,55-64 years,M,1539,876000,175.7
2016,Rhode Island,44,55-64 years,M,85,70154,121.2
2016,South Carolina,45,55-64 years,M,651,308195,211.2
2016,South Dakota,46,55-64 years,M,107,57823,185.0
2016,Tennessee,47,55-64 years,M,1161,412145,281.7
2016,Texas,48,55-64 years,M,2949,1510506,195.2
2016,Utah,49,55-64 years,M,154,142971,107.7
2016,Vermont,50,55-64 years,M,94,47409,198.3
2016,Virginia,51,55-64 years,M,805,519437,155.0
2016,Washington,53,55-64 years,M,607,461640,131.5
2016,West Virginia,54,55-64 years,M,313,129545,241.6
2016,Wisconsin,55,55-64 years,M,650,399430,162.7
2016,Wyoming,56,55-64 years,M,71,41032,173.0
2017,Alabama,01,55-64 years,M,635,309412,205.2
2017,Alaska,02,55-64 years,M,74,49121,150.6
2017,Arizona,04,55-64 years,M,760,402826,188.7
2017,Arkansas,05,55-64 years,M,626,183689,340.8
2017,California,06,55-64 years,M,3536,2311806,153.0
2017,Colorado,08,55-64 years,M,408,344808,118.3
2017,Connecticut,09,55-64 years,M,321,246821,130.1
2017,Delaware,10,55-64 years,M,93,62435,149.0
2017,District of Columbia,11,55-64 years,M,66,33144,199.1
2017,Florida,12,55-64 years,M,2374,1321056,179.7
2017,Georgia,13,55-64 years,M,964,599889,160.7
2017,Hawaii,15,55-64 years,M,127,89822,141.4
2017,Idaho,16,55-64 years,M,160,103673,154.3
2017,Illinois,17,55-64 years,M,1232,807403,152.6
2017,Indiana,18,55-64 years,M,875,423965,206.4
2017,Iowa,19,55-64 years,M,379,206568,183.5
2017,Kansas,20,55-64 years,M,345,182516,189.0
2017,Kentucky,21,55-64 years,M,695,286284,242.8
2017,Louisiana,22,55-64 years,M,654,289974,225.5
2017,Maine,23,55-64 years,M,130,102252,127.1
2017,Maryland,24,55-64 years,M,580,382789,151.5
2017,Massachusetts,25,55-64 years,M,511,447502,114.2
2017,Michigan,26,55-64 years,M,1516,679897,223.0
2017,Minnesota,27,55-64 years,M,405,371063,109.1
2017,Mississippi,28,55-64 years,M,479,182123,263.0
2017,Missouri,29,55-64 years,M,846,398397,212.4
2017,Montana,30,55-64 years,M,128,74278,172.3
2017,Nebraska,31,55-64 years,M,156,119764,130.3
2017,Nevada,32,55-64 years,M,382,182463,209.4
2017,New Hampshire,33,55-64 years,M,146,102887,141.9
2017,New Jersey,34,55-64 years,M,848,586428,144.6
2017,New Mexico,35,55-64 years,M,266,131169,202.8
2017,New York,36,55-64 years,M,2163,1244341,173.8
2017,North Carolina,37,55-64 years,M,1189,625948,190.0
2017,North Dakota,38,55-64 years,M,66,48269,136.7
2017,Ohio,39,55-64 years,M,1613,780299,206.7
2017,Oklahoma,40,55-64 years,M,653,237621,274.8
2017,Oregon,41,55-64 years,M,341,263177,129.6
2017,Pennsylvania,42,55-64 years,M,1576,878742,179.3
2017,Rhode Island,44,55-64 years,M,90,71099,126.6
2017,South Carolina,45,55-64 years,M,717,312466,229.5
2017,South Dakota,46,55-64 years,M,104,57999,179.3
2017,Tennessee,47,55-64 years,M,1147,417349,274.8
2017,Texas,48,55-64 years,M,3093,1544989,200.2
2017,Utah,49,55-64 years,M,197,145379,135.5
2017,Vermont,50,55-64 years,M,87,47235,184.2
2017,Virginia,51,55-64 years,M,786,527784,148.9
2017,Washington,53,55-64 years,M,662,467346,141.7
2017,West Virginia,54,55-64 years,M,284,127473,222.8
2017,Wisconsin,55,55-64 years,M,652,403332,161.7
2017,Wyoming,56,55-64 years,M,56,40731,137.5
2018,Alabama,01,55-64 years,M,632,311555,202.9
2018,Alaska,02,55-64 years,M,89,48627,183.0
2018,Arizona,04,55-64 years,M,669,413184,161.9
2018,Arkansas,05,55-64 years,M,562,185005,303.8
2018,California,06,55-64 years,M,3589,2324453,154.4
2018,Colorado,08,55-64 years,M,422,346525,121.8
2018,Connecticut,09,55-64 years,M,340,247296,137.5
2018,Delaware,10,55-64 years,M,75,63601,117.9
2018,District of Columbia,11,55-64 years,M,103,33464,307.8
2018,Florida,12,55-64 years,M,2456,1350800,181.8
2018,Georgia,13,55-64 years,M,1011,610792,165.5
2018,Hawaii,15,55-64 years,M,140,88712,157.8
2018,Idaho,16,55-64 years,M,165,104779,157.5
2018,Illinois,17,55-64 years,M,1241,807085,153.8
2018,Indiana,18,55-64 years,M,866,425033,203.7
2018,Iowa,19,55-64 years,M,439,206316,212.8
2018,Kansas,20,55-64 years,M,333,182060,182.9
2018,Kentucky,21,55-64 years,M,755,287608,262.5
2018,Louisiana,22,55-64 years,M,693,289506,239.4
2018,Maine,23,55-64 years,M,118,102387,115.2
2018,Maryland,24,55-64 years,M,595,385450,154.4
2018,Massachusetts,25,55-64 years,M,553,451692,122.4
2018,Michigan,26,55-64 years,M,1466,681307,215.2
2018,Minnesota,27,55-64 years,M,407,373447,109.0
2018,Mississippi,28,55-64 years,M,459,183107,250.7
2018,Missouri,29,55-64 years,M,920,401127,229.4
2018,Montana,30,55-64 years,M,169,73700,229.3
2018,Nebraska,31,55-64 years,M,166,119990,138.3
2018,Nevada,32,55-64 years,M,390,185719,210.0
2018,New Hampshire,33,55-64 years,M,146,104235,140.1
2018,New Jersey,34,55-64 years,M,835,588230,142.0
2018,New Mexico,35,55-64 years,M,265,130972,202.3
