year,state,state_code,deaths,population,crude_rate
2006,Connecticut,09,399,396246,100.69502278887359
2007,Connecticut,09,368,407514,90.30364600970763
2008,Connecticut,09,378,416490,90.75848159619679
2009,Connecticut,09,392,430784,90.99688010696777
2010,Connecticut,09,376,443452,84.78933458412635
2011,Connecticut,09,375,461663,81.22808195588557
2012,Connecticut,09,404,467473,86.42210352255638
2013,Connecticut,09,369,477383,77.29642655896838
2014,Connecticut,09,357,487261,73.26668869455999
2015,Connecticut,09,395,496966,79.48229858783095
2016,Connecticut,09,417,504555,82.64708505514761
2017,Connecticut,09,427,510519,83.64037381566601
2018,Connecticut,09,440,511805,85.9702425728549
2019,Connecticut,09,393,513455,76.54030051319006
1999,Delaware,10,130,69886,186.0172280571216
2000,Delaware,10,156,71519,218.12385519931766
2001,Delaware,10,152,74242,204.73586379677272
2002,Delaware,10,121,79580,152.0482533299824
2003,Delaware,10,129,84166,153.26854074091676
2004,Delaware,10,147,88569,165.97229278867323
2005,Delaware,10,169,93127,181.4726126687212
2006,Delaware,10,133,97724,136.09758094224551
2007,Delaware,10,155,101227,153.12120284113922
2008,Delaware,10,158,104777,150.79645342012083
2009,Delaware,10,141,107654,130.97516116447136
2010,Delaware,10,135,110929,121.69946542382966
2011,Delaware,10,143,116232,123.02980246403745
2012,Delaware,10,118,117715,100.24211018137025
2013,Delaware,10,156,120827,129.11021543198126
2014,Delaware,10,137,124032,110.45536635706915
2015,Delaware,10,147,127788,115.03427551882805
2016,Delaware,10,146,130645,111.75322438669677
2017,Delaware,10,143,133226,107.33640580667438
2018,Delaware,10,102,135639,75.1996107314268
2019,Delaware,10,129,137730,93.66151165323458
1999,District of Columbia,11,93,48709,190.92980763308628
2000,District of Columbia,11,110,49783,220.9589618946227
2001,District of Columbia,11,135,51090,264.2395772166765
2002,District of Columbia,11,137,53562,255.77835032299018
2003,District of Columbia,11,141,55081,255.98663786060527
2004,District of Columbia,11,123,56734,216.8012126767018
2005,District of Columbia,11,131,58249,224.89656474789268
2006,District of Columbia,11,139,59845,232.26668894644496
2007,District of Columbia,11,142,60898,233.17678741502186
2008,District of Columbia,11,141,61624,228.8069583279242
2009,District of Columbia,11,92,62750,146.61354581673305
2010,District of Columbia,11,140,63977,218.82864154305452
2011,District of Columbia,11,104,66752,155.80057526366252
2012,District of Columbia,11,122,67538,180.63904764725044
2013,District of Columbia,11,126,68604,183.66276018891028
2014,District of Columbia,11,135,69000,195.6521739130435
2015,District of Columbia,11,119,69689,170.75865631591788
2016,District of Columbia,11,123,70044,175.60390611615557
2017,District of Columbia,11,102,70127,145.45039713662354
2018,District of Columbia,11,149,70302,211.94276123012145
2019,District of Columbia,11,119,69876,170.30167725685502
1999,Florida,12,3008,1509450,199.2778826724966
2000,Florida,12,2896,1559013,185.7585536490074
2001,Florida,12,3014,1628075,185.12660657524992
2002,Florida,12,2938,1734211,169.41421776242913
2003,Florida,12,2984,1825070,163.50057806001962
2004,Florida,12,3022,1923778,157.0867324608141
2005,Florida,12,2942,2023617,145.38324198699655
2006,Florida,12,2962,2108308,140.49180669996983
2007,Florida,12,2799,2171797,128.87944867775394
2008,Florida,12,2834,2217834,127.7823317705473
2009,Florida,12,2810,2274599,123.53825883155667
2010,Florida,12,2908,2337668,124.39747645944591
2011,Florida,12,2841,2433669,116.73732130375988
2012,Florida,12,2941,2463778,119.36952111756823
2013,Florida,12,2913,2506318,116.22627296296798
2014,Florida,12,3110,2573746,120.83554476626675
2015,Florida,12,3113,2653663,117.30954533412871
2016,Florida,12,3194,2727163,117.11804538269257
2017,Florida,12,3261,2797628,116.56303125361913
2018,Florida,12,3343,2854601,117.10918618749172
2019,Florida,12,3350,2898355,115.58280472888931
1999,Georgia,13,1399,642834,217.6300569042708
2000,Georgia,13,1328,661456,200.76921216226023
2001,Georgia,13,1310,692052,189.29213411708946
2002,Georgia,13,1357,742675,182.717877941226
2003,Georgia,13,1400,787342,177.81345336588166
2004,Georgia,13,1301,829508,156.8399581438636
2005,Georgia,13,1276,876063,145.6516255109507
2006,Georgia,13,1243,920050,135.10135318732677
2007,Georgia,13,1185,963487,122.99076168126814
2008,Georgia,13,1149,997267,115.2148822732528
2009,Georgia,13,1222,1036484,117.89858791838562
2010,Georgia,13,1260,1069557,117.80578314199244
2011,Georgia,13,1239,1115955,111.02598223046628
2012,Georgia,13,1181,1134511,104.09771258277796
2013,Georgia,13,1332,1155188,115.30590691731562
2014,Georgia,13,1327,1179203,112.53363500601677
2015,Georgia,13,1377,1209172,113.8795804070885
2016,Georgia,13,1351,1236811,109.23253431607577
2017,Georgia,13,1395,1263562,110.40218050242093
2018,Georgia,13,1438,1285682,111.84725305324335
2019,Georgia,13,1374,1307533,105.08338986473
1999,Hawaii,15,178,103642,171.74504544489687
2000,Hawaii,15,172,106961,160.806275184413
2001,Hawaii,15,144,112826,127.6301561696772
2002,Hawaii,15,163,120150,135.66375364128174
2003,Hawaii,15,152,127779,118.95538390502352
2004,Hawaii,15,148,136741,108.23381429125133
2005,Hawaii,15,150,144668,103.68568031631044
2006,Hawaii,15,175,151933,115.18235011485325
2007,Hawaii,15,158,159336,99.16152030928353
2008,Hawaii,15,174,165503,105.13404590853338
2009,Hawaii,15,149,171079,87.09426639155011
2010,Hawaii,15,140,175562,79.74390813501783
2011,Hawaii,15,176,179596,97.99772823448184
2012,Hawaii,15,196,181200,108.16777041942605
2013,Hawaii,15,174,179346,97.01916964972735
2014,Hawaii,15,181,179789,100.67356734839173
2015,Hawaii,15,170,179443,94.7376046989852
2016,Hawaii,15,151,184406,81.88453737947789
2017,Hawaii,15,171,183072,93.40587309910855
2018,Hawaii,15,192,180727,106.23758486557072
2019,Hawaii,15,159,179137,88.75888286618621
1999,Idaho,16,170,104652,162.44314489928524
2000,Idaho,16,178,107529,165.53673892624315
2001,Idaho,16,159,112692,141.09253540624002
2002,Idaho,16,184,120481,152.72117595305482
2003,Idaho,16,190,127910,148.54194355406145
2004,Idaho,16,172,135383,127.04697044680645
2005,Idaho,16,169,144231,117.17314585629997
2006,Idaho,16,186,153217,121.39645078548725
2007,Idaho,16,181,161630,111.98416135618388
2008,Idaho,16,171,168248,101.63568066188007
2009,Idaho,16,231,174897,132.07773718245596
2010,Idaho,16,165,180313,91.5075452130462
2011,Idaho,16,191,188817,101.15614589787997
2012,Idaho,16,173,192165,90.02679988551506
2013,Idaho,16,195,196012,99.48370507928087
2014,Idaho,16,209,199565,104.72778292786812
2015,Idaho,16,231,203570,113.47448052267033
2016,Idaho,16,213,208250,102.28091236494598
2017,Idaho,16,209,211747,98.70269708661752
2018,Idaho,16,219,214850,101.93158017221316
2019,Idaho,16,200,218360,91.59186664224217
1999,Illinois,17,2274,1029288,220.92941917131066
2000,Illinois,17,2114,1040633,203.14558542733124
2001,Illinois,17,2098,1063657,197.24403637638824
2002,Illinois,17,2121,1121108,189.1878391733892
2003,Illinois,17,2036,1164884,174.7813516195604
2004,Illinois,17,1983,1206900,164.3052448421576
2005,Illinois,17,1963,1254152,156.52010282645165
2006,Illinois,17,1961,1301167,150.71086186477217
2007,Illinois,17,1924,1342516,143.3130033459564
2008,Illinois,17,1975,1380334,143.0813122041477
2009,Illinois,17,1886,1428967,131.98345378164785
2010,Illinois,17,1865,1473207,126.59456546160858
2011,Illinois,17,1979,1537348,128.7281734519445
2012,Illinois,17,1976,1557881,126.83895624890476
2013,Illinois,17,1878,1589904,118.12033934124324
2014,Illinois,17,1836,1619080,113.39773204535909
2015,Illinois,17,1858,1644616,112.97470047719345
2016,Illinois,17,1795,1655713,108.41250868960987
2017,Illinois,17,1704,1666188,102.2693717635705
2018,Illinois,17,1764,1665187,105.9340482480346
2019,Illinois,17,1641,1658283,98.95777741193753
1999,Indiana,18,1146,522962,219.13638084602704
2000,Indiana,18,1156,529844,218.17742580835113
2001,Indiana,18,1093,542610,201.43381065590387
2002,Indiana,18,1038,574351,180.72572346874995
2003,Indiana,18,1091,598272,182.35852588789047
2004,Indiana,18,1066,622598,171.21802511411857
2005,Indiana,18,1024,649036,157.77245021847787
2006,Indiana,18,1056,674227,156.62380770867972
2007,Indiana,18,1008,699158,144.17342002809093
2008,Indiana,18,1101,719819,152.95511788380134
2009,Indiana,18,1027,747106,137.4637601625472
2010,Indiana,18,1059,769143,137.6857099395041
2011,Indiana,18,1175,803177,146.29402983402164
2012,Indiana,18,1098,812629,135.11700911486054
2013,Indiana,18,1045,829486,125.98163199861118
2014,Indiana,18,1112,842381,132.00677603127326
2015,Indiana,18,1160,855764,135.55139033658813
2016,Indiana,18,1133,864467,131.06341826813517
2017,Indiana,18,1198,870607,137.6051421594359
2018,Indiana,18,1172,873286,134.20574702903747
2019,Indiana,18,1111,875082,126.9595306496991
1999,Iowa,19,475,255776,185.70937069936195
2000,Iowa,19,477,257412,185.30604633816606
2001,Iowa,19,453,262251,172.7352803230493
2002,Iowa,19,442,275536,160.41461006910168
2003,Iowa,19,490,286451,171.05892456301427
2004,Iowa,19,461,297811,154.79616266692634
2005,Iowa,19,454,309928,146.48563537337705
2006,Iowa,19,478,323025,147.97616283569383
2007,Iowa,19,457,336911,135.64413153622175
2008,Iowa,19,478,348104,137.31528508721533
2009,Iowa,19,515,361422,142.4927093536088
2010,Iowa,19,497,372750,133.33333333333334
2011,Iowa,19,532,389049,136.74370066495482
2012,Iowa,19,582,393632,147.85383302170555
2013,Iowa,19,558,401545,138.96325442976504
2014,Iowa,19,541,407141,132.87779909171513
2015,Iowa,19,487,413317,117.82723672145109
2016,Iowa,19,567,415998,136.2987322054433
2017,Iowa,19,540,417559,129.32304177373737
2018,Iowa,19,582,417537,139.3888445814383
2019,Iowa,19,615,415696,147.94465186097534
1999,Kansas,20,401,217720,184.18151754547125
2000,Kansas,20,378,220253,171.62081787762256
2001,Kansas,20,351,225990,155.31660692951016
2002,Kansas,20,335,239555,139.84262486694078
2003,Kansas,20,376,250711,149.97347543586042
2004,Kansas,20,360,261557,137.63730276765676
2005,Kansas,20,391,273620,142.89891089832616
2006,Kansas,20,387,285458,135.57160773213573
2007,Kansas,20,310,297973,104.0362717427418
2008,Kansas,20,366,308123,118.78373247047446
2009,Kansas,20,375,320851,116.87668107626281
2010,Kansas,20,406,331247,122.56714777794215
2011,Kansas,20,415,346152,119.8895282997065
2012,Kansas,20,401,351110,114.20922218108285
2013,Kansas,20,376,356847,105.36728625993774
2014,Kansas,20,420,362462,115.87421577986107
2015,Kansas,20,421,367203,114.65047943508087
2016,Kansas,20,456,372194,122.51675201642153
2017,Kansas,20,471,373644,126.05581783729967
2018,Kansas,20,465,373425,124.52299658565977
2019,Kansas,20,454,371505,122.20562307371368
1999,Kentucky,21,921,365988,251.64759500311487
2000,Kentucky,21,861,372595,231.08200593137323
2001,Kentucky,21,905,382298,236.7263234440149
2002,Kentucky,21,842,405555,207.6167227626339
2003,Kentucky,21,923,423593,217.89784061587417
2004,Kentucky,21,860,440485,195.23933845647412
2005,Kentucky,21,888,458920,193.49777739039484
2006,Kentucky,21,832,477485,174.24631140245242
2007,Kentucky,21,853,493319,172.91042915436057
2008,Kentucky,21,883,508641,173.59984743660067
2009,Kentucky,21,924,524383,176.20708527927107
2010,Kentucky,21,864,538993,160.29892781538908
2011,Kentucky,21,932,560468,166.28960083358908
2012,Kentucky,21,1003,562778,178.2230293295047
2013,Kentucky,21,938,571744,164.05943918956737
2014,Kentucky,21,957,578122,165.5359941327263
2015,Kentucky,21,980,585545,167.36544586667122
2016,Kentucky,21,1026,590470,173.75988619235525
2017,Kentucky,21,988,594559,166.17358411864927
2018,Kentucky,21,1043,597345,174.6059647272514
2019,Kentucky,21,963,598289,160.95900141904664
1999,Louisiana,22,943,373236,252.65515652295062
2000,Louisiana,22,935,379048,246.67060636119962
2001,Louisiana,22,933,388603,240.09078674122435
2002,Louisiana,22,940,410797,228.82348215785413
2003,Louisiana,22,994,429397,231.48741141647474
2004,Louisiana,22,916,447326,204.77235841422137
2005,Louisiana,22,988,466747,211.67784688492912
2006,Louisiana,22,962,463919,207.363785488415
2007,Louisiana,22,929,482395,192.58076887198249
2008,Louisiana,22,978,499672,195.7283978289758
2009,Louisiana,22,982,519317,189.0945222282344
2010,Louisiana,22,1001,535562,186.90646461100675
2011,Louisiana,22,928,560025,165.70688808535334
2012,Louisiana,22,1006,566887,177.46041098137724
2013,Louisiana,22,1028,577651,177.96212592032214
2014,Louisiana,22,1076,587866,183.03490931606862
2015,Louisiana,22,1020,597530,170.70272622295113
2016,Louisiana,22,1008,603021,167.1583576691359
2017,Louisiana,22,952,606191,157.04621150759417
2018,Louisiana,22,957,606266,157.85150412525195
2019,Louisiana,22,935,604670,154.62979807167545
1999,Maine,23,193,119812,161.0857009314593
2000,Maine,23,196,123187,159.10769805255427
2001,Maine,23,200,127562,156.78650381775137
2002,Maine,23,203,136668,148.53513624257323
2003,Maine,23,185,144561,127.97365817890025
2004,Maine,23,165,152551,108.16054958669561
2005,Maine,23,188,160575,117.07924645804142
2006,Maine,23,210,168298,124.7786664131481
2007,Maine,23,196,175043,111.97248676039601
2008,Maine,23,202,180655,111.81533862887824
2009,Maine,23,181,186977,96.80335014467019
2010,Maine,23,168,192101,87.4539955544219
2011,Maine,23,175,199958,87.51837885956051
2012,Maine,23,171,201448,84.88542949048886
2013,Maine,23,167,204129,81.81101166419273
2014,Maine,23,171,206375,82.85887341005451
2015,Maine,23,175,208606,83.89020450034994
2016,Maine,23,170,210290,80.84074373484236
2017,Maine,23,188,211432,88.91747701388626
2018,Maine,23,146,211981,68.87409720682514
2019,Maine,23,167,211560,78.93741728114956
1999,Maryland,24,927,458782,202.05675026483166
2000,Maryland,24,883,470376,187.7221626953756
2001,Maryland,24,880,488309,180.21375809170013
2002,Maryland,24,903,522424,172.84810805016616
2003,Maryland,24,908,549132,165.35186439690276
2004,Maryland,24,918,574946,159.66716874280365
2005,Maryland,24,919,597231,153.8768081362153
2006,Maryland,24,911,618251,147.35115673084235
2007,Maryland,24,895,636108,140.69937809302823
2008,Maryland,24,910,652083,139.55278699184
2009,Maryland,24,969,675736,143.3991973196633
2010,Maryland,24,959,695768,137.83330075542423
2011,Maryland,24,874,726370,120.32435260266807
2012,Maryland,24,865,736727,117.41119844935777
2013,Maryland,24,876,750387,116.73976228266214
2014,Maryland,24,853,765391,111.4463065282973
2015,Maryland,24,850,781728,108.73347251217815
2016,Maryland,24,867,794068,109.18460383745473
2017,Maryland,24,801,808007,99.13280454253491
2018,Maryland,24,844,812734,103.84701513656374
2019,Maryland,24,825,818519,100.7917959143282
1999,Massachusetts,25,824,534483,154.1676723113738
2000,Massachusetts,25,788,546407,144.2148435140838
2001,Massachusetts,25,784,564678,138.84018856764388
2002,Massachusetts,25,808,602113,134.19407984879913
2003,Massachusetts,25,832,630522,131.9541586177802
2004,Massachusetts,25,789,657707,119.96223242264413
2005,Massachusetts,25,734,683120,107.44817894367021
2006,Massachusetts,25,705,708544,99.49981934784572
2007,Massachusetts,25,754,732176,102.98070409300497
2008,Massachusetts,25,741,752529,98.46796601858533
2009,Massachusetts,25,742,779883,95.14247649968009
2010,Massachusetts,25,733,803369,91.24076233959737
2011,Massachusetts,25,732,837865,87.36490962147839
2012,Massachusetts,25,723,850031,85.05572149721598
2013,Massachusetts,25,709,867128,81.76416861178511
2014,Massachusetts,25,692,885298,78.16577017004444
2015,Massachusetts,25,722,904845,79.79267167304897
2016,Massachusetts,25,666,917004,72.62781841736786
2017,Massachusetts,25,674,931452,72.36014308842539
2018,Massachusetts,25,691,939167,73.57583901478651
2019,Massachusetts,25,662,943190,70.18734295316956
1999,Michigan,26,2051,849844,241.3384103435454
2000,Michigan,26,2029,863039,235.0994566873571
2001,Michigan,26,1910,885690,215.65107430365026
2002,Michigan,26,1918,939378,204.17765798219673
2003,Michigan,26,1978,981919,201.44227782536035
2004,Michigan,26,1879,1024311,183.44038089994152
2005,Michigan,26,2075,1067060,194.45954304350272
2006,Michigan,26,1960,1109265,176.69357637715063
2007,Michigan,26,2015,1146857,175.69758043069012
2008,Michigan,26,1916,1175776,162.95620934599788
2009,Michigan,26,1918,1216437,157.6735992081793
2010,Michigan,26,1975,1251997,157.7479818242376
2011,Michigan,26,2162,1304153,165.778095054798
2012,Michigan,26,2128,1321837,160.98807946819466
2013,Michigan,26,2120,1347308,157.35080620021554
2014,Michigan,26,2270,1366332,166.13824458477148
2015,Michigan,26,2076,1383886,150.01235650913443
2016,Michigan,26,2238,1392778,160.686053340877
2017,Michigan,26,2074,1400230,148.11852338544384
2018,Michigan,26,2032,1402804,144.8527378022874
2019,Michigan,26,2007,1399535,143.40477372841693
1999,Minnesota,27,501,395829,126.56980665893606
2000,Minnesota,27,473,404869,116.82791223827955
2001,Minnesota,27,500,419324,119.23953792294265
2002,Minnesota,27,444,445928,99.5676432069751
2003,Minnesota,27,442,467572,94.53089577647934
2004,Minnesota,27,446,489300,91.15062333946453
2005,Minnesota,27,466,512412,90.94244475148903
2006,Minnesota,27,432,536391,80.5382640648333
2007,Minnesota,27,450,561123,80.1963205928112
2008,Minnesota,27,462,582155,79.36030782180003
2009,Minnesota,27,455,608257,74.80390690119472
2010,Minnesota,27,430,629364,68.32294189054348
2011,Minnesota,27,482,661215,72.89610792253654
2012,Minnesota,27,492,675419,72.84367185406393
2013,Minnesota,27,494,695366,71.0417247895353
2014,Minnesota,27,538,711836,75.57920644642867
2015,Minnesota,27,495,727971,67.99721417474048
2016,Minnesota,27,515,739313,69.6592647498421
2017,Minnesota,27,511,749028,68.22174871967404
2018,Minnesota,27,531,754445,70.38286422469497
2019,Minnesota,27,469,756421,62.00250918470005
1999,Mississippi,28,697,242369,287.57803184400643
2000,Mississippi,28,699,245823,284.35093542915024
2001,Mississippi,28,623,251411,247.80140884845932
2002,Mississippi,28,701,265001,264.5273036705522
2003,Mississippi,28,633,275436,229.81745305624537
2004,Mississippi,28,672,286523,234.53614544033113
2005,Mississippi,28,703,297902,235.98364562842812
2006,Mississippi,28,633,308496,205.1890462112961
2007,Mississippi,28,667,318811,209.2148639789719
2008,Mississippi,28,675,327476,206.1219753508654
2009,Mississippi,28,621,337648,183.9193479600057
2010,Mississippi,28,604,347325,173.90052544446843
2011,Mississippi,28,613,360476,170.05293001475826
2012,Mississippi,28,712,363272,195.99638838115794
2013,Mississippi,28,688,367728,187.09480920680502
2014,Mississippi,28,714,372995,191.4234775265084
2015,Mississippi,28,665,377667,176.08104494170792
2016,Mississippi,28,619,380829,162.5401426887133
2017,Mississippi,28,692,384075,180.17314326628915
2018,Mississippi,28,677,385893,175.43723260074682
2019,Mississippi,28,717,385911,185.7941338806098
1999,Missouri,29,1155,499269,231.33821647248277
2000,Missouri,29,1031,507398,203.19354825994586
2001,Missouri,29,1087,520334,208.9042807120042
2002,Missouri,29,1111,549240,202.27951350957687
2003,Missouri,29,1071,571811,187.29964970943195
2004,Missouri,29,1089,593721,183.41948490957873
2005,Missouri,29,1038,616966,168.24265842850335
2006,Missouri,29,1145,640898,178.65557389787455
2007,Missouri,29,1086,662533,163.91636341133196
2008,Missouri,29,1221,680290,179.4822796160461
2009,Missouri,29,1119,702887,159.20055428539723
2010,Missouri,29,1190,723278,164.5287150998648
2011,Missouri,29,1188,753697,157.62302357578707
2012,Missouri,29,1186,762756,155.48878016036582
2013,Missouri,29,1241,778014,159.50869778692928
2014,Missouri,29,1291,790529,163.30836692898046
2015,Missouri,29,1259,805142,156.3699322603963
2016,Missouri,29,1205,815760,147.7150142198686
2017,Missouri,29,1246,824255,151.16681124166672
2018,Missouri,29,1282,829541,154.5432956297519
2019,Missouri,29,1238,830732,149.02519705512728
1999,Montana,30,112,83236,134.55716276611082
2000,Montana,30,145,85119,170.34974565020735
2001,Montana,30,143,88135,162.2510920746582
2002,Montana,30,151,93830,160.9293402962805
2003,Montana,30,139,98903,140.54174291983054
2004,Montana,30,135,104861,128.7418582695187
2005,Montana,30,136,110849,122.68942435204647
2006,Montana,30,133,117054,113.62277239564645
2007,Montana,30,153,123481,123.90570209181979
2008,Montana,30,155,128789,120.35189340704564
2009,Montana,30,156,134566,115.92824338986074
2010,Montana,30,147,138858,105.8635440521972
2011,Montana,30,165,144927,113.85042124655861
2012,Montana,30,188,146833,128.03661302295805
2013,Montana,30,186,149156,124.70165464346053
2014,Montana,30,197,150394,130.98926818889052
2015,Montana,30,178,151479,117.50803741772788
2016,Montana,30,187,152474,122.64386059262563
2017,Montana,30,175,152169,115.00371297701896
2018,Montana,30,226,151387,149.28626632405687
2019,Montana,30,188,150008,125.32664924537359
1999,Nebraska,31,202,140276,144.00182497362343
2000,Nebraska,31,155,141540,109.50967924261693
2001,Nebraska,31,190,144935,131.09324869769208
2002,Nebraska,31,210,152607,137.6083665886886
2003,Nebraska,31,177,159323,111.09507101925021
2004,Nebraska,31,177,167065,105.94678717864305
2005,Nebraska,31,163,175147,93.06468280929734
2006,Nebraska,31,161,183424,87.77477320307048
2007,Nebraska,31,170,191381,88.82804458122801
2008,Nebraska,31,145,198421,73.07694246072744
2009,Nebraska,31,158,206615,76.47073058587227
2010,Nebraska,31,193,213176,90.53551994596015
2011,Nebraska,31,178,223573,79.61605381687413
2012,Nebraska,31,170,227046,74.87469499572774
2013,Nebraska,31,201,231304,86.89862691522845
2014,Nebraska,31,210,234892,89.40278936702826
2015,Nebraska,31,239,238715,100.11938922983475
2016,Nebraska,31,195,241172,80.85515731511121
2017,Nebraska,31,199,242601,82.02769155939177
2018,Nebraska,31,208,243048,85.57980316645272
2019,Nebraska,31,190,242293,78.41745324875254
1999,Nevada,32,408,181820,224.39775602243975
2000,Nevada,32,390,190199,205.0483966792675
2001,Nevada,32,448,203982,219.62722200978519
