year,state,state_code,deaths,population,crude_rate,unemployment_rate,poverty_rate,cigarette_tax_per_pack,expansion_year,treat_post
2000,Arizona,04,6854.0,1070276.0,640.395561518711,4.0,12.5,0.58,2014,0
2001,Arizona,04,7042.0,1128753.0,623.8743108545448,4.7,13.2,0.58,2014,0
2002,Arizona,04,7594.0,1179404.0,643.8845382922223,6.2,13.6,0.58,2014,0
2003,Arizona,04,7815.0,1230617.0,635.0472974125987,5.8,13.9,1.18,2014,0
2004,Arizona,04,8028.0,1286040.0,624.241858729122,5.0,14.6,1.18,2014,0
2005,Arizona,04,8686.0,1353018.0,641.9722427935179,4.6,14.4,1.18,2014,0
2006,Arizona,04,8872.0,1417801.0,625.7577755975627,4.3,14.2,1.18,2014,0
2007,Arizona,04,8878.0,1468199.0,604.6864219359909,3.7,14.1,2.0,2014,0
2008,Arizona,04,9121.0,1507727.0,604.9503656829121,5.8,14.7,2.0,2014,0
2009,Arizona,04,9157.0,1540845.0,594.2843050404161,9.7,16.5,2.0,2014,0
2010,Arizona,04,9441.0,1568774.0,601.8075261318711,10.4,17.6,2.0,2014,0
2011,Arizona,04,9629.0,1598632.0,602.3274900039534,9.5,19.0,2.0,2014,0
2012,Arizona,04,9901.0,1603872.0,617.3185890145847,8.4,18.7,2.0,2014,0
2013,Arizona,04,10067.0,1613067.0,624.0906298374463,7.8,18.6,2.0,2014,0
2014,Arizona,04,10127.0,1633417.0,619.9886495610123,6.8,18.2,2.0,2014,1
2015,Arizona,04,10529.0,1657469.0,635.2456667364518,6.1,17.4,2.0,2014,1
2016,Arizona,04,10955.0,1678039.0,652.845374869118,5.5,16.4,2.0,2014,1
2017,Arizona,04,10679.0,1694017.0,630.3950904861049,5.0,14.9,2.0,2014,1
2018,Arizona,04,10938.0,1717067.0,637.0164938234792,4.8,14.1,2.0,2014,1
2019,Arizona,04,10851.0,1732884.0,626.1815562957474,4.8,13.5,2.0,2014,1
1999,Arkansas,05,4665.0,591060.0,789.2599736067405,4.5,15.1,0.315,2014,0
2000,Arkansas,05,4883.0,606302.0,805.3742194483937,4.2,15.0,0.315,2014,0
2001,Arkansas,05,4927.0,625960.0,787.110997507828,4.8,15.9,0.315,2014,0
2002,Arkansas,05,5242.0,642505.0,815.8691372051579,5.3,16.3,0.34,2014,0
2003,Arkansas,05,5378.0,657421.0,818.0450578852821,5.8,16.0,0.59,2014,0
2004,Arkansas,05,5529.0,673738.0,820.6454140927185,5.6,15.6,0.59,2014,0
2005,Arkansas,05,5664.0,691183.0,819.464599100383,5.3,17.2,0.59,2014,0
2006,Arkansas,05,5776.0,709982.0,813.5417517627208,5.2,17.3,0.59,2014,0
2007,Arkansas,05,5886.0,724609.0,812.3001508399702,5.4,17.6,0.59,2014,0
2008,Arkansas,05,6219.0,737074.0,843.741605320497,5.4,17.3,0.59,2014,0
2009,Arkansas,05,6195.0,749138.0,826.9504417076693,7.7,18.5,1.15,2014,0
2010,Arkansas,05,6170.0,758257.0,813.7082809654247,7.8,18.7,1.15,2014,0
2011,Arkansas,05,6456.0,767111.0,841.5991949013899,7.9,19.3,1.15,2014,0
2012,Arkansas,05,6506.0,761087.0,854.8299997240789,7.2,19.6,1.15,2014,0
2013,Arkansas,05,6520.0,758066.0,860.0834228154276,7.0,19.4,1.15,2014,0
2014,Arkansas,05,6647.0,755423.0,879.9043714581102,5.9,18.7,1.15,2014,1
2015,Arkansas,05,6773.0,756882.0,894.8554728478152,5.0,18.7,1.15,2014,1
2016,Arkansas,05,6847.0,757242.0,904.2023553896905,4.0,17.2,1.15,2014,1
2017,Arkansas,05,6934.0,756507.0,916.581075918663,3.7,16.3,1.15,2014,1
2018,Arkansas,05,6714.0,753134.0,891.4748238693247,3.6,16.8,1.15,2014,1
2019,Arkansas,05,6733.0,747576.0,900.6442154376277,3.5,16.0,1.15,2014,1
1999,California,06,38712.0,6732357.0,575.0140701094729,5.3,13.7,0.87,2014,0
2000,California,06,39326.0,6945728.0,566.189750016125,4.9,12.7,0.87,2014,0
2001,California,06,41017.0,7262695.0,564.7628049918109,5.5,12.9,0.87,2014,0
2002,California,06,41824.0,7531818.0,555.2975390536521,6.7,13.3,0.87,2014,0
2003,California,06,43866.0,7797979.0,562.5303684454651,6.9,13.7,0.87,2014,0
2004,California,06,43867.0,8035211.0,545.9346369373499,6.2,13.2,0.87,2014,0
2005,California,06,45307.0,8279719.0,547.2045609277319,5.4,13.3,0.87,2014,0
2006,California,06,46152.0,8498120.0,543.0848234668374,4.9,13.1,0.87,2014,0
2007,California,06,46598.0,8705909.0,535.2456590115977,5.3,12.4,0.87,2014,0
2008,California,06,46661.0,8907401.0,523.8452832650063,7.3,13.3,0.87,2014,0
2009,California,06,47354.0,9125993.0,518.8914784396613,11.5,14.2,0.87,2014,0
2010,California,06,46708.0,9288864.0,502.83866789308144,12.3,15.8,0.87,2014,0
2011,California,06,48069.0,9470194.0,507.5819988481756,11.7,16.6,0.87,2014,0
2012,California,06,48523.0,9535809.0,508.85037651236513,10.4,17.0,0.87,2014,0
2013,California,06,48605.0,9615601.0,505.48062466402257,9.0,16.8,0.87,2014,0
2014,California,06,49138.0,9763144.0,503.3009858299744,7.6,16.4,0.87,2014,1
2015,California,06,49921.0,9876676.0,505.4433293144374,6.2,15.4,0.87,2014,1
2016,California,06,50546.0,9884015.0,511.39137283785993,5.5,14.4,0.87,2014,1
2017,California,06,49966.0,9925366.0,503.41720396003535,4.8,13.3,2.87,2014,1
2018,California,06,49663.0,9853200.0,504.0291478910405,4.3,12.8,2.87,2014,1
2019,California,06,49236.0,9766380.0,504.13766410891236,4.1,11.8,2.87,2014,1
1999,Colorado,08,4562.0,922105.0,494.73758411460733,3.0,8.9,0.2,2014,0
2000,Colorado,08,4734.0,953432.0,496.5220382785558,2.7,8.9,0.2,2014,0
2001,Colorado,08,4868.0,1007267.0,483.28794649283657,3.8,8.7,0.2,2014,0
2002,Colorado,08,5324.0,1049321.0,507.3757220145218,5.7,9.5,0.2,2014,0
2003,Colorado,08,5553.0,1089599.0,509.6370316052052,6.1,10.0,0.2,2014,0
2004,Colorado,08,5570.0,1125413.0,494.92941702290625,5.6,10.2,0.2,2014,0
2005,Colorado,08,5788.0,1168558.0,495.3113153134033,5.1,10.9,0.84,2014,0
2006,Colorado,08,5858.0,1211687.0,483.4581868089697,4.2,11.6,0.84,2014,0
2007,Colorado,08,6170.0,1252323.0,492.6843953197378,3.7,11.5,0.84,2014,0
2008,Colorado,08,6481.0,1286548.0,503.7511231605817,4.8,11.2,0.84,2014,0
2009,Colorado,08,6647.0,1319651.0,503.6937796432541,8.0,12.6,0.84,2014,0
2010,Colorado,08,6607.0,1340342.0,492.9338929914902,9.2,13.2,0.84,2014,0
2011,Colorado,08,7020.0,1363002.0,515.0395964202547,8.7,13.4,0.84,2014,0
2012,Colorado,08,6959.0,1367297.0,508.960379493263,8.0,13.6,0.84,2014,0
2013,Colorado,08,6976.0,1373276.0,507.9823720796111,6.7,12.9,0.84,2014,0
2014,Colorado,08,7131.0,1384601.0,515.0220171731784,5.0,12.1,0.84,2014,1
2015,Colorado,08,7265.0,1399924.0,518.9567433660685,3.7,11.5,0.84,2014,1
2016,Colorado,08,7458.0,1417033.0,526.3109610009083,3.1,11.0,0.84,2014,1
2017,Colorado,08,7437.0,1421613.0,523.1381536325287,2.6,10.3,0.84,2014,1
2018,Colorado,08,7333.0,1420771.0,516.1282148917735,3.0,9.7,0.84,2014,1
2019,Colorado,08,7463.0,1419163.0,525.8733492910962,2.7,9.4,0.84,2014,1
1999,Connecticut,09,4194.0,771779.0,543.4198131848625,2.5,7.5,0.5,2014,0
2000,Connecticut,09,4389.0,789420.0,555.9778064908414,2.1,7.3,0.5,2014,0
2001,Connecticut,09,4269.0,820033.0,520.5888055724587,2.9,7.1,0.5,2014,0
2002,Connecticut,09,4389.0,846241.0,518.6465794023215,4.4,7.8,1.11,2014,0
2003,Connecticut,09,4565.0,872795.0,523.0323271787763,5.4,8.0,1.51,2014,0
2004,Connecticut,09,4506.0,896836.0,502.4329977833183,5.0,9.1,1.51,2014,0
2005,Connecticut,09,4507.0,921577.0,489.053003709945,4.9,8.3,1.51,2014,0
2006,Connecticut,09,4568.0,946705.0,482.5156727808557,4.4,8.3,1.51,2014,0
2007,Connecticut,09,4646.0,966634.0,480.63693186873206,4.5,7.9,1.51,2014,0
2008,Connecticut,09,4675.0,982536.0,475.80953776757286,5.6,9.1,2.0,2014,0
2009,Connecticut,09,4683.0,1003524.0,466.6555059968671,8.3,9.3,2.0,2014,0
2010,Connecticut,09,4725.0,1019049.0,463.6675959644727,9.5,10.1,3.0,2014,0
2011,Connecticut,09,4807.0,1034162.0,464.8207921002705,9.0,10.8,3.0,2014,0
2012,Connecticut,09,4892.0,1034010.0,473.1095443951219,8.4,10.6,3.4,2014,0
2013,Connecticut,09,4888.0,1033761.0,472.8365647378843,7.9,10.7,3.4,2014,0
2014,Connecticut,09,4865.0,1034514.0,470.26913120557094,6.6,10.8,3.4,2014,1
2015,Connecticut,09,5027.0,1034933.0,485.73192660780944,5.6,10.6,3.4,2014,1
2016,Connecticut,09,5019.0,1028705.0,487.8949747498068,4.9,9.9,3.65,2014,1
2017,Connecticut,09,4976.0,1022836.0,486.49050287631644,4.4,9.7,3.9,2014,1
2018,Connecticut,09,5089.0,1006756.0,505.48494372022617,3.9,10.3,4.35,2014,1
2019,Connecticut,09,5105.0,990360.0,515.4691223393513,3.6,9.9,4.35,2014,1
1999,Delaware,10,1100.0,170714.0,644.352542849444,3.2,9.4,0.24,2014,0
2000,Delaware,10,1168.0,175518.0,665.4588133410819,3.4,8.7,0.24,2014,0
2001,Delaware,10,1277.0,183805.0,694.7580316095862,3.5,8.4,0.24,2014,0
2002,Delaware,10,1213.0,191073.0,634.8359004150246,4.1,9.3,0.24,2014,0
2003,Delaware,10,1327.0,198707.0,667.8174397479706,4.3,9.0,0.24,2014,0
2004,Delaware,10,1343.0,206390.0,650.709821212268,4.0,9.6,0.55,2014,0
2005,Delaware,10,1420.0,214570.0,661.7886936664025,4.1,10.3,0.55,2014,0
2006,Delaware,10,1427.0,222436.0,641.5328454027226,3.6,10.7,0.55,2014,0
2007,Delaware,10,1435.0,229153.0,626.2191636155756,3.4,10.3,0.55,2014,0
2008,Delaware,10,1555.0,235098.0,661.4262988200666,4.8,10.3,1.15,2014,0
2009,Delaware,10,1532.0,240336.0,637.4409160508621,8.2,11.2,1.15,2014,0
2010,Delaware,10,1587.0,244483.0,649.1248880290245,8.3,11.9,1.6,2014,0
2011,Delaware,10,1589.0,249528.0,636.802282709756,7.4,12.6,1.6,2014,0
2012,Delaware,10,1620.0,250128.0,647.6683937823834,7.0,12.7,1.6,2014,0
2013,Delaware,10,1738.0,251824.0,690.1645593748015,6.5,12.9,1.6,2014,0
2014,Delaware,10,1612.0,253624.0,635.5865375516512,5.6,13.0,1.6,2014,1
2015,Delaware,10,1663.0,256596.0,648.1005159862196,4.8,12.6,1.6,2014,1
2016,Delaware,10,1681.0,258331.0,650.7155548501728,4.5,11.8,1.6,2014,1
2017,Delaware,10,1798.0,258759.0,694.8550581815512,4.4,13.0,1.6,2014,1
2018,Delaware,10,1718.0,258130.0,665.5561151357842,3.7,12.2,2.1,2014,1
2019,Delaware,10,1716.0,256611.0,668.7164618819926,3.6,11.2,2.1,2014,1
1999,District of Columbia,11,1363.0,121948.0,1117.689507002985,6.5,17.3,0.65,2014,0
2000,District of Columbia,11,1366.0,125093.0,1091.9875612544267,5.7,16.3,0.65,2014,0
2001,District of Columbia,11,1394.0,128215.0,1087.236282806224,6.3,17.5,0.65,2014,0
2002,District of Columbia,11,1441.0,130398.0,1105.0782987469133,6.6,17.2,0.65,2014,0
2003,District of Columbia,11,1393.0,131088.0,1062.6449408031247,6.8,17.5,1.0,2014,0
2004,District of Columbia,11,1336.0,132297.0,1009.8490517547639,7.5,18.3,1.0,2014,0
2005,District of Columbia,11,1398.0,133429.0,1047.7482406373429,6.5,18.3,1.0,2014,0
2006,District of Columbia,11,1337.0,134355.0,995.12485579249,5.8,18.1,1.0,2014,0
2007,District of Columbia,11,1313.0,135387.0,969.812463530472,5.5,17.1,1.0,2014,0
2008,District of Columbia,11,1356.0,136532.0,993.1737614625142,6.5,16.9,1.0,2014,0
2009,District of Columbia,11,1260.0,138293.0,911.1090221486264,9.6,17.6,2.0,2014,0
2010,District of Columbia,11,1245.0,139680.0,891.3230240549827,9.8,18.8,2.5,2014,0
2011,District of Columbia,11,1237.0,142582.0,867.5709416335864,10.1,19.1,2.5,2014,0
2012,District of Columbia,11,1181.0,143228.0,824.5594436841959,8.9,18.8,2.86,2014,0
2013,District of Columbia,11,1217.0,144803.0,840.4522005759549,8.4,18.8,2.86,2014,0
2014,District of Columbia,11,1277.0,145624.0,876.9158929846728,7.7,18.4,2.86,2014,1
2015,District of Columbia,11,1313.0,147182.0,892.0927830848881,6.9,17.7,2.9,2014,1
2016,District of Columbia,11,1353.0,147565.0,916.8840849795006,6.2,18.5,2.91,2014,1
2017,District of Columbia,11,1307.0,146342.0,893.113391917563,6.1,16.6,2.92,2014,1
2018,District of Columbia,11,1299.0,145755.0,891.2215704435525,5.7,16.1,2.94,2014,1
2019,District of Columbia,11,1253.0,144162.0,869.1610826708841,5.5,14.1,4.94,2014,1
1999,Florida,12,24072.0,3501392.0,687.4980007951124,3.9,12.4,0.339,3000,0
2000,Florida,12,25211.0,3628492.0,694.8065477338795,3.7,11.7,0.339,3000,0
2001,Florida,12,26000.0,3815136.0,681.4960200632428,4.7,12.6,0.339,3000,0
2002,Florida,12,26867.0,3982690.0,674.5943068629495,5.6,12.8,0.339,3000,0
2003,Florida,12,28455.0,4143913.0,686.6698214948045,5.3,13.0,0.339,3000,0
2004,Florida,12,29225.0,4325200.0,675.6912975122538,4.6,11.9,0.339,3000,0
2005,Florida,12,30005.0,4518779.0,664.0068036077887,3.7,12.8,0.339,3000,0
2006,Florida,12,30828.0,4682231.0,658.4040813022681,3.3,12.6,0.339,3000,0
2007,Florida,12,31010.0,4800683.0,645.9497533996725,4.0,12.1,0.339,3000,0
2008,Florida,12,31623.0,4892666.0,646.3347385658452,6.3,13.3,0.339,3000,0
2009,Florida,12,32084.0,4989792.0,642.9927339656643,10.2,15.0,0.339,3000,0
2010,Florida,12,32529.0,5079161.0,640.4404191952175,11.3,16.5,1.339,3000,0
2011,Florida,12,32962.0,5183082.0,635.9536661777684,10.2,17.0,1.339,3000,0
2012,Florida,12,33389.0,5210087.0,640.8530222240051,8.7,17.2,1.339,3000,0
2013,Florida,12,33578.0,5238644.0,640.9673953794149,7.5,17.1,1.339,3000,0
2014,Florida,12,34432.0,5310833.0,648.3352046656335,6.5,16.6,1.339,3000,0
2015,Florida,12,35314.0,5402166.0,653.7007563262588,5.5,15.8,1.339,3000,0
2016,Florida,12,36567.0,5483473.0,666.8583943059444,4.9,14.8,1.339,3000,0
2017,Florida,12,37094.0,5565463.0,666.503397830513,4.3,14.1,1.339,3000,0
2018,Florida,12,36916.0,5600973.0,659.099767129747,3.6,13.7,1.339,3000,0
2019,Florida,12,36637.0,5607750.0,653.3279835941331,3.2,12.7,1.339,3000,0
1999,Georgia,13,12716.0,1689398.0,752.6941549593405,3.8,12.7,0.12,3000,0
2000,Georgia,13,13129.0,1741448.0,753.9128357550728,3.5,12.3,0.12,3000,0
2001,Georgia,13,13578.0,1827422.0,743.013928911877,4.0,12.7,0.12,3000,0
2002,Georgia,13,14252.0,1899932.0,750.1321099913049,5.0,13.0,0.12,3000,0
2003,Georgia,13,14769.0,1970222.0,749.610957546916,4.8,13.4,0.12,3000,0
2004,Georgia,13,15143.0,2038368.0,742.898240160756,4.8,13.7,0.37,3000,0
2005,Georgia,13,15570.0,2119838.0,734.490088393547,5.3,14.5,0.37,3000,0
2006,Georgia,13,15971.0,2200726.0,725.7150594849155,4.7,14.8,0.37,3000,0
2007,Georgia,13,15907.0,2282405.0,696.940288861968,4.6,14.3,0.37,3000,0
2008,Georgia,13,16424.0,2345888.0,700.1186757424055,6.4,14.7,0.37,3000,0
2009,Georgia,13,16889.0,2410651.0,700.5991327653816,9.9,16.6,0.37,3000,0
2010,Georgia,13,17288.0,2460809.0,702.5331913204154,10.4,18.0,0.37,3000,0
2011,Georgia,13,17411.0,2511125.0,693.3545721539151,10.0,19.2,0.37,3000,0
2012,Georgia,13,17518.0,2529059.0,692.6686961435063,9.0,19.2,0.37,3000,0
2013,Georgia,13,18084.0,2551485.0,708.7637199513224,8.1,19.0,0.37,3000,0
2014,Georgia,13,18211.0,2577733.0,706.4734788281021,7.1,18.4,0.37,3000,0
2015,Georgia,13,18521.0,2615881.0,708.0215040363075,6.1,17.2,0.37,3000,0
2016,Georgia,13,19081.0,2653509.0,719.0855580290099,5.4,16.1,0.37,3000,0
2017,Georgia,13,19113.0,2682648.0,712.4676811866484,4.8,15.1,0.37,3000,0
2018,Georgia,13,18993.0,2697120.0,704.1955864032747,4.0,14.5,0.37,3000,0
2019,Georgia,13,19063.0,2707185.0,704.1631805731784,3.6,13.5,0.37,3000,0
1999,Hawaii,15,1432.0,270899.0,528.6102938733624,5.2,10.5,1.0,2014,0
2000,Hawaii,15,1487.0,277940.0,535.0075555875369,4.2,9.9,1.0,2014,0
2001,Hawaii,15,1548.0,290188.0,533.4472824513764,4.3,10.4,1.0,2014,0
2002,Hawaii,15,1615.0,301116.0,536.338155395263,4.0,11.0,1.0,2014,0
2003,Hawaii,15,1621.0,311559.0,520.2866872727155,3.9,10.8,1.3,2014,0
2004,Hawaii,15,1656.0,324979.0,509.5713876896661,3.3,9.0,1.4,2014,0
2005,Hawaii,15,1802.0,334648.0,538.4762496712964,2.8,9.9,1.4,2014,0
2006,Hawaii,15,1822.0,343811.0,529.9423229623252,2.5,9.4,1.4,2014,0
2007,Hawaii,15,1823.0,352482.0,517.189530245516,2.8,8.5,1.6,2014,0
2008,Hawaii,15,1843.0,359325.0,512.9061434634384,4.1,9.3,1.8,2014,0
2009,Hawaii,15,1936.0,364508.0,531.1268888474327,6.5,10.4,2.0,2014,0
2010,Hawaii,15,1874.0,369327.0,507.4094230857749,6.7,11.1,2.6,2014,0
2011,Hawaii,15,1977.0,369086.0,535.6475184645313,6.7,12.1,3.0,2014,0
2012,Hawaii,15,1955.0,367582.0,531.8541169045274,5.8,11.8,3.2,2014,0
2013,Hawaii,15,1949.0,359727.0,541.799753702113,4.7,11.2,3.2,2014,0
2014,Hawaii,15,2103.0,357988.0,587.4498586544801,4.2,11.5,3.2,2014,1
2015,Hawaii,15,2049.0,355052.0,577.0985658438764,3.4,10.7,3.2,2014,1
2016,Hawaii,15,1951.0,362677.0,537.9442313684077,2.9,9.5,3.2,2014,1
2017,Hawaii,15,1972.0,358089.0,550.7010826917331,2.2,9.5,3.2,2014,1
2018,Hawaii,15,1963.0,351351.0,558.7005587005588,2.4,9.0,3.2,2014,1
2019,Hawaii,15,2006.0,346884.0,578.2913019914438,2.5,9.0,3.2,2014,1
1999,Idaho,16,1416.0,269265.0,525.8759957662526,5.0,12.1,0.28,2020,0
2000,Idaho,16,1470.0,277777.0,529.201481764149,4.6,11.2,0.28,2020,0
2001,Idaho,16,1547.0,291603.0,530.5158040212207,5.1,11.5,0.28,2020,0
2002,Idaho,16,1623.0,303381.0,534.9708782026561,5.7,11.7,0.28,2020,0
2003,Idaho,16,1763.0,314932.0,559.8033861277991,5.6,11.7,0.57,2020,0
2004,Idaho,16,1726.0,326759.0,528.218044491506,4.9,11.5,0.57,2020,0
2005,Idaho,16,1755.0,341557.0,513.8234613841906,4.0,13.4,0.57,2020,0
2006,Idaho,16,1846.0,356059.0,518.4534023855597,3.4,12.8,0.57,2020,0
2007,Idaho,16,1886.0,368093.0,512.3705150600528,3.0,12.1,0.57,2020,0
2008,Idaho,16,1965.0,376702.0,521.6324840324713,5.0,12.5,0.57,2020,0
2009,Idaho,16,2114.0,383795.0,550.8148881564377,9.1,14.4,0.57,2020,0
2010,Idaho,16,2045.0,388850.0,525.9097338305259,9.1,15.8,0.57,2020,0
2011,Idaho,16,2182.0,395178.0,552.1562435155804,8.4,16.5,0.57,2020,0
2012,Idaho,16,2160.0,395199.0,546.560087449614,7.5,16.0,0.57,2020,0
2013,Idaho,16,2376.0,396439.0,599.3355850458709,6.9,15.6,0.57,2020,0
2014,Idaho,16,2258.0,398806.0,566.1900773809823,4.4,14.8,0.57,2020,0
2015,Idaho,16,2349.0,402352.0,583.8171551278483,3.9,14.7,0.57,2020,0
2016,Idaho,16,2374.0,406859.0,583.4945275881817,3.7,13.8,0.57,2020,0
2017,Idaho,16,2361.0,411119.0,574.2862772092751,3.2,12.6,0.57,2020,0
2018,Idaho,16,2405.0,414775.0,579.8324392743054,2.9,11.7,0.57,2020,0
2019,Idaho,16,2313.0,420126.0,550.5491209779923,2.9,11.0,0.57,2020,0
1999,Illinois,17,17415.0,2613389.0,666.3761116312957,4.4,10.1,0.58,2014,0
2000,Illinois,17,17329.0,2667375.0,649.6649327522376,4.5,10.0,0.58,2014,0
2001,Illinois,17,17760.0,2757133.0,644.1473806305319,5.4,10.1,0.58,2014,0
2002,Illinois,17,18226.0,2834615.0,642.9797344612937,6.5,11.3,0.58,2014,0
2003,Illinois,17,18030.0,2908431.0,619.9218754029234,6.7,11.4,0.98,2014,0
2004,Illinois,17,18285.0,2979461.0,613.7016057602365,6.2,11.9,0.98,2014,0
2005,Illinois,17,18608.0,3056388.0,608.8232253234864,5.7,12.0,0.98,2014,0
2006,Illinois,17,18749.0,3128230.0,599.3485133765739,4.6,12.3,0.98,2014,0
2007,Illinois,17,18875.0,3189720.0,591.7447299449482,5.1,11.9,0.98,2014,0
2008,Illinois,17,19480.0,3240921.0,601.0637099762691,6.5,12.2,0.98,2014,0
2009,Illinois,17,19368.0,3300115.0,586.8886387292564,10.0,13.3,0.98,2014,0
2010,Illinois,17,19148.0,3344086.0,572.5929297272858,10.4,13.8,0.98,2014,0
2011,Illinois,17,19354.0,3388123.0,571.2307374909352,9.8,14.9,0.98,2014,0
2012,Illinois,17,19811.0,3381964.0,585.7838817917636,9.0,14.7,0.98,2014,0
2013,Illinois,17,19700.0,3385364.0,581.9167451417337,9.1,14.6,1.98,2014,0
2014,Illinois,17,20044.0,3390662.0,591.1529960815911,7.2,14.3,1.98,2014,1
2015,Illinois,17,20302.0,3391040.0,598.6953854864585,6.0,13.6,1.98,2014,1
2016,Illinois,17,20218.0,3368867.0,600.1424217696929,5.9,13.0,1.98,2014,1
2017,Illinois,17,20126.0,3349096.0,600.9382830471268,5.0,12.5,1.98,2014,1
2018,Illinois,17,20612.0,3305037.0,623.654137608747,4.4,12.1,1.98,2014,1
2019,Illinois,17,19962.0,3258072.0,612.6936421294557,4.0,11.4,1.98,2014,1
1999,Indiana,18,8932.0,1318702.0,677.332710498657,2.9,8.7,0.155,2015,0
2000,Indiana,18,9179.0,1346709.0,681.5874847498606,3.0,8.8,0.155,2015,0
2001,Indiana,18,9283.0,1394274.0,665.7945281917328,4.2,9.0,0.155,2015,0
2002,Indiana,18,9628.0,1435398.0,670.7547314403391,5.1,9.6,0.155,2015,0
2003,Indiana,18,10000.0,1475938.0,677.5352352199077,5.2,10.0,0.555,2015,0
2004,Indiana,18,9859.0,1514290.0,651.0641951013347,5.4,11.1,0.555,2015,0
2005,Indiana,18,10181.0,1556874.0,653.9385974716001,5.4,12.2,0.555,2015,0
2006,Indiana,18,10623.0,1597866.0,664.8242092891394,5.0,12.5,0.555,2015,0
2007,Indiana,18,10468.0,1633325.0,640.9012290879035,4.6,12.3,0.555,2015,0
2008,Indiana,18,11002.0,1661552.0,662.1520120947163,5.9,12.9,0.995,2015,0
2009,Indiana,18,11304.0,1693506.0,667.4909920602585,10.2,14.4,0.995,2015,0
